date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-03-31_FY,1996-12-31_FY,1996-03-31_FY,1995-12-31_FY,1995-03-31_FY,1994-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,413006000.0,139986000.0,-8398000.0,-264322000.0,117514000.0,255386000.0,-171660000.0,-191082000.0,-83775000.0,-529010000.0,164004000.0,105472000.0,698770000.0,570418000.0,516000000.0,606839000.0,1023382000.0,409360000.0,-8899000.0,382728000.0,313867000.0,-86896000.0,26999000.0,6300000.0,2000000.0,-14500000.0,1800000.0,2700000.0,8400000.0,4200000.0
,depreciationAndAmortization,144394000.0,122496000.0,125038000.0,143661000.0,143070000.0,54524000.0,82098000.0,100365000.0,115388000.0,202519000.0,214287000.0,238595000.0,224069000.0,221246000.0,203849000.0,198875000.0,183711000.0,146907000.0,139855000.0,121725000.0,92880000.0,91435000.0,54680000.0,-9500000.0,-13000000.0,0.0,-10400000.0,0.0,-6500000.0,-5500000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,44910000.0,-3932000.0,-38695000.0,1865000.0,-15508000.0,-4561000.0,17065000.0,-24735000.0,20793000.0,-41340000.0,-34669000.0,-18104000.0,19480000.0,70783000.0,52139000.0,118832000.0,-205283000.0,-24824000.0,-39278000.0,82008000.0,-95673000.0,-5089000.0,-6460000.0,900000.0,800000.0,13300000.0,-3900000.0,27600000.0,3500000.0,1100000.0
,accountsReceivables,21990000.0,-13608000.0,-133000.0,-506000.0,4287000.0,-21037000.0,-12462000.0,11820000.0,13557000.0,10431000.0,-7777000.0,15689000.0,-764000.0,21287000.0,-473000.0,112909000.0,-92304000.0,-16142000.0,11948000.0,66533000.0,-100247000.0,0.0,0.0,1800000.0,0.0,0.0,-3900000.0,0.0,300000.0,300000.0
,inventory,43855000.0,-9800000.0,-48809000.0,-16995000.0,-5413000.0,24872000.0,16475000.0,16794000.0,-49755000.0,17592000.0,-25021000.0,7131000.0,13212000.0,-11772000.0,1193000.0,-12967000.0,-5966000.0,3489000.0,-17413000.0,-120000.0,3560000.0,-4915000.0,-1351000.0,900000.0,100000.0,1900000.0,-1100000.0,-300000.0,100000.0,0.0
,accountsPayables,-3841000.0,-9171000.0,10403000.0,7485000.0,-5175000.0,2832000.0,-10204000.0,7327000.0,1819000.0,-7718000.0,-23149000.0,9541000.0,10990000.0,47830000.0,8191000.0,1114000.0,1353000.0,-417000.0,723000.0,1290000.0,-7866000.0,0.0,0.0,1800000.0,-1300000.0,400000.0,300000.0,1000000.0,300000.0,-400000.0
,otherWorkingCapital,-3916000.0,-5578000.0,6939000.0,3722000.0,-10500000.0,-9469000.0,26085000.0,-49500000.0,61190000.0,-47390000.0,-30012000.0,-31286000.0,-3616000.0,-9758000.0,29726000.0,53370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,1748000.0,21637000.0,-31774000.0,249281000.0,40939000.0,-98003000.0,127910000.0,72768000.0,16168000.0,424684000.0,-25979000.0,-4443000.0,-135064000.0,-316637000.0,59568000.0,55228000.0,-92023000.0,-8163000.0,50347000.0,-108854000.0,-39492000.0,47036000.0,-303000.0,12200000.0,25900000.0,14500000.0,20900000.0,-2700000.0,13400000.0,11000000.0
,netCashProvidedByOperatingActivites,604058000.0,280187000.0,46171000.0,130485000.0,286015000.0,207346000.0,55413000.0,-42684000.0,68574000.0,56853000.0,317643000.0,321520000.0,807255000.0,545810000.0,831556000.0,979774000.0,909787000.0,523280000.0,142025000.0,477607000.0,271582000.0,46486000.0,74916000.0,9900000.0,15700000.0,13300000.0,8400000.0,27600000.0,18800000.0,10800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-724316000.0,-195972000.0,-216310000.0,-713560000.0,-622460000.0,-786772000.0,-44990000.0,-2504000.0,-14503000.0,-82378000.0,-548946000.0,-170049000.0,-637895000.0,-337774000.0,-569819000.0,-558163000.0,-126947000.0,-66589000.0,-376844000.0,-386130000.0,-435980000.0,-200736000.0,-352003000.0,-300000.0,-300000.0,-453300000.0,-300000.0,-37400000.0,-300000.0,-29600000.0
,acquisitionsNet,-14890000.0,0.0,-6000000.0,-18688000.0,0.0,87443000.0,49000.0,-5759000.0,-13298000.0,129393000.0,100000.0,0.0,11206000.0,-60472000.0,-10629000.0,-35695000.0,-52137000.0,-93974000.0,-6822000.0,-64656000.0,-41912000.0,-126000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-46100000.0,0.0,0.0,0.0,-6001000.0,-13298000.0,-25047000.0,0.0,0.0,-111939000.0,-60510000.0,-3431000.0,-79878000.0,0.0,0.0,0.0,0.0,-983000.0,0.0,-10430000.0,0.0,0.0,0.0,0.0,0.0,-31300000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,17757000.0,27412000.0,0.0,0.0,0.0,2156000.0,0.0,1535000.0,1277000.0,75620000.0,3286000.0,177141000.0,3431000.0,0.0,11181000.0,0.0,0.0,0.0,0.0,2653000.0,392000.0,0.0,0.0,0.0,0.0,0.0,86200000.0,0.0
,otherInvestingActivites,23238000.0,5401000.0,5336000.0,28369000.0,225708000.0,240050000.0,64676000.0,25394000.0,38551000.0,402169000.0,287435000.0,2390000.0,128264000.0,532752000.0,415884000.0,328999000.0,342593000.0,-108495000.0,160773000.0,347004000.0,-18043000.0,499615000.0,212762000.0,49700000.0,0.0,36200000.0,-84800000.0,700000.0,-34300000.0,-54900000.0
