date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,430043000.0,481686000.0,482497000.0,538139000.0,583143000.0,603960000.0,600614000.0,551223000.0,567023000.0,605683000.0,647056000.0,666510000.0,713329000.0,745519000.0,692408000.0,475900000.0,0.0,0.0
,costOfRevenue,136939000.0,141643000.0,148568000.0,167311000.0,167669000.0,177590000.0,175571000.0,160258000.0,172005000.0,102373000.0,196003000.0,220931000.0,231826000.0,228332000.0,198576000.0,132400000.0,0.0,0.0
,grossProfit,293104000.0,340043000.0,333929000.0,370828000.0,415474000.0,426370000.0,425043000.0,390965000.0,395018000.0,503310000.0,451053000.0,445579000.0,481503000.0,517187000.0,493832000.0,343500000.0,0.0,0.0
,grossProfitRatio,0.681569052397086,0.70594329085753,0.692085132135537,0.689093338338236,0.712473612818811,0.705957348168753,0.707680806641204,0.709268299762528,0.696652516740944,0.830979241616489,0.697084950916149,0.668525603516826,0.675008306125224,0.693727456979634,0.713209552749246,0.721790292078168,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,38681000.0,40489000.0,42363000.0,40724000.0,44522000.0,50657000.0,34229000.0,31533000.0,26878000.0,0.0,0.0,0.0,0.0,0.0,0.0,31700000.0,1852000.0,104259000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-207000.0,-2587000.0,665000.0,373000.0,63000.0,1700000.0,5459000.0,4741000.0,-3004000.0,0.0,0.0,0.0,0.0,0.0,0.0,2900000.0,12212000.0,0.0
,operatingExpenses,204655000.0,235062000.0,218340000.0,244590000.0,268952000.0,265363000.0,250195000.0,251139000.0,244181000.0,335746000.0,293216000.0,338827000.0,415978000.0,311914000.0,305122000.0,202600000.0,14064000.0,30963000.0
,costAndExpenses,341594000.0,376705000.0,366908000.0,411901000.0,436621000.0,442953000.0,425766000.0,411397000.0,416186000.0,438119000.0,489219000.0,559758000.0,647804000.0,540246000.0,503698000.0,335000000.0,14064000.0,30963000.0
,interestExpense,78498000.0,76571000.0,73746000.0,146092000.0,109730000.0,138938000.0,133835000.0,146805000.0,179237000.0,232400000.0,260950000.0,236409000.0,212439000.0,219298000.0,216592000.0,136817000.0,33175000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,165974000.0,194573000.0,175977000.0,203866000.0,224430000.0,214706000.0,215966000.0,219606000.0,217303000.0,235598000.0,246841000.0,250001000.0,252260000.0,271629000.0,250984000.0,0.0,0.0,140497000.0
,EBITDA,254423000.0,299554000.0,291566000.0,330104000.0,370952000.0,375713000.0,390814000.0,359432000.0,368140000.0,403162000.0,404678000.0,356753000.0,317785000.0,476902000.0,439694000.0,182017000.0,45053000.0,-32782000.0
,EBITDARatio,0.591622233125525,0.621886457152585,0.60428562250128,0.613417722930321,0.636125272874749,0.622082588250878,0.650690793088406,0.652062776770926,0.649250559501114,0.665632022031327,0.625414183625529,0.535255284991973,0.445495696936477,0.639691275473865,0.635021547989047,0.382469,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,88449000.0,104981000.0,115589000.0,126238000.0,146522000.0,161007000.0,174848000.0,139826000.0,150837000.0,167564000.0,157837000.0,106752000.0,65525000.0,205273000.0,188710000.0,140900000.0,45053000.0,-173279000.0
