date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,6494000.0,-2179000.0,-7889000.0,-2021000.0,-7436000.0
,depreciationAndAmortization,2970000.0,2977000.0,2463000.0,544000.0,457000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,806000.0,905000.0,1269000.0,1225000.0,2782000.0
,changeInWorkingCapital,79645000.0,-38434000.0,-67096000.0,9443000.0,-12953000.0
,accountsReceivables,0.0,1577000.0,4000.0,-3197000.0,-189000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-9381000.0,-89026000.0,-50592000.0,16504000.0,7061000.0
,otherNonCashItems,-100331000.0,33134000.0,68582000.0,-13831000.0,2308000.0
,netCashProvidedByOperatingActivites,-10416000.0,-3597000.0,-2671000.0,-4640000.0,-14842000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-16788000.0,-11928000.0
,acquisitionsNet,-5383000.0,0.0,0.0,-70000.0,-14286000.0
,purchasesOfInvestments,0.0,0.0,0.0,-70000.0,-14286000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-49744000.0,-39426000.0,-91622000.0,7202000.0,14286000.0
,netCashUsedForInvestingActivites,-55127000.0,-39426000.0,-91622000.0,-9726000.0,-26214000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25868000.0,-12557000.0,0.0,-40000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,40561000.0,880000.0
,commonStockRepurchased,-359000.0,-197000.0,0.0,-2574000.0,-1966000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,89169000.0,60422000.0,84129000.0,26974000.0,8647000.0
,netCashUsedProvidedByFinancingActivities,62942000.0,47668000.0,84129000.0,24961000.0,7561000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2601000.0,4645000.0,-10164000.0,10595000.0,-33495000.0
,cashAtEndOfPeriod,16069000.0,18670000.0,14025000.0,15273000.0,4678000.0
,cashAtBeginningOfPeriod,18670000.0,14025000.0,24189000.0,4678000.0,38173000.0
,operatingCashFlow,-10416000.0,-3597000.0,-2671000.0,-4640000.0,-14842000.0
,capitalExpenditure,0.0,0.0,0.0,-16788000.0,-11928000.0
,freeCashFlow,-10416000.0,-3597000.0,-2671000.0,-4640000.0,-14842000.0
