date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-05-05_FY,2002-12-31_FY
,revenue,3943000000.0,4356000000.0,4085000000.0,4015000000.0,5218000000.0,5497000000.0,6353000000.0,6570000000.0,5334000000.0,0.0,1799000000.0
,costOfRevenue,3173000000.0,3582000000.0,3263000000.0,3294000000.0,4190000000.0,4146000000.0,4141000000.0,3959000000.0,2656000000.0,0.0,938000000.0
,grossProfit,770000000.0,774000000.0,822000000.0,721000000.0,1028000000.0,1351000000.0,2212000000.0,2611000000.0,2678000000.0,0.0,861000000.0
,grossProfitRatio,0.195282779609434,0.177685950413223,0.201223990208078,0.179576587795766,0.197010348792641,0.245770420229216,0.348181961278136,0.397412480974125,0.502062242219723,0.0,0.478599221789883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
,GeneralAndAdministrativeExpenses,99000000.0,87000000.0,100000000.0,102000000.0,112000000.0,195000000.0,285000000.0,275000000.0,377000000.0,0.0,115000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,1000000.0,1000000.0,6000000.0,10000000.0,9000000.0,14000000.0,6000.0,0.0
,otherExpenses,-2000000.0,18000000.0,9000000.0,66000000.0,-17000000.0,298000000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,279000000.0,268000000.0,304000000.0,306000000.0,289000000.0,502000000.0,716000000.0,591000000.0,1317000000.0,6000.0,449000000.0
,costAndExpenses,3452000000.0,3850000000.0,3567000000.0,3600000000.0,4479000000.0,4648000000.0,4857000000.0,4550000000.0,3973000000.0,6000.0,1387000000.0
,interestExpense,166000000.0,159000000.0,22000000.0,1000000.0,241000000.0,250000000.0,184000000.0,163000000.0,151000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,823000000.0,809000000.0,777000000.0,786000000.0,799000000.0,0.0,693941797.630261,720000000.0,0.0,333000000.0
,EBITDA,1246000000.0,1329000000.0,1327000000.0,1192000000.0,1525000000.0,1648000000.0,2336000000.0,2713941797.63026,2081000000.0,0.0,745000000.0
,EBITDARatio,0.316003043367994,0.305096418732782,0.32484700122399,0.296886674968867,0.292257569950172,0.299799890849554,0.367700299071305,0.413080943322719,0.390138732658418,0.0,0.414118954974986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,491000000.0,506000000.0,518000000.0,415000000.0,739000000.0,849000000.0,1496000000.0,2020000000.0,1361000000.0,0.0,412000000.0
,operatingIncomeRatio,0.124524473750951,0.116161616161616,0.126805385556916,0.103362391033624,0.141625143733231,0.154447880662179,0.235479301117582,0.307458143074581,0.255155605549306,0.0,0.229016120066704
