Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1832237.0,1657987.0,2000000.0
Stock-based compensation,0.0,0.0,
Operating Cash Flow,2728867.0,2291744.0,3000000.0
Capital Expenditure,-104062.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-2889642.0,-2074861.0,0.0
Issuance (repayment) of debt,629085.0,-614402.0,
Issuance (buybacks) of shares,4989097.0,5394477.0,
Dividend payments,-5284248.0,-5298285.0,
Financing Cash Flow,328232.0,-518210.0,-3000000.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,167457.0,-301327.0,-62000000000.0
Free Cash Flow,2624805.0,2291744.0,
Net Cash/Marketcap,,,
