date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-207303000.0,-257409000.0,-243123000.0,-303691000.0,-480129000.0,-539215000.0,-443790000.0,-120635000.0
,depreciationAndAmortization,96384000.0,103305000.0,86505000.0,103417000.0,119267000.0,111956000.0,94136000.0,20758000.0
,deferredIncomeTax,-838000.0,-257000.0,-930000.0,-1287000.0,-11926000.0,-1353000.0,-39869000.0,-61028000.0
,stockBasedCompensation,156107000.0,153517000.0,153675000.0,166336000.0,199066000.0,222119000.0,151852000.0,28858000.0
,changeInWorkingCapital,-3181000.0,-240029000.0,184583000.0,-32290000.0,-377803000.0,599270000.0,218854000.0,55637000.0
,accountsReceivables,16681000.0,-12109000.0,-11605000.0,-20749000.0,61785000.0,19126000.0,-97165000.0,-35145000.0
,inventory,3285000.0,51000.0,-5216000.0,-3333000.0,1415000.0,-7820000.0,-2024000.0,-3089000.0
,accountsPayables,-18931000.0,4707000.0,-8205000.0,6040000.0,-19093000.0,7705000.0,-3193000.0,11504000.0
,otherWorkingCapital,-1085000.0,463787000.0,703816000.0,519233000.0,551523000.0,929326000.0,330056000.0,111202000.0
,otherNonCashItems,53726000.0,48928000.0,15177000.0,44761000.0,47974000.0,24741000.0,2261000.0,0.0
,netCashProvidedByOperatingActivites,94895000.0,67537000.0,17381000.0,17640000.0,-14585000.0,37015000.0,-131270000.0,-69762000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-26326000.0,-45605000.0,-50831000.0,-43779000.0,-36314000.0,-54549000.0,-67715000.0,-57560000.0
,acquisitionsNet,-124000000.0,-127000000.0,-5000000.0,-4000000.0,-205000000.0,0.0,-55000000.0,-89000000.0
,purchasesOfInvestments,-393442000.0,-617194000.0,-479862000.0,-409358000.0,-507073000.0,-769097000.0,-390360000.0,0.0
,salesMaturitiesOfInvestments,472557000.0,620580000.0,487141000.0,401103000.0,558865000.0,249923000.0,131118000.0,0.0
,otherInvestingActivites,-207000.0,432000.0,275000.0,-489000.0,-248000.0,-1226000.0,-496000.0,-1669000.0
,netCashUsedForInvestingActivites,-72158000.0,-169036000.0,-48517000.0,-59323000.0,-189696000.0,-576749000.0,-382511000.0,-148469000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-96392000.0,0.0,-286817000.0,0.0,-8842000.0,0.0,0.0,-22150000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,444338000.0,321389000.0
,commonStockRepurchased,0.0,0.0,0.0,-1408000.0,-1124000.0,-150000000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-14016000.0,0.0,0.0,-38928000.0,-112000.0,-2027000.0,0.0,7294000.0
,netCashUsedProvidedByFinancingActivities,319114000.0,26273000.0,260074000.0,-1093000.0,25846000.0,795473000.0,486226000.0,331949000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,341851000.0,-75226000.0,228938000.0,-42776000.0,-178435000.0,255739000.0,-27555000.0,113718000.0
,cashAtEndOfPeriod,676454000.0,334603000.0,409829000.0,180891000.0,223667000.0,402102000.0,146363000.0,173918000.0
,cashAtBeginningOfPeriod,334603000.0,409829000.0,180891000.0,223667000.0,402102000.0,146363000.0,173918000.0,60200000.0
,operatingCashFlow,94895000.0,67537000.0,17381000.0,17640000.0,-14585000.0,37015000.0,-131270000.0,-69762000.0
,capitalExpenditure,-26326000.0,-45605000.0,-50831000.0,-43779000.0,-36314000.0,-54549000.0,-67715000.0,-57560000.0
,freeCashFlow,68569000.0,21932000.0,-33450000.0,-26139000.0,-50899000.0,-17534000.0,-198985000.0,-127322000.0
