date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-177788000.0,-7244000.0,43467000.0,27680996.0,-9533123.0,-2400668.0,2093489.0,-3983088.0,-146630.0,-8495424.0,-766199.0
,depreciationAndAmortization,201677000.0,179300000.0,171136000.0,116776809.0,78139798.0,38096334.0,16328715.0,15250130.0,3595298.0,2698305.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4267000.0,1223000.0,1703000.0,3470284.0,2524042.0,2362453.0,1784349.0,1191637.0,1251216.0,238152.0,0.0
,changeInWorkingCapital,-167592000.0,95930000.0,-32752790.0,129435673.0,52604265.0,93940427.0,21479637.0,120047916.0,22541334.0,3571313.0,-172236.0
,accountsReceivables,-24437000.0,-20565000.0,-7631000.0,-12105325.0,-4331216.0,-2341649.0,-1723648.0,-375738.0,12358.0,-23811.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,7084000.0,1518000.0,2876000.0,2382465.0,3112553.0,4866996.0,1124078.0,-346221.0,-57884.0,0.0,0.0
,otherWorkingCapital,338563000.0,506155000.0,410225000.0,442977790.0,313542117.0,260937852.0,166997425.0,145517788.0,25469872.0,2928538.0,-642775.0
,otherNonCashItems,9267000.0,377000.0,11169000.0,3692498.0,-4080129.0,-4124338.0,-3246269.0,1084074.0,638731.0,-8439832.0,0.0
,netCashProvidedByOperatingActivites,47892000.0,145631000.0,145381000.0,86289071.0,61661469.0,35221423.0,15436062.0,8686070.0,4178941.0,527960.0,-938435.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-1007048000.0,-781828497.0,-1010111945.0,-420700550.0,-299506416.0,-34173631.0,0.0,-87907613.0,0.0
,acquisitionsNet,0.0,0.0,5000000.0,-2000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-50000.0,-30941000.0,-45927000.0,-148345526.0,-151027549.0,-114026945.0,-54939135.0,-86401588.0,-29072112.0,-6000000.0,0.0
,salesMaturitiesOfInvestments,3898000.0,80305000.0,4331000.0,2633592.0,3703514.0,18772024.0,13857393.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,68165000.0,-43115000.0,46181000.0,-40340669.0,-115984699.0,-109296645.0,-55247127.0,-103346556.0,-32475571.0,222702.0,0.0
,netCashUsedForInvestingActivites,244125000.0,-661057000.0,-881805000.0,-723752904.0,-1126583594.0,-533510211.0,-356423742.0,-137725734.0,-32536608.0,-93684911.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-928308000.0,-510896000.0,-679577000.0,-492622533.0,-424171607.0,-321975271.0,-159226637.0,-130189734.0,-1962656.0,-1905050.0,0.0
,commonStockIssued,4522000.0,501076000.0,408644000.0,376680450.0,413860859.0,269836616.0,142647322.0,93951272.0,17830828.0,46117663.0,109998.0
,commonStockRepurchased,-314154000.0,-12124000.0,-9367000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-203846000.0,-156266000.0,-124292000.0,-89375218.0,-57456014.0,-32951857.0,-17415139.0,-8475984.0,-3098210.0,-1293162.0,0.0
,otherFinancingActivites,-29357000.0,-9090000.0,-17038000.0,-22180991.0,-23895141.0,-6956545.0,-7233167.0,-4227483.0,-2750659.0,-1307857.0,-620236.0
,netCashUsedProvidedByFinancingActivities,-353554000.0,564989000.0,751102000.0,646184908.0,1074804307.0,497615123.0,334920519.0,135246586.0,26783156.0,97682696.0,960710.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-61537000.0,49563000.0,14678000.0,8721075.0,9882182.0,-673665.0,-6067161.0,6206922.0,-1574511.0,4525745.0,0.0
,cashAtEndOfPeriod,75716000.0,137253000.0,87690000.0,21042862.0,12321787.0,2439605.0,3113270.0,9180431.0,2973509.0,4548020.0,22275.0
,cashAtBeginningOfPeriod,137253000.0,87690000.0,73012000.0,12321787.0,2439605.0,3113270.0,9180431.0,2973509.0,4548020.0,22275.0,0.0
,operatingCashFlow,47892000.0,145631000.0,145381000.0,86289071.0,61661469.0,35221423.0,15436062.0,8686070.0,4178941.0,527960.0,-938435.0
,capitalExpenditure,0.0,-667160000.0,-886593000.0,-681377837.0,-1009769295.0,-424940275.0,-301624765.0,-35515408.0,-334401.0,-87907613.0,0.0
,freeCashFlow,47892000.0,145631000.0,145381000.0,86289071.0,61661469.0,35221423.0,15436062.0,8686070.0,4178941.0,-87379653.0,-938435.0
