date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-31_FY,2004-01-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,990652000.0,1034129000.0,978617000.0,927401000.0,836268000.0,804183000.0,811551000.0,724300000.0,669400000.0,555900000.0,478800000.0,407600000.0,408669000.0,381400000.0,298200000.0,205600000.0,153583000.0,117857000.0,101391000.0,84735000.0
,costOfRevenue,640637000.0,667566000.0,642681000.0,617527000.0,561266000.0,535559000.0,524468000.0,462600000.0,428100000.0,354200000.0,311000000.0,274400000.0,274134000.0,244400000.0,190000000.0,133000000.0,103152000.0,81320000.0,71017000.0,57534000.0
,grossProfit,350015000.0,366563000.0,335936000.0,309874000.0,275002000.0,268624000.0,287083000.0,261800000.0,241300000.0,201700000.0,167800000.0,133200000.0,134535000.0,137000000.0,108200000.0,72500000.0,50431000.0,36537000.0,30374000.0,27201000.0
,grossProfitRatio,0.353317814934003,0.354465448701274,0.34327627662303,0.334131621596267,0.328844341766037,0.334033422740844,0.353746098519994,0.361452436835565,0.360472064535405,0.36283504227379,0.350459482038429,0.326790971540726,0.329202851207212,0.359202936549554,0.362843729040912,0.352626459143969,0.328363165194064,0.310011284862163,0.299572940399049,0.321012568596212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,253077000.0,256595000.0,248214000.0,234168000.0,209316000.0,195446000.0,215512000.0,165300000.0,152900000.0,141400000.0,128400000.0,116700000.0,109927000.0,98000000.0,75800000.0,52500000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,1532000.0,-440000.0,-852000.0,449000.0,-833000.0,-557000.0,-1589000.0,327000.0,-379000.0,-8000.0,96000.0,0.0,8000.0,-16000.0,-1000.0,0.0,0.0,0.0,0.0
,operatingExpenses,253077000.0,280756000.0,274858000.0,261114000.0,235259000.0,222459000.0,215512000.0,188900000.0,172800000.0,141400000.0,130500000.0,120500000.0,109927000.0,98100000.0,75700000.0,52500000.0,0.0,0.0,0.0,0.0
,costAndExpenses,893714000.0,948322000.0,917539000.0,878641000.0,796525000.0,758018000.0,739980000.0,651500000.0,600900000.0,495600000.0,441500000.0,394900000.0,384061000.0,342500000.0,265700000.0,185500000.0,141574000.0,110396000.0,94421000.0,78004000.0
,interestExpense,0.0,3654000.0,1692000.0,495000.0,32000.0,529000.0,0.0,700000.0,1400000.0,1800000.0,1500000.0,1200000.0,0.0,293000.0,-1178000.0,-648000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,24059000.0,25449000.0,27316000.0,27288000.0,27916000.0,30410000.0,29167000.0,26600000.0,22960000.0,19740000.0,17920000.0,22090000.0,19470000.0,14760000.0,10500000.0,7540000.0,5857000.0,4185000.0,0.0,0.0
,EBITDA,126516000.0,111256000.0,88394000.0,76048000.0,67659000.0,76575000.0,100738000.0,99400000.0,91460000.0,79940000.0,55320000.0,34790000.0,44078000.0,53660000.0,42900000.0,27540000.0,17866000.0,11646000.0,6822000.0,6734000.0
