date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY
,revenue,363073000.0,466381000.0,332725000.0,228634000.0,221600000.0,214386000.0,177587000.0,162009000.0
,costOfRevenue,287717000.0,353254000.0,242361000.0,165158000.0,160521000.0,163220000.0,139975000.0,131303000.0
,grossProfit,75356000.0,113127000.0,90364000.0,63476000.0,61079000.0,51166000.0,37612000.0,30706000.0
,grossProfitRatio,0.207550547686003,0.242563483503831,0.271587647456608,0.277631498377319,0.27562725631769,0.238662972395586,0.21179478227573,0.189532680283194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25557000.0,27706000.0,19773000.0,20474000.0,29162000.0,18472000.0,9960000.0,10518000.0
,SellingAndMarketingExpenses,15981000.0,17670000.0,13011000.0,9380000.0,9685000.0,8552000.0,8837000.0,7948000.0
,otherExpenses,0.0,0.0,0.0,0.0,1212000.0,0.0,0.0,0.0
,operatingExpenses,45486000.0,48868000.0,34381000.0,29961000.0,39068000.0,0.0,0.0,0.0
,costAndExpenses,333203000.0,402122000.0,276742000.0,195119000.0,199589000.0,190466000.0,158993000.0,149991000.0
,interestExpense,5045000.0,6513000.0,3474000.0,2222000.0,1280000.0,5171000.0,7555000.0,9239000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3948000.0,3492000.0,1597000.0,107000.0,221000.0,222000.0,221000.0,222000.0
,EBITDA,33818000.0,67751000.0,57580000.0,33622000.0,22232000.0,24142000.0,18815000.0,12240000.0
,EBITDARatio,0.0931438030368548,0.145269640058236,0.173055826884063,0.147055993421801,0.100324909747292,0.112609965202952,0.10594807052318,0.0755513582578746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,29870000.0,64259000.0,55983000.0,33515000.0,22011000.0,23920000.0,18594000.0,12018000.0
,operatingIncomeRatio,0.0822699567304647,0.137782199532142,0.168256067322864,0.146587996535948,0.0993276173285199,0.111574449824149,0.104703610061547,0.0741810640149621
,totalOtherIncomeExpensesNet,-56437000.0,-31000000.0,0.0,0.0,-2213000.0,-6621000.0,-2526000.0,0.0
,incomeBeforeTax,-31612000.0,26746000.0,52509000.0,31293000.0,18518000.0,12128000.0,8513000.0,2779000.0
,incomeBeforeTaxRatio,-0.0870678899284717,0.0573479622883436,0.157815012397626,0.136869406999834,0.0835649819494585,0.056570858171709,0.0479370674655239,0.0171533680227642
,incomeTaxExpense,-7565000.0,5392000.0,12856000.0,11723000.0,8308000.0,6594000.0,-11414000.0,-37000.0
,netIncome,-24047000.0,21354000.0,39653000.0,19570000.0,10210000.0,5534000.0,19927000.0,2816000.0
,netIncomeRatio,-0.0662318597086536,0.0457865993683276,0.119176497107221,0.0855953182816204,0.0460740072202166,0.0258132527310552,0.112209790131034,0.0173817503965829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.28,1.14474770198091,2.13,1.05255316751542,0.57,0.321549,1.157845,0.163622
,EPSDiluted,-1.28,1.13777517479427,2.12,1.05098044607112,0.56,0.321549,1.157845,0.163622
,weightedAverageShsOut,18734482.0,18653892.0,18619793.0,18592885.0,17849319.0,17210426.0,17210426.0,17210426.0
,weightedAverageShsOutDil,18734482.0,18768207.0,18714531.0,18620708.0,18257007.0,17210426.0,17210426.0,17210426.0
