date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-25_FY,2009-12-31_FY,2009-02-25_FY,2008-12-31_FY,2008-02-26_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,171760000000.0,181193000000.0,170756000000.0,160546000000.0,163786000000.0,146801000000.0,132447000000.0,128752000000.0,127434000000.0,126723000000.0,124280000000.0,123018000000.0,123018000000.0,124028000000.0,124028000000.0,118928000000.0,118928000000.0,63055000000.0,43862000000.0,40787000000.0,40843000000.0,43138000000.0,45908000000.0,51476000000.0,49489000000.0,28777000000.0,24856000000.0,13898000000.0,12669700000.0,11618500000.0
,costOfRevenue,79920000000.0,84141000000.0,79419000000.0,77379000000.0,76884000000.0,67046000000.0,60611000000.0,51464000000.0,55215000000.0,57374000000.0,52263000000.0,0.0,50405000000.0,0.0,49895000000.0,0.0,46055000000.0,27349000000.0,19190000000.0,17383000000.0,16653000000.0,25937000000.0,25943000000.0,30985000000.0,29338000000.0,16714000000.0,9488000000.0,4135000000.0,3805900000.0,3746900000.0
,grossProfit,91840000000.0,97052000000.0,91337000000.0,83167000000.0,86902000000.0,79755000000.0,71836000000.0,77288000000.0,72219000000.0,69349000000.0,72017000000.0,123018000000.0,72613000000.0,124028000000.0,74133000000.0,118928000000.0,72873000000.0,35706000000.0,24672000000.0,23404000000.0,24190000000.0,17201000000.0,19965000000.0,20491000000.0,20151000000.0,12063000000.0,15368000000.0,9763000000.0,8863800000.0,7871600000.0
,grossProfitRatio,0.534699580810433,0.535627756039141,0.534897748834594,0.518025986321677,0.530582589476512,0.543286489874047,0.542375440742335,0.600285820802784,0.566716888742408,0.547248723593981,0.579473768908915,1.0,0.59026321351347,1.0,0.59771180701132,1.0,0.612748890084757,0.566267544207438,0.562491450458255,0.573810282688111,0.592267952892785,0.398743567156567,0.434891522174784,0.398069003030538,0.407181393845097,0.419188935608298,0.618281300289669,0.702475176284358,0.69960614694902,0.677505702113009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,38039000000.0,39422000000.0,36765000000.0,34917000000.0,36347000000.0,32954000000.0,39697000000.0,28414000000.0,41079000000.0,38844000000.0,33065000000.0,31407000000.0,31407000000.0,31187000000.0,31187000000.0,30892000000.0,30892000000.0,15511000000.0,10861000000.0,9939000000.0,9851000000.0,0.0,0.0,0.0,0.0,0.0,7276000000.0,3967000000.0,3656700000.0,3043500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1431000000.0,-1071000000.0,6782000000.0,618000000.0,277000000.0,-52000000.0,1652000000.0,596000000.0,134000000.0,249000000.0,897000000.0,70119000000.0,152000000.0,69778000000.0,-589000000.0,67632000000.0,615000000.0,16000000.0,14000000.0,922000000.0,1817000000.0,734000000.0,-209000000.0,2561000000.0,-227000000.0,245000000.0,-87000000.0,-61000000.0,114000000.0,-99400000.0
,operatingExpenses,66555000000.0,67639000000.0,65195000000.0,59304000000.0,62194000000.0,54970000000.0,57970000000.0,46809000000.0,59222000000.0,57221000000.0,52444000000.0,101526000000.0,51121000000.0,100965000000.0,51070000000.0,98524000000.0,52469000000.0,25418000000.0,18504000000.0,17503000000.0,17721000000.0,8578000000.0,9077000000.0,9748000000.0,8553000000.0,5177000000.0,12198000000.0,6207000000.0,5826600000.0,5081300000.0
,costAndExpenses,146475000000.0,151780000000.0,144614000000.0,136683000000.0,139078000000.0,122016000000.0,118581000000.0,98273000000.0,114437000000.0,114595000000.0,104707000000.0,101526000000.0,101526000000.0,100965000000.0,100965000000.0,98524000000.0,98524000000.0,52767000000.0,37694000000.0,34886000000.0,34374000000.0,34515000000.0,35020000000.0,40733000000.0,37891000000.0,21891000000.0,21686000000.0,10342000000.0,9632500000.0,8828200000.0
,interestExpense,7925000000.0,8422000000.0,7957000000.0,6300000000.0,4910000000.0,4120000000.0,3613000000.0,3940000000.0,3444000000.0,3535000000.0,2994000000.0,3379000000.0,3379000000.0,3390000000.0,3390000000.0,3507000000.0,3507000000.0,1843000000.0,1456000000.0,1023000000.0,1241000000.0,1382000000.0,1599000000.0,1592000000.0,1430000000.0,993000000.0,947000000.0,472000000.0,515100000.0,480200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,28516000000.0,28217000000.0,28430000000.0,24387000000.0,25847000000.0,22016000000.0,18273000000.0,18395000000.0,18143000000.0,18377000000.0,19379000000.0,19714000000.0,19714000000.0,19883000000.0,19883000000.0,21577000000.0,21577000000.0,9907000000.0,7643000000.0,7564000000.0,7870000000.0,8578000000.0,9077000000.0,9748000000.0,8553000000.0,5177000000.0,4922000000.0,2240000000.0,2169900000.0,2037800000.0
,EBITDA,53801000000.0,57630000000.0,54572000000.0,48250000000.0,50555000000.0,46801000000.0,32139000000.0,48874000000.0,31140000000.0,30505000000.0,38952000000.0,41206000000.0,41206000000.0,42946000000.0,42946000000.0,41981000000.0,41981000000.0,20195000000.0,13811000000.0,13465000000.0,14339000000.0,17201000000.0,19965000000.0,20491000000.0,20151000000.0,12063000000.0,8092000000.0,5796000000.0,5207100000.0,4828100000.0
,EBITDARatio,0.313233581741966,0.318058644649628,0.319590526833611,0.300536917768116,0.308664965259546,0.318805730206198,0.242655552787153,0.379597986827389,0.24436178727812,0.24072188947547,0.313421306726746,0.334959111674714,0.334959111674714,0.346260521817654,0.346260521817654,0.352995089465895,0.352995089465895,0.320275949567838,0.31487392275774,0.330129698188148,0.351076071787087,0.398743567156567,0.434891522174784,0.398069003030538,0.407181393845097,0.419188935608298,0.325555197940135,0.417038422794647,0.410988421193872,0.4155527822008
