date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,506035000.0,516320000.0,489585000.0,686263000.0,432090000.0,427235000.0,374792000.0,342382000.0,310354000.0,257006000.0,199617000.0,136435000.0,200593000.0,213134000.0,219952000.0,207311000.0,146256000.0,95459000.0,51816000.0,32945000.0,36075000.0,31909000.0,46837000.0,11366000.0,22115000.0,-2170000.0,40392000.0
,depreciationAndAmortization,527375000.0,499145000.0,435893000.0,383518000.0,361510000.0,339613000.0,294496000.0,253380000.0,229166000.0,213943000.0,197062000.0,189045000.0,202288000.0,205133000.0,183604000.0,163034000.0,149776000.0,150221000.0,145848000.0,142755000.0,134391000.0,149817000.0,136304000.0,130661000.0,124931000.0,130265000.0,110662000.0
,deferredIncomeTax,-7056000.0,55617000.0,101591000.0,-248764000.0,50414000.0,80427000.0,79343000.0,48076000.0,20795000.0,117711000.0,40101000.0,32620000.0,19513000.0,3499000.0,4915000.0,5761000.0,70162000.0,44803000.0,12275000.0,251000.0,5843000.0,14871000.0,24661000.0,-1250000.0,19430000.0,842000.0,14598000.0
,stockBasedCompensation,60698000.0,53324000.0,47369000.0,38291000.0,40625000.0,37228000.0,35333000.0,32354000.0,29715000.0,26841000.0,21397000.0,17566000.0,13773000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-14567000.0,294900000.0,-266251000.0,44337000.0,45597000.0,217890000.0,141153000.0,-83865000.0,-23255000.0,122331000.0,-170551000.0,134848000.0,23937000.0,-28051000.0,-206091000.0,42783000.0,158467000.0,-110498000.0,-11113000.0,113268000.0,-18814000.0,5281000.0,24366000.0,-11103000.0,3488000.0,-833000.0,4902000.0
,accountsReceivables,-109758000.0,50310000.0,-130931000.0,-166111000.0,-120994000.0,-747000.0,-85276000.0,-102508000.0,-54532000.0,-60292000.0,-40848000.0,-30180000.0,50043000.0,37833000.0,-14574000.0,-34937000.0,-52532000.0,-18876000.0,-3910000.0,-7449000.0,12776000.0,-54206000.0,-15169000.0,-15327000.0,-8355000.0,-4707000.0,-1011000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-5482000.0,-85327000.0,98037000.0,85237000.0,60818000.0,8600000.0,15284000.0,11530000.0,15097000.0,56179000.0,1883000.0,13891000.0,-16460000.0,14993000.0,7923000.0,-28147000.0,21132000.0,40955000.0,-45360000.0,4706000.0,-21424000.0,32042000.0,9458000.0,22165000.0,-6281000.0,41280000.0,11269000.0
,otherWorkingCapital,57851000.0,445533000.0,150633000.0,416884000.0,372547000.0,326950000.0,109060000.0,-32093000.0,51772000.0,75027000.0,-47304000.0,123247000.0,-11601000.0,-35538000.0,-7487000.0,198604000.0,155821000.0,-2646000.0,107852000.0,118965000.0,5697000.0,24511000.0,19230000.0,-5136000.0,5967000.0,2479000.0,3312000.0
,otherNonCashItems,45985000.0,39517000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257006000.0,0.0,0.0,0.0,17763000.0,7171000.0,0.0,67000.0,118000.0,125000.0,256000.0,55000.0,594000.0,-145000.0,219000.0,296000.0,22000.0,0.0
,netCashProvidedByOperatingActivites,1122859000.0,1098347000.0,1087841000.0,855153000.0,854143000.0,873308000.0,646779000.0,574351000.0,548044000.0,635692000.0,428078000.0,356923000.0,505146000.0,457805000.0,423063000.0,331852000.0,393737000.0,332610000.0,174363000.0,171599000.0,125073000.0,135673000.0,182868000.0,160736000.0,142995000.0,175317000.0,171289000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-738545000.0,-854115000.0,-995650000.0,-526928000.0,-638430000.0,-725122000.0,-808569000.0,-493431000.0,-439494000.0,-502282000.0,-262449000.0,-353156000.0,-303241000.0,-363552000.0,-483188000.0,-285364000.0,-451083000.0,-316926000.0,-239341000.0,-138466000.0,-225672000.0,-224795000.0,-306128000.0,-174141000.0,-192434000.0,-206570000.0,-282581000.0
,acquisitionsNet,-12000000.0,-116000000.0,0.0,-137000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8756000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7646000.0,6275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-52000.0,-111000.0,-1288000.0,-3888000.0,-132000.0,-20096000.0,29000.0,-37000.0,85000.0,340000.0,-84000.0,-9824000.0,2302000.0,329539000.0,409645000.0,195168000.0,301680000.0,192895000.0,157240000.0,31267000.0,103726000.0,1174000.0,269249000.0,90354000.0,125421000.0,147607000.0,-10444000.0
,netCashUsedForInvestingActivites,-612957000.0,-803962000.0,-886773000.0,-651282000.0,-485388000.0,-576532000.0,-659681000.0,-442541000.0,-369594000.0,-445529000.0,-226016000.0,-243951000.0,-202304000.0,-340487000.0,-410761000.0,-212644000.0,-249896000.0,-190517000.0,-161432000.0,-24243000.0,-99918000.0,-19430000.0,-260545000.0,-89544000.0,-132927000.0,-162833000.0,-229163000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
