date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-19027000.0,-15708000.0,5279000.0,43690000.0,13842000.0,7682000.0,-6648000.0,1279000.0,-7080000.0
,depreciationAndAmortization,49667000.0,38580000.0,26429000.0,20878000.0,12897000.0,11416000.0,7441000.0,5250000.0,5440000.0
,deferredIncomeTax,-7982000.0,4951000.0,-14912000.0,-1068000.0,-2782000.0,-765000.0,-1018000.0,1095000.0,40000.0
,stockBasedCompensation,10352000.0,5681000.0,7795000.0,7124000.0,9902000.0,0.0,0.0,36000.0,0.0
,changeInWorkingCapital,47510000.0,-49612000.0,33780000.0,21700000.0,77505000.0,11926000.0,22742000.0,-5900000.0,480000.0
,accountsReceivables,42986000.0,-19366000.0,-59200000.0,-53734000.0,5071000.0,-29652000.0,-31677000.0,-6434000.0,0.0
,inventory,-4276000.0,-1145000.0,-1685000.0,-26519000.0,-4967000.0,-626000.0,-60320000.0,-9752000.0,0.0
,accountsPayables,6209000.0,80720000.0,32263000.0,51248000.0,14959000.0,34423000.0,26050000.0,10831000.0,0.0
,otherWorkingCapital,142051000.0,94541000.0,144153000.0,110373000.0,88673000.0,11168000.0,-758000.0,-23500000.0,-17600000.0
,otherNonCashItems,0.0,4133000.0,336000.0,573000.0,4681000.0,4319000.0,715000.0,238000.0,-10280000.0
,netCashProvidedByOperatingActivites,37570000.0,57084000.0,-3258000.0,82663000.0,53841000.0,31293000.0,-33217000.0,1627000.0,-11410000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-65666000.0,-74408000.0,-52688000.0,-44828000.0,-30507000.0,-26361000.0,-18924000.0,-7065000.0,-6610000.0
,acquisitionsNet,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,850000.0,-30507000.0,146000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-65666000.0,-75510000.0,-52688000.0,-43978000.0,-30507000.0,-26215000.0,-18924000.0,-7149000.0,-6610000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6116000.0,-16949000.0,-98735000.0,-17011000.0,-21033000.0,-24887000.0,-13121000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,67199000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-2191000.0,-2120000.0,-2859000.0,-1264000.0,0.0,0.0,0.0,0.0,5940000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-10719000.0,143000.0,-3064000.0,-10649000.0,-9226000.0,32275000.0,-5242000.0,0.0
,netCashUsedProvidedByFinancingActivities,88612000.0,970000.0,-7732000.0,-9973000.0,51330000.0,-2423000.0,84021000.0,12948000.0,12800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2069000.0,-171000.0,617000.0,335000.0,-1515000.0,-330000.0,-43000.0,720000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,58447000.0,-17627000.0,-63061000.0,29047000.0,73149000.0,2325000.0,31837000.0,8146000.0,-5200000.0
,cashAtEndOfPeriod,130196000.0,71749000.0,89376000.0,148113000.0,119066000.0,45917000.0,43592000.0,11755000.0,-5200000.0
,cashAtBeginningOfPeriod,71749000.0,89376000.0,152437000.0,119066000.0,45917000.0,43592000.0,11755000.0,3609000.0,0.0
,operatingCashFlow,37570000.0,57084000.0,-3258000.0,82663000.0,53841000.0,31293000.0,-33217000.0,1627000.0,-11410000.0
,capitalExpenditure,-65666000.0,-74408000.0,-52688000.0,-44828000.0,-30507000.0,-26361000.0,-18924000.0,-7065000.0,-6610000.0
,freeCashFlow,-28096000.0,-17324000.0,-55946000.0,37835000.0,23334000.0,4932000.0,-52141000.0,-5438000.0,-18020000.0
