date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,457253000.0,530348000.0,523404000.0,556146000.0,361297000.0,289323000.0,225308000.0,281370000.0,224133443.667474,144323987.788648,90422112.371406,168284943.233276,180306000.0,106182000.0,81906000.0
,costOfRevenue,235081000.0,269541000.0,272210000.0,281541000.0,176765000.0,139625000.0,118698000.0,149650000.0,115941167.645667,76688354.853377,53217855.58802,88725865.199768,85017000.0,49464000.0,40937000.0
,grossProfit,222172000.0,260807000.0,251194000.0,274605000.0,184532000.0,149698000.0,106610000.0,131720000.0,108192276.021807,67635632.935271,37204256.783385,79559078.033508,95289000.0,56718000.0,40969000.0
,grossProfitRatio,0.485884182279832,0.491765783975805,0.479923730044096,0.493764227379141,0.510748774553899,0.517407879774508,0.473174498908161,0.468138038881188,0.48271366491081,0.468637500748098,0.411450869789125,0.472764089911618,0.528484908988054,0.534158331920665,0.500195345884306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,110305000.0,102028000.0,102053000.0,92405000.0,71161000.0,60949000.0,46460000.0,50975000.0,40548713.224687,36422402.772845,35081209.353522,32905308.628633,25370000.0,15410000.0,11389000.0
,GeneralAndAdministrativeExpenses,17878000.0,17633000.0,16933000.0,17072000.0,15714000.0,13355000.0,11250000.0,12156000.0,11327261.335102,10558929.171118,14522893.290075,20557027.764629,20966000.0,12885000.0,8732000.0
,SellingAndMarketingExpenses,25108000.0,29279000.0,25868000.0,25765000.0,20173000.0,16324000.0,13597000.0,15919000.0,14546287.050243,13442195.776884,12375718.545498,11228928.426285,0.0,0.0,0.0
,otherExpenses,103000.0,58000.0,-19000.0,42000.0,10000.0,-1000.0,13000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,154057000.0,151904000.0,147388000.0,137345000.0,108099000.0,90628000.0,71307000.0,79050000.0,67205914.597845,62815907.925632,67992616.791673,70590924.934588,51384000.0,29432000.0,20258000.0
,costAndExpenses,389138000.0,421445000.0,419598000.0,418886000.0,284864000.0,230253000.0,190005000.0,228700000.0,183147082.243512,139504262.779009,121210472.379694,159316790.134356,136401000.0,78896000.0,61195000.0
,interestExpense,3000.0,378000.0,423000.0,127000.0,47000.0,114000.0,110000.0,61000.0,75249.422816,107208.650214,108947.952194,146547.800794,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,766000.0,2964000.0,2534000.0,2103000.0,1051000.0,6917000.0,6429000.0,5881000.0,783652.987813,2392380.204785,6012795.602578,5899660.11504,5048000.0,1092000.0,137000.0
,EBITDA,68881000.0,111867000.0,106340000.0,139363000.0,77484000.0,65987000.0,41732000.0,58551000.0,41770014.411775,7212105.214424,-24775564.40571,14867813.21396,48953000.0,28378000.0,20848000.0
,EBITDARatio,0.150640892459973,0.210931313024656,0.203170017806513,0.250587076055568,0.214460679164233,0.228073813696111,0.185222007207911,0.20809254717987,0.18636225691399,0.0499716320545799,-0.273998956183916,0.0883490401951783,0.271499561855956,0.267258104010096,0.254535687251239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,68115000.0,108903000.0,103806000.0,137260000.0,76433000.0,59070000.0,35303000.0,52670000.0,40986361.423962,4819725.009639,-30788360.008288,8968153.09892,43905000.0,27286000.0,20711000.0
,operatingIncomeRatio,0.148965671083623,0.205342529810615,0.198328633331041,0.246805694907452,0.21155171507098,0.204166277827895,0.156687734123955,0.187191242847496,0.182865888969116,0.033395176252316,-0.340495916328804,0.0532914765077252,0.243502712056171,0.256973875044735,0.252863038116866
,totalOtherIncomeExpensesNet,-2789000.0,-4965000.0,-8650000.0,-661000.0,89000.0,-603000.0,110000.0,292000.0,5706601.244585,-11122336.022245,-41750349.174124,1408977.651004,-2500000.0,-705000.0,279000.0
,incomeBeforeTax,72074000.0,109861000.0,99001000.0,138630000.0,78500000.0,60568000.0,37148000.0,54334000.0,47218011.528062,-6019853.81204,-71957340.907393,11568843.82796,42988000.0,29718000.0,21810000.0
,incomeBeforeTaxRatio,0.157623897492198,0.207148890916907,0.189148344300005,0.24926907682515,0.217272770047911,0.209343882097172,0.164876524579686,0.193105164018907,0.210669192225124,-0.0417106948351208,-0.795793628574286,0.0687455669276562,0.238416913469324,0.279877945414477,0.266280858545162
,incomeTaxExpense,7676000.0,11791000.0,24046000.0,27690000.0,18249000.0,16101000.0,9772000.0,7116000.0,5760161.726861,-651923.951304,212020.340701,2636520.966168,2516000.0,645000.0,1282000.0
,netIncome,64398000.0,98070000.0,74955000.0,110940000.0,60251000.0,44467000.0,27376000.0,47218000.0,41457849.801202,-5367929.860736,-72169361.248095,8932322.861792,40472000.0,29073000.0,20528000.0
,netIncomeRatio,0.140836692159483,0.184916319096141,0.143206777174038,0.199479992663797,0.166763078575244,0.153693277064043,0.121504784561578,0.167814621317127,0.184969494613705,-0.0371936082350839,-0.798138412777414,0.0530785624083436,0.224462857586547,0.273803469514607,0.250628769565111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.832,2.784,2.102707,3.149021,1.745981,1.31687,0.827945,1.461148,1.347158,-0.183806,-1.090105,2.09441,1.25422,0.943992,0.718572
,EPSDiluted,1.824,2.776,2.089939,3.123926,1.726775,1.295845,0.813745,1.404181,1.281989,-0.183806,-1.090105,2.073709,1.214756,0.926808,0.706392
,weightedAverageShsOut,35177000.0,36031000.0,35684000.0,35230000.0,34525000.0,33651000.0,33065000.0,32315000.0,30771000.0,29040000.0,27673000.0,32183000.0,32260250.0,30812750.0,28520750.0
,weightedAverageShsOutDil,35296000.0,36128000.0,35902000.0,35513000.0,34909000.0,34197000.0,33642000.0,33626000.0,32343000.0,29040000.0,27673000.0,32183000.0,33322750.0,31372000.0,29003750.0
