date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,266645000.0,315173000.0,354184000.0,358819000.0,354122000.0,347005000.0,259528000.0,129488327.0,101053870.0,101909375.0,101416102.0,115292103.0,142700308.0,138754776.0,131927857.0,99364855.0,49098331.0,27757501.0,28366000.0,10764000.0
,costOfRevenue,76879000.0,84352000.0,92734000.0,92823000.0,90761000.0,90877000.0,68650000.0,36992179.0,31017583.0,32745934.0,35878746.0,47449880.0,33788008.0,32077014.0,35901364.0,21823278.0,13192159.0,11536535.0,19509000.0,6437000.0
,grossProfit,189766000.0,230821000.0,261450000.0,265996000.0,263361000.0,256128000.0,190878000.0,92496148.0,70036287.0,69163441.0,65537356.0,67842223.0,108912300.0,106677762.0,96026493.0,77541577.0,35906172.0,16220966.0,8857000.0,4327000.0
,grossProfitRatio,0.711680324026327,0.732362861031878,0.73817563752174,0.741309685384553,0.74370132327277,0.738110401867408,0.735481335347246,0.714320357231892,0.693058929855927,0.678675941246819,0.646222391785478,0.588437726736583,0.763224000890033,0.768822271025828,0.727871241022281,0.780372265425235,0.731311457409825,0.584381353350217,0.312240005640556,0.401988108509848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,30840000.0,28214000.0,21320000.0,21749000.0,23374000.0,18709000.0,13043000.0,8210793.0,7124078.0,6284397.0,5372056.0,5711623.0,5884152.0,6298901.0,5322594.0,5327735.0,3257691.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,254000.0,-573000.0,-646000.0,-415000.0,-169000.0,-95000.0,-244000.0,-62381.0,148506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
