date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-312321000.0,89476000.0,44788000.0,-202386000.0,-12531000.0,49133000.0,49919000.0,50478000.0,77444000.0,19113000.0,-45464000.0
,depreciationAndAmortization,150546000.0,160557000.0,160955000.0,163294000.0,199649000.0,182503000.0,176275000.0,166086000.0,166975000.0,213592000.0,220695000.0
,deferredIncomeTax,-31414000.0,37998000.0,16894000.0,-86477000.0,8937000.0,23246000.0,28000000.0,24018000.0,38979000.0,12197000.0,-29241000.0
,stockBasedCompensation,7467000.0,11106000.0,22152000.0,23203000.0,37515000.0,6527000.0,2349000.0,6025000.0,1191000.0,823000.0,0.0
,changeInWorkingCapital,423827000.0,-69407000.0,-29409000.0,-24775000.0,10337000.0,-41376000.0,-69246000.0,-13125000.0,-7056000.0,-7268000.0,26417000.0
,accountsReceivables,24761000.0,10865000.0,-24347000.0,-3005000.0,2110000.0,-3622000.0,6256000.0,-3215000.0,4651000.0,11574000.0,14710000.0
,inventory,2267000.0,721000.0,-4620000.0,-3285000.0,2503000.0,1234000.0,2709000.0,-166000.0,-4156000.0,-4089000.0,2372000.0
,accountsPayables,1640000.0,2733000.0,13317000.0,7347000.0,3600000.0,2523000.0,-8791000.0,4293000.0,-6247000.0,-6223000.0,-26684000.0
,otherWorkingCapital,190316000.0,-233511000.0,-164104000.0,-134695000.0,-109920000.0,-120257000.0,-78881000.0,-9635000.0,-116000.0,-12519000.0,26082000.0
,otherNonCashItems,0.0,3446000.0,4461000.0,4812000.0,5325000.0,6409000.0,9399000.0,13783000.0,14757000.0,18446000.0,20814000.0
,netCashProvidedByOperatingActivites,-120729000.0,348416000.0,293935000.0,192457000.0,280412000.0,286274000.0,261532000.0,289794000.0,303513000.0,268249000.0,202281000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-109000000.0,-195217000.0,-179770000.0,-172517000.0,-160518000.0,-157422000.0,-156541000.0,-166258000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,24000.0,-259000.0,1245000.0,232000.0,45000.0,-5000.0,-118000.0,-573000.0,0.0,0.0
,netCashUsedForInvestingActivites,-109175000.0,-195193000.0,-180029000.0,-171272000.0,-160286000.0,-157377000.0,-156546000.0,-166376000.0,-204318000.0,-225316000.0,-120196000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-15505000.0,-289506000.0,-645592000.0,-1131909000.0,-112637000.0,-351150000.0,-85537000.0,-192255000.0,-93680000.0,-586248000.0,-20500000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0,12836000.0,0.0
,commonStockRepurchased,0.0,-150000000.0,-98032000.0,0.0,0.0,-50650000.0,-60058000.0,-44163000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-325000.0,-1544000.0,-65306000.0,-72318000.0,-72113000.0,-36175000.0,-502977000.0,-106920000.0,0.0
,otherFinancingActivites,0.0,-5594000.0,-12164000.0,-17478000.0,-1629000.0,-19714000.0,-213000.0,-34914000.0,-10689000.0,-5926000.0,0.0
,netCashUsedProvidedByFinancingActivities,624204000.0,-147305000.0,-112896000.0,-56965000.0,-70139000.0,-153832000.0,-177921000.0,-52252000.0,-120183000.0,-99967000.0,-20500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,394300000.0,5918000.0,1010000.0,-35780000.0,49987000.0,-24935000.0,-72935000.0,71166000.0,-20988000.0,-57034000.0,61585000.0
,cashAtEndOfPeriod,435225000.0,40925000.0,35007000.0,33178000.0,68958000.0,18971000.0,43906000.0,116841000.0,45675000.0,66663000.0,123697000.0
,cashAtBeginningOfPeriod,40925000.0,35007000.0,33997000.0,68958000.0,18971000.0,43906000.0,116841000.0,45675000.0,66663000.0,123697000.0,62112000.0
,operatingCashFlow,-120729000.0,348416000.0,293935000.0,192457000.0,280412000.0,286274000.0,261532000.0,289794000.0,303513000.0,268249000.0,202281000.0
,capitalExpenditure,0.0,-195217000.0,-179770000.0,-172517000.0,-160518000.0,-157422000.0,-156541000.0,-166258000.0,-191745000.0,-225316000.0,-120196000.0
,freeCashFlow,-120729000.0,153199000.0,114165000.0,19940000.0,119894000.0,128852000.0,104991000.0,123536000.0,111768000.0,42933000.0,82085000.0
