date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,890107000.0,919503000.0,916447000.0,849350000.0,803539000.0,779804000.0,799262000.0,893313000.0,859239000.0,1077850000.0,1119084000.0,1039512000.0,1311197000.0,1238887000.0,1104954000.0,1046408000.0,882324000.0,753239000.0,710116000.0,654132000.0,559445000.0,464500000.0,431100000.0,394300000.0,361700000.0,328600000.0,287500000.0,265200000.0,209500000.0,179700000.0,172500000.0,172800000.0,178200000.0,167000000.0,172200000.0,174500000.0
,costOfRevenue,588099000.0,639970000.0,645263000.0,592378000.0,564465000.0,556694000.0,583069000.0,673336000.0,653675000.0,825895000.0,862597000.0,804169000.0,128259000.0,135172000.0,117010000.0,114755000.0,92154000.0,87165000.0,138816000.0,141267000.0,104667000.0,81000000.0,74800000.0,55800000.0,56300000.0,62200000.0,61000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,302008000.0,279533000.0,271184000.0,256972000.0,239074000.0,223110000.0,216193000.0,219977000.0,205564000.0,251955000.0,256487000.0,235343000.0,1182938000.0,1103715000.0,987944000.0,931653000.0,790170000.0,666074000.0,571300000.0,512865000.0,454778000.0,383500000.0,356300000.0,338500000.0,305400000.0,266400000.0,226500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.339294039930031,0.304004445880003,0.295908001226476,0.302551362806852,0.297526317950964,0.286110355935594,0.270490777742467,0.246248515357999,0.239239606209681,0.233757016282414,0.229193697702764,0.226397578863928,0.902181746907597,0.890892389701401,0.894104188952662,0.890334362887134,0.895555374216274,0.884279757155431,0.804516445200502,0.784039001302489,0.812909222533046,0.825618945102261,0.826490373463234,0.858483388283033,0.844346143212607,0.810712111990262,0.787826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,154122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
