Date,2018-12-31,2017-12-31
Revenue,109920614.0,67297044.0
Revenue Growth,0.633364669033606,
Cost of Revenue,76484009.0,50613212.0
Gross Profit,33436605.0,16683832.0
R&D Expenses,0.0,0.0
SG&A Expense,21604869.0,14472327.0
Operating Expenses,21630602.0,14459076.0
Operating Income,11806003.0,2224756.0
Interest Expense,168389.0,328402.0
Earnings before Tax,11472607.0,2201551.0
Income Tax Expense,2760073.0,1154220.0
Net Income - Non-Controlling int,8698.0,-53001.0
Net Income - Discontinued ops,0.0,0.0
Net Income,8712534.0,1047331.0
Preferred Dividends,0.0,0.0
Net Income Com,8712534.0,1047331.0
EPS,0.32,0.04
EPS Diluted,0.32,0.04
Weighted Average Shs Out,27612597.0,
Weighted Average Shs Out (Dil),27612597.0,27326261.0
Dividend per Share,0.0,0.0
Gross Margin,0.3042,0.2479
EBITDA Margin,0.118,0.054
EBIT Margin,0.1059,0.0376
Profit Margin,0.079,0.016
Free Cash Flow margin,0.0448,0.0231
EBITDA,13019780.0,3661999.0
EBIT,11640996.0,2529953.0
Consolidated Income,8721232.0,994330.0
Earnings Before Tax Margin,0.1044,0.0327
Net Profit Margin,0.0793,0.0156
