date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,64566000.0,65091000.0,63809000.0,62560000.0,33675000.0,23448000.0,-81824000.0,-5633000.0,12645000.0,16523000.0,-91068000.0,-52025000.0,24068000.0,13224000.0,57269000.0,43472000.0,50782000.0,26953000.0,23854000.0,12533000.0,24365000.0,25008000.0,19800000.0,16400000.0,16000000.0,9700000.0,8800000.0,5200000.0
,depreciationAndAmortization,20915000.0,19949000.0,20374000.0,21690000.0,24114000.0,30548000.0,25432000.0,27050000.0,26344000.0,0.0,26395000.0,32413000.0,33907000.0,33057000.0,27499000.0,28607000.0,25029000.0,22448000.0,20481000.0,23486000.0,21188000.0,17452000.0,13300000.0,8500000.0,6200000.0,4500000.0,3400000.0,3400000.0
,deferredIncomeTax,3786000.0,3303000.0,4781000.0,-7105000.0,-4893000.0,-2051000.0,-6640000.0,-1237000.0,994000.0,5028000.0,-10629000.0,0.0,0.0,5283000.0,-28953000.0,-3359000.0,6773000.0,6502000.0,5800000.0,4545000.0,5252000.0,2383000.0,1700000.0,2200000.0,800000.0,200000.0,700000.0,5100000.0
,stockBasedCompensation,8173000.0,12570000.0,9189000.0,7122000.0,6373000.0,3891000.0,3150000.0,2564000.0,3148000.0,4642000.0,4315000.0,4407000.0,4586000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-84685000.0,56224000.0,-140050000.0,52622000.0,73082000.0,-60319000.0,23859000.0,52834000.0,9223000.0,-1829000.0,124000.0,-80893000.0,-83492000.0,-24845000.0,64609000.0,24501000.0,91561000.0,12448000.0,33182000.0,-27343000.0,19484000.0,-11277000.0,36600000.0,19000000.0,11100000.0,9000000.0,20000000.0,-1900000.0
,accountsReceivables,2277000.0,-9418000.0,9737000.0,-21806000.0,37828000.0,-17215000.0,-14323000.0,-1020000.0,6268000.0,-7612000.0,-4115000.0,34845000.0,12273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-5719000.0,23105000.0,-16951000.0,870000.0,11782000.0,22271000.0,-8599000.0,-4971000.0,-1022000.0,-10101000.0,1938000.0,83920000.0,1770000.0,42668000.0,-55055000.0,46677000.0,-89616000.0,11056000.0,-30308000.0,25140000.0,-206000.0,6873000.0,-6300000.0,1600000.0,-17100000.0,18000000.0,-13400000.0,-6600000.0
,accountsPayables,-1160000.0,2571000.0,-4828000.0,11332000.0,-17060000.0,-5157000.0,11205000.0,417000.0,-3770000.0,2076000.0,12831000.0,-7539000.0,-8722000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,123220000.0,207905000.0,151681000.0,291731000.0,239109000.0,166027000.0,226346000.0,202487000.0,149653000.0,140430000.0,142259000.0,142135000.0,223028000.0,306520000.0,331365000.0,266756000.0,242255000.0,150694000.0,138246000.0,105064000.0,132407000.0,112923000.0,124200000.0,87600000.0,68600000.0,57500000.0,48500000.0,28500000.0
,otherNonCashItems,2437000.0,5704000.0,2730000.0,241000.0,8215000.0,12726000.0,-350000.0,4806000.0,5723000.0,5649000.0,11467000.0,-13954000.0,7686000.0,43246000.0,3641000.0,-1402000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,-100000.0,0.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,89104000.0,129935000.0,97545000.0,70070000.0,122738000.0,86684000.0,32542000.0,60295000.0,50081000.0,46695000.0,69243000.0,131599000.0,107874000.0,158813000.0,-13264000.0,130999000.0,-1984000.0,64663000.0,12205000.0,75817000.0,34120000.0,60669000.0,13300000.0,24400000.0,13600000.0,35700000.0,-8600000.0,10100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-13068000.0,-11184000.0,-12457000.0,-11399000.0,-10779000.0,-12373000.0,-23291000.0,-14940000.0,-11351000.0,-11552000.0,-8470000.0,-10813000.0,-21595000.0,-18752000.0,-21901000.0,-22122000.0,-25196000.0,-22571000.0,-15995000.0,-14344000.0,-19619000.0,-21999000.0,-121500000.0,-21800000.0,-15500000.0,-14500000.0,-16200000.0,-10500000.0
,acquisitionsNet,-312000000.0,-9000000.0,-5000000.0,-18000000.0,-15000000.0,-141000000.0,0.0,-6000000.0,-45000000.0,-42000000.0,29000000.0,-5000000.0,26000000.0,-195000000.0,94000000.0,-228000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250000.0,-1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,277000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,1118000.0,1154000.0,0.0,0.0,0.0,0.0,0.0,0.0,-8724000.0,-69000.0,-3553000.0,-331000.0,0.0,-7797000.0,0.0,0.0,0.0,0.0,0.0,-26400000.0,-23700000.0,-20800000.0,0.0,100000.0
,netCashUsedForInvestingActivites,-324677000.0,-19673000.0,-14549000.0,-16797000.0,-23870000.0,-125340000.0,-17022000.0,-7866000.0,-55763000.0,-52295000.0,19757000.0,-15463000.0,7575000.0,-209844000.0,72505000.0,-249933000.0,-89333000.0,-114175000.0,-22724000.0,-24741000.0,-54746000.0,-84541000.0,-121300000.0,-47100000.0,-38400000.0,-35000000.0,-16000000.0,-6600000.0
