date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,344215000.0,-60591000.0,10398000.0,28362000.0,191661000.0,178530000.0,123626000.0,20817000.0
,depreciationAndAmortization,51981000.0,59932000.0,49322000.0,31545000.0,24695000.0,24101000.0,24601000.0,21183000.0
,deferredIncomeTax,0.0,4892000.0,12688000.0,24935000.0,3765000.0,-181000.0,1175000.0,973000.0
,stockBasedCompensation,0.0,13145000.0,14088000.0,5109000.0,1597000.0,0.0,0.0,0.0
,changeInWorkingCapital,63977000.0,-188317000.0,104306000.0,211970000.0,71670000.0,-35141000.0,222956000.0,-86213000.0
,accountsReceivables,141000.0,12217000.0,-16550000.0,-38019000.0,-10932000.0,-8840000.0,-7716000.0,2537000.0
,inventory,0.0,216111000.0,-99610000.0,-342780000.0,-31987000.0,-112765000.0,-115304000.0,-92906000.0
,accountsPayables,0.0,-12586000.0,45230000.0,53646000.0,20329000.0,17686000.0,10715000.0,-245000.0
,otherWorkingCapital,458704000.0,394727000.0,583044000.0,478738000.0,266768000.0,195098000.0,230239000.0,7283000.0
,otherNonCashItems,0.0,51119000.0,-1136000.0,5561000.0,10722000.0,6907000.0,4024000.0,4855000.0
,netCashProvidedByOperatingActivites,747669000.0,251934000.0,136292000.0,-9094000.0,223710000.0,112143000.0,44064000.0,14623000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-84923000.0,-88356000.0,-254359000.0,-87992000.0,-56859000.0,-71709000.0,-41379000.0,-46696000.0
,acquisitionsNet,-48000000.0,-48000000.0,-99000000.0,-393000000.0,-79000000.0,-125000000.0,-11000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-125935000.0,-104537000.0,-292689000.0,-475676000.0,-115703000.0,-176200000.0,-50225000.0,-46195000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-69530000.0,-175696000.0,-9264000.0,-302185000.0,-38735000.0,-20953000.0,-498917000.0
,commonStockIssued,0.0,0.0,0.0,121395000.0,234192000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-1478000.0,-1365000.0,-368000.0,0.0,0.0,0.0,0.0
,dividendsPaid,1000.0,-22878000.0,-22697000.0,-22241000.0,-1515000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-70239000.0,-104543000.0,-154237000.0,-243230000.0,-232218000.0,-63022000.0,-75807000.0
,netCashUsedProvidedByFinancingActivities,-603183000.0,-138433000.0,70791000.0,594737000.0,-85836000.0,45372000.0,80366000.0,48120000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,8964000.0,-85606000.0,109967000.0,22171000.0,-18685000.0,74205000.0,16548000.0
,cashAtEndOfPeriod,0.0,147521000.0,138557000.0,224163000.0,114196000.0,92025000.0,110710000.0,36505000.0
,cashAtBeginningOfPeriod,0.0,138557000.0,224163000.0,114196000.0,92025000.0,110710000.0,36505000.0,19957000.0
,operatingCashFlow,747669000.0,251934000.0,136292000.0,-9094000.0,223710000.0,112143000.0,44064000.0,14623000.0
,capitalExpenditure,0.0,-88356000.0,-254359000.0,-89515000.0,-56859000.0,-71709000.0,-41413000.0,-47442000.0
,freeCashFlow,747669000.0,163578000.0,-118067000.0,-98609000.0,166851000.0,40434000.0,2651000.0,-32819000.0
