date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-847150.0,55664062.0,-10961656.0,63646344.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0
,changeInWorkingCapital,903373.0,-85482.0,-1471032.0,3501291.0
,accountsReceivables,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0
,otherNonCashItems,-28557273.0,25565493.0,58262697.0,93699548.0
,netCashProvidedByOperatingActivites,-28501050.0,81144073.0,45830009.0,160847183.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,94645979.0,-10899620.0,8418837.0,-18954073.0
,commonStockIssued,0.0,0.0,0.0,0.0
,commonStockRepurchased,-9776932.0,-7476849.0,-10057633.0,-93895389.0
,dividendsPaid,-45062378.0,-44045432.0,-42729603.0,-47812638.0
,otherFinancingActivites,0.0,0.0,944259.0,0.0
,netCashUsedProvidedByFinancingActivities,39806669.0,-62421901.0,-43424140.0,-160662100.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,11305619.0,18722172.0,2405869.0,185083.0
,cashAtEndOfPeriod,32778037.0,21472418.0,2750246.0,344377.0
,cashAtBeginningOfPeriod,21472418.0,2750246.0,344377.0,159294.0
,operatingCashFlow,-28501050.0,81144073.0,45830009.0,160847183.0
,capitalExpenditure,0.0,0.0,0.0,0.0
,freeCashFlow,-28501050.0,81144073.0,45830009.0,160847183.0
