date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,10271000000.0,10800000000.0,10746000000.0,9567000000.0,8979000000.0,8592000000.0,17902000000.0,16047000000.0,14072000000.0,11651654000.0,9156274000.0,8727362000.0,8541261000.0,7672329000.0,5969741000.0,4552401000.0,3271309000.0,2165096000.0,1214100000.0,748821000.0,431424000.0,224700000.0,47400000.0,5700000.0
,costOfRevenue,2473000000.0,2508000000.0,2382000000.0,2222000000.0,2007000000.0,1771000000.0,5732000000.0,5036000000.0,4216000000.0,3460184000.0,2564667000.0,2479762000.0,2228069000.0,1762972000.0,1256792000.0,818104000.0,614415000.0,416058000.0,213876000.0,134816000.0,51695000.0,33300000.0,2300000.0,700000.0
,grossProfit,7798000000.0,8292000000.0,8364000000.0,7345000000.0,6972000000.0,6821000000.0,12170000000.0,11011000000.0,9856000000.0,8191470000.0,6591607000.0,6247600000.0,6313192000.0,5909357000.0,4712949000.0,3734297000.0,2656894000.0,1749038000.0,1000224000.0,614005000.0,379729000.0,191400000.0,45100000.0,5000000.0
,grossProfitRatio,0.759225002434038,0.767777777777778,0.778336125069793,0.767743284206125,0.776478449716004,0.793878026070764,0.679812311473578,0.686171870131489,0.700397953382604,0.703030659853099,0.719900584014851,0.715863510646172,0.739140508643864,0.770216840284091,0.789472943633568,0.820291753736105,0.812180689748355,0.807833925146968,0.823839881393625,0.819962314091085,0.880175882658359,0.851802403204272,0.951476793248945,0.87719298245614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1087000000.0,1240000000.0,1285000000.0,1224000000.0,1114000000.0,923000000.0,2000000000.0,1768000000.0,1573000000.0,1235171000.0,908434000.0,803070000.0,725600000.0,619727000.0,494693000.0,328191000.0,240647000.0,159315000.0,104636000.0,75288000.0,55863000.0,23800000.0,4600000.0,800000.0
,GeneralAndAdministrativeExpenses,1003000000.0,1189000000.0,1131000000.0,1031000000.0,900000000.0,1122000000.0,1843000000.0,1703000000.0,1567000000.0,1364221000.0,1079383000.0,1418389000.0,998871000.0,3081408000.0,2598220000.0,1822444000.0,1273599000.0,870268000.0,521435000.0,359258000.0,239794000.0,139100000.0,28900000.0,2700000.0
,SellingAndMarketingExpenses,2639000000.0,3194000000.0,3391000000.0,2515000000.0,2368000000.0,2267000000.0,3587000000.0,3060000000.0,2913000000.0,2435048000.0,1946815000.0,1885677000.0,1881551000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-3000000.0,-17000000.0,11000000.0,83000000.0,-12000000.0,7000000.0,9000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,7560000000.0,5971000000.0,6142000000.0,5080000000.0,4647000000.0,4624000000.0,8656000000.0,7640000000.0,6968000000.0,5818470000.0,4516599000.0,4752647000.0,4188391000.0,5296177000.0,3289993000.0,2292590000.0,1597652000.0,1119797000.0,646027000.0,473579000.0,343185000.0,188300000.0,38900000.0,0.0
,costAndExpenses,7560000000.0,8479000000.0,8524000000.0,7302000000.0,6654000000.0,6395000000.0,14388000000.0,12676000000.0,11184000000.0,9278654000.0,7081266000.0,7232409000.0,6416460000.0,7059149000.0,4546785000.0,3110694000.0,2212067000.0,1535855000.0,859903000.0,608395000.0,394880000.0,221600000.0,41200000.0,4300000.0
,interestExpense,337000000.0,311000000.0,326000000.0,292000000.0,225000000.0,144000000.0,123000000.0,100000000.0,63000000.0,25030000.0,0.0,0.0,8037000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,27000000.0,48000000.0,49000000.0,38000000.0,34000000.0,41000000.0,268000000.0,318000000.0,335000000.0,267374000.0,189727000.0,262686000.0,234916000.0,204104000.0,197078000.0,128941000.0,65927000.0,50659000.0,15941000.0,36591000.0,45191000.0,25400000.0,5400000.0,100000.0
