Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,21471093.0,25443601.0,14772708.0,23719410.0,43336127.0,4391824.0,5688437.0,4515211.0
Revenue Growth,-0.15612994402797,0.722338314681371,-0.377189061616625,-0.452664286312434,8.86745529875514,-0.227938359869328,0.259838576757542,0.0
Cost of Revenue,10561464.0,11037313.0,5563630.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,10909629.0,14406288.0,9209078.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,6720674.0,9315746.0,14459297.0,532985.0,1045177.0,1080162.0,879779.0,874899.0
Operating Expenses,23823758.0,21164199.0,44164927.0,41864922.0,50137467.0,5278195.0,4529392.0,4782044.0
Operating Income,-12914129.0,-6757911.0,-34955849.0,-18145512.0,-6801340.0,-76895.0,1160557.0,53723.0
Interest Expense,2313654.0,1734807.0,659572.0,-3725757.0,-2553854.0,-193645.0,112703.0,-162900.0
Earnings before Tax,-15554789.0,-5392768.0,-40173369.0,-18565597.0,-22779004.0,-36376.0,1207900.0,82963.0
Income Tax Expense,0.0,0.0,1425964.0,-3725757.0,-2553854.0,-193645.0,112703.0,-162900.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-15554789.0,-5392768.0,-41599333.0,-14839840.0,-20225150.0,157269.0,1095197.0,245863.0
Preferred Dividends,1515483.0,1413865.0,1051727.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-17070272.0,-6806633.0,-42651060.0,-14839840.0,-20225150.0,157269.0,1095197.0,245863.0
EPS,-11.1,-6.9,-76.95,-0.23,-0.52,0.03,0.23,0.05
EPS Diluted,-11.1,-6.9,-76.95,-0.23,-0.52,0.03,0.23,0.05
Weighted Average Shs Out,1549585.0,1510785.0,251709.0,71013717.0,49678444.0,4688085.0,4683853.0,4677728.0
Weighted Average Shs Out (Dil),1534872.0,987733.0,554519.0,71013717.0,49678444.0,4688085.0,4683853.0,4677728.0
Dividend per Share,0.0,0.0,0.0,0.0147463200666,0.0134716377188,0.0,0.0,0.0
Gross Margin,0.5081,0.5662,0.6234,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,-0.219,0.287,-2.117,-0.177419885233,0.299024645188,0.0979688621402,0.333270457245,0.167614979676
EBIT Margin,-0.6167,-0.1438,-2.6748,-0.765006886765,-0.156943881949,-0.0175086706571,0.204020366227,0.0118982257972
Profit Margin,-0.795,-0.268,-2.887,-0.625641194279,-0.466704142712,0.0358094950982,0.192530391037,0.0544521618148
Free Cash Flow margin,-0.093,-0.0555,-0.8944,-0.628629717181,-0.0244735068272,0.1873417514,0.234384946164,-0.117383440109
EBITDA,-4701581.0,7297242.0,-31273995.0,-4208295.0,12958570.0,430262.0,1895788.0,756817.0
EBIT,-13241135.0,-3657961.0,-39513797.0,-18145512.0,-6801340.0,-76895.0,1160557.0,53723.0
Consolidated Income,-15554789.0,-5392768.0,-41599333.0,-14839840.0,-20225150.0,157269.0,1095197.0,245863.0
Earnings Before Tax Margin,-0.7245,-0.2119,-2.7194,-0.782717487492,-0.525635435765,-0.00828266342185,0.212343039046,0.018374113635
Net Profit Margin,-0.7245,-0.2119,-2.816,-0.625641194279,-0.466704142712,0.0358094950982,0.192530391037,0.0544521618148
