Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,28300000.0,1200000.0,4000000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,28300000.0,1200000.0,4000000.0
Receivables,141400000.0,122700000.0,48900000.0
Inventories,71800000.0,49600000.0,54900000.0
Total current assets,301300000.0,206100000.0,126300000.0
Property Plant & Equipment Net,275700000.0,220700000.0,185100000.0
Goodwill and Intangible Assets,0.0,0.0,200000.0
Long-term investments,15300000.0,0.0,0.0
Tax assets,3000000.0,2400000.0,3900000.0
Total non-current assets,358700000.0,290100000.0,245800000.0
Total assets,660000000.0,496200000.0,372100000.0
Payables,72000000.0,59700000.0,25500000.0
Short-term debt,23800000.0,0.0,0.0
Total current liabilities,120400000.0,86000000.0,39100000.0
Long-term debt,34000000.0,0.0,0.0
Total debt,57800000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,1600000.0,11400000.0,7200000.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,45800000.0,24800000.0,22300000.0
Total liabilities,172100000.0,110800000.0,61400000.0
Other comprehensive income,511100000,-45600000.0,-76600000.0
Retained earnings (deficit),25900000.0,0.0,
Total shareholders equity,487900000.0,385400000.0,310700000.0
Investments,15300000.0,0.0,0.0
Net Debt,29500000.0,-1200000.0,-4000000.0
Other Assets,0.0,32600000.0,18500000.0
Other Liabilities,5900000.0,26300000.0,13600000.0
