date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,48609000.0,3983000.0,14109000.0,2961000.0,17965000.0,12440000.0,-16357000.0,-3452000.0
,depreciationAndAmortization,117174000.0,105119000.0,89147000.0,75115000.0,55064000.0,40651000.0,23785000.0,3826000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4278000.0,4527000.0,3837000.0,3764000.0,2597000.0,3027000.0,1468000.0,0.0
,changeInWorkingCapital,-162186000.0,123475000.0,-55404000.0,146776000.0,-47890000.0,-17808000.0,-176545000.0,-52000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-180710000.0,-18524000.0,-141999000.0,-86595000.0,-233371000.0,-185481000.0,-167673000.0,8872000.0
,otherNonCashItems,2013000.0,1486000.0,1100000.0,605000.0,-40000.0,1987000.0,8575000.0,4904000.0
,netCashProvidedByOperatingActivites,220654000.0,196651000.0,161796000.0,124288000.0,95083000.0,51410000.0,16423000.0,4926000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-497596000.0,-369199000.0,-329430000.0,-379008000.0,-528051000.0,-172560000.0,-215859000.0,3772000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-12674000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,7560000.0,5356000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,17000.0,141000.0,-12151000.0,-74000.0
,netCashUsedForInvestingActivites,-509683000.0,-393030000.0,-514489000.0,-409291000.0,-642872000.0,-176909000.0,-231999000.0,2818000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-546147000.0,-561628000.0,-507239000.0,-679104000.0,-558597000.0,-357273000.0,-143970000.0,-8070000.0
,commonStockIssued,83578000.0,71908000.0,176827000.0,148411000.0,380555000.0,279859000.0,527000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-103238000.0,-86936000.0,-72502000.0,-49971000.0,-26695000.0,-12429000.0,-12567000.0,0.0
,otherFinancingActivites,-77239000.0,-84676000.0,-66937000.0,-60729000.0,-54069000.0,-45445000.0,-3440000.0,-660000.0
,netCashUsedProvidedByFinancingActivities,286454000.0,204292000.0,352649000.0,286073000.0,553694000.0,123155000.0,213389000.0,-8730000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2575000.0,7913000.0,-44000.0,1070000.0,5905000.0,-2344000.0,-2187000.0,-986000.0
,cashAtEndOfPeriod,21701000.0,24276000.0,16363000.0,16407000.0,12570000.0,6665000.0,9009000.0,2769000.0
,cashAtBeginningOfPeriod,24276000.0,16363000.0,16407000.0,15337000.0,6665000.0,9009000.0,11196000.0,3755000.0
,operatingCashFlow,220654000.0,196651000.0,161796000.0,124288000.0,95083000.0,51410000.0,16423000.0,4926000.0
,capitalExpenditure,-16759000.0,-369199000.0,-329430000.0,-379008000.0,-528051000.0,-172560000.0,-3989000.0,-880000.0
,freeCashFlow,203895000.0,175195000.0,142379000.0,109044000.0,83138000.0,46920000.0,12434000.0,4046000.0
