Date,2019-04-27,2018-04-28,2017-04-29,2016-04-30,2015-05-02,2014-05-02,2013-05-02
Depreciation & Amortization,66961000.0,65586000.0,53318000.0,52690000.0,50509000.0,48014000.0,46849000.0
Stock-based compensation,9017000.0,8459000.0,9366000.0,6670000.0,4741000.0,2373000.0,1019000.0
Operating Cash Flow,120817000.0,60042000.0,67986000.0,83083000.0,17725000.0,50736000.0,59488000.0
Capital Expenditure,-46420000.0,-42809000.0,-34670000.0,-50790000.0,-48452000.0,-38253000.0,-38760000.0
Acquisitions and disposals,-10000000.0,-58259000.0,-186720000.0,-17843000.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-54646000.0,-100032000.0,-224438000.0,-68744000.0,-58185000.0,-37445000.0,-49108000.0
Issuance (repayment) of debt,-66295000.0,36800000.0,156688000.0,-3251000.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-1977000.0,-1638000.0,-9405000.0,-18615000.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-68272000.0,35162000.0,147283000.0,-28289000.0,-46841000.0,64129000.0,6794000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2101000.0,-4828000.0,-9169000.0,-13950000.0,-87301000.0,77420000.0,17174000.0
Free Cash Flow,74397000.0,17233000.0,33316000.0,32293000.0,-30727000.0,12483000.0,20728000.0
Net Cash/Marketcap,-0.6001,-0.5344,-0.2927,0.0632,0.0659,0.0659,0.0659
