Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,1437000.0,515000.0,507000.0,485000.0,478000.0,448000.0,464000.0
Stock-based compensation,442000.0,335000.0,332000.0,236000.0,195000.0,213000.0,213000.0
Operating Cash Flow,32271000.0,26277000.0,16109000.0,-8385000.0,102343000.0,3413000.0,3413000.0
Capital Expenditure,703000.0,871000.0,232000.0,211000.0,338000.0,232000.0,232000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,35555000.0,15883000.0,33725000.0,25008000.0,29753000.0,104918000.0,104918000.0
Investing Cash flow,-7193000.0,-206787000.0,-146324000.0,-150107000.0,-90437000.0,-33085000.0,-33085000.0
Issuance (repayment) of debt,84000000.0,-64000000.0,35000000.0,-15000000.0,-93814000.0,41514000.0,41514000.0
Issuance (buybacks) of shares,-113987000.0,-89492000.0,1146000.0,1065000.0,8000.0,-1444000.0,-1791000.0
Dividend payments,-9355000.0,-6350000.0,-9866000.0,-5214000.0,-11490000.0,-1389000.0,-1389000.0
Financing Cash Flow,6176000.0,235680000.0,110075000.0,191102000.0,-26428000.0,-38325000.0,-38325000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,31254000.0,55170000.0,-20140000.0,32610000.0,-14522000.0,-67997000.0,-67997000.0
Free Cash Flow,31568000.0,25406000.0,15877000.0,-8596000.0,102005000.0,3181000.0,3181000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
