date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,2693000000.0,3063000000.0,2096000000.0,1753000000.0,2403000000.0,4173000000.0,4285000000.0,4073000000.0,3938000000.0
,costOfRevenue,1366000000.0,1414000000.0,1420000000.0,1359000000.0,1955000000.0,2221000000.0,2210000000.0,2145000000.0,1749000000.0
,grossProfit,1327000000.0,1649000000.0,676000000.0,394000000.0,448000000.0,1952000000.0,2075000000.0,1928000000.0,2189000000.0
,grossProfitRatio,0.49275900482733,0.538361083904669,0.322519083969466,0.224757558471192,0.186433624635872,0.467768991133477,0.484247374562427,0.47336115885097,0.55586592178771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,290000000.0,299000000.0,259000000.0,248000000.0,354000000.0,336000000.0,326000000.0,273000000.0,287000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-72000000.0,-23000000.0,-7000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,839000000.0,881000000.0,523000000.0,494000000.0,746000000.0,899000000.0,628000000.0,718000000.0,548000000.0
,costAndExpenses,2205000000.0,2295000000.0,1943000000.0,1853000000.0,2701000000.0,3120000000.0,2838000000.0,2863000000.0,2297000000.0
,interestExpense,383000000.0,379000000.0,343000000.0,328000000.0,326000000.0,72000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,1004000000.0,0.0,0.0,0.0,0.0
,EBITDA,887000000.0,1247000000.0,690000000.0,489000000.0,706000000.0,5653000000.0,2591000000.0,2165000000.0,2316000000.0
,EBITDARatio,0.329372447085035,0.407117205354228,0.329198473282443,0.278950370792926,0.293799417394923,1.35466091540858,0.604667444574096,0.531549226614289,0.588115794819705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,488000000.0,768000000.0,153000000.0,-100000000.0,-298000000.0,1053000000.0,1447000000.0,1210000000.0,1641000000.0
,operatingIncomeRatio,0.181210545859636,0.250734573947111,0.0729961832061069,-0.0570450656018254,-0.12401165210154,0.252336448598131,0.337689614935823,0.297078320648171,0.416708989334688
,totalOtherIncomeExpensesNet,-5000000.0,40000000.0,-72000000.0,629000000.0,-4852000000.0,-3402000000.0,0.0,-29000000.0,0.0
,incomeBeforeTax,100000000.0,429000000.0,-262000000.0,201000000.0,-5476000000.0,-2421000000.0,1447000000.0,1181000000.0,1641000000.0
,incomeBeforeTaxRatio,0.0371333085777943,0.140058765915769,-0.125,0.114660581859669,-2.27881814398668,-0.580158159597412,0.337689614935823,0.289958261723545,0.416708989334688
,incomeTaxExpense,1000000.0,0.0,0.0,-78000000.0,-1922000000.0,-987000000.0,578000000.0,482000000.0,670000000.0
,netIncome,-28000000.0,328000000.0,-266000000.0,279000000.0,-3554000000.0,-1434000000.0,869000000.0,699000000.0,971000000.0
,netIncomeRatio,-0.0103973264017824,0.107084557623245,-0.126908396946565,0.159155733029093,-1.47898460258011,-0.343637670740474,0.202800466744457,0.171617972010803,0.2465718638903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.571428571428571,6.77,-6.26,6.76,-9.27,-3.75,1.74,17.87013,2.509044
,EPSDiluted,-0.569105691056911,6.77,-6.26,6.76,-9.27,-3.75,1.74,17.87013,2.509044
,weightedAverageShsOut,49000000.0,47400000.0,42500000.0,40400000.0,383200000.0,381900000.0,387000000.0,38500000.0,387000000.0
,weightedAverageShsOutDil,49200000.0,47400000.0,42500000.0,40400000.0,383200000.0,381900000.0,387000000.0,38500000.0,387000000.0
