date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,9601482000.0,10464991000.0,11821839000.0,9538797000.0,7777109000.0,7594411000.0,8755952000.0,7372924000.0,7290234000.0,7997500000.0,6300887000.0,3958806000.0,8080521000.0,4384549000.0,3238787000.0,2184866000.0,2144913000.0,987248000.0,864493000.0,606984000.0,692623000.0,618800000.0,514800000.0,420100000.0
,costOfRevenue,8166754000.0,8934007000.0,9499025000.0,7956783000.0,6442245000.0,6862693000.0,7789741000.0,6653780000.0,6570336000.0,7065982000.0,5625221000.0,3559730000.0,6849262000.0,3468855000.0,2408795000.0,1699717000.0,1541423000.0,827264000.0,638860000.0,522927000.0,488471000.0,448300000.0,398300000.0,306400000.0
,grossProfit,1434728000.0,1530984000.0,2322814000.0,1582014000.0,1334864000.0,731718000.0,966211000.0,719144000.0,719898000.0,931518000.0,675666000.0,399076000.0,1231259000.0,915694000.0,829992000.0,485149000.0,603490000.0,159984000.0,225633000.0,84057000.0,204152000.0,170500000.0,116500000.0,113700000.0
,grossProfitRatio,0.149427765422046,0.14629577798968,0.196484996961979,0.165850473597457,0.171640130027752,0.0963495391545177,0.110349051707913,0.0975385071106118,0.0987482706316423,0.116476148796499,0.107233473636331,0.100807162563662,0.152373714516675,0.208845653224539,0.256266312048307,0.222049773304175,0.281358731100049,0.162050467562355,0.261000378256388,0.138483057214029,0.294751979070865,0.275533290239173,0.226301476301476,0.270649845274935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,539178000.0,514527000.0,572625000.0,485940000.0,445294000.0,350690000.0,358340000.0,300541000.0,284930000.0,306744000.0,252522000.0,223013000.0,267688000.0,224540000.0,170878000.0,91974000.0,96581000.0,63377000.0,61731000.0,58132000.0,53306000.0,42400000.0,20600000.0,24400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-46787000.0,15561000.0,23985000.0,2753000.0,-17796000.0,-15383000.0,-18254000.0,-567000.0,-33214000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,568177000.0,544104000.0,600405000.0,515133000.0,474059000.0,376002000.0,385891000.0,332311000.0,320483000.0,346698000.0,298108000.0,276565000.0,376019000.0,224540000.0,170878000.0,91974000.0,96581000.0,77364000.0,61731000.0,58132000.0,98749000.0,81700000.0,51300000.0,48500000.0
,costAndExpenses,8734931000.0,9478111000.0,10099430000.0,8471916000.0,6916304000.0,7238695000.0,8175632000.0,6986091000.0,6890819000.0,7412680000.0,5923329000.0,3836295000.0,7225281000.0,3693395000.0,2579673000.0,1791691000.0,1638004000.0,904628000.0,700591000.0,581059000.0,587220000.0,530000000.0,449600000.0,354900000.0
,interestExpense,94877000.0,127104000.0,126620000.0,134399000.0,146037000.0,153950000.0,137263000.0,127728000.0,158585000.0,176977000.0,170229000.0,141360000.0,144574000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
