date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-03-16_FY,2014-12-31_FY,2014-03-11_FY,2013-12-31_FY,2013-03-06_FY,2012-12-31_FY,2012-03-09_FY,2011-12-31_FY,2011-03-16_FY,2010-12-31_FY,2010-03-23_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-28726000.0,36035000.0,35632000.0,16888000.0,7702000.0,-38536000.0,-45238000.0,-45238000.0,60237000.0,60237000.0,50985000.0,50985000.0,-42412000.0,31437000.0,25887000.0,19381000.0,17347000.0,-42412000.0,25887000.0,17347000.0,11922000.0,5467000.0,2780000.0,2069000.0,-110000.0,929000.0,-7358000.0,-118000.0,2800000.0,2800000.0,890000.0
,depreciationAndAmortization,10396000.0,25174000.0,26164000.0,27786000.0,29994000.0,33243000.0,12598000.0,35078000.0,9830000.0,21660000.0,7196000.0,18082000.0,4260000.0,10082000.0,4629000.0,9568000.0,2258000.0,11476000.0,10992000.0,990000.0,1754000.0,990000.0,992000.0,1058000.0,1160000.0,1381000.0,1945000.0,2016000.0,1800000.0,1300000.0,964000.0
,deferredIncomeTax,-14771000.0,1110000.0,1004000.0,-3827000.0,3306000.0,-9024000.0,-12122000.0,-13082000.0,2834000.0,1876000.0,1230000.0,550000.0,-16678000.0,1883000.0,143000.0,2914000.0,-559000.0,-16678000.0,143000.0,306000.0,-103000.0,306000.0,77000.0,128000.0,796000.0,1232000.0,-2622000.0,-32000.0,0.0,-100000.0,-216000.0
,stockBasedCompensation,3532000.0,1963000.0,2549000.0,1708000.0,3580000.0,2973000.0,3560000.0,3560000.0,2832000.0,2832000.0,1955000.0,1955000.0,1555000.0,1256000.0,930000.0,973000.0,591000.0,1555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2134000.0,17997000.0,49223000.0,92951000.0,-23704000.0,-55233000.0,0.0,14644000.0,0.0,-2818000.0,0.0,74824000.0,-12317000.0,18949000.0,-6632000.0,-36616000.0,43248000.0,-43260000.0,37737000.0,51848000.0,11344000.0,8725000.0,593000.0,-3969000.0,2933000.0,-2835000.0,-7281000.0,-7141000.0,800000.0,10688000.0,-592000.0
,accountsReceivables,42909000.0,5560000.0,-22487000.0,-20539000.0,12080000.0,71261000.0,-14407000.0,-14407000.0,-1297000.0,-1297000.0,-1978000.0,-1978000.0,24125000.0,-21548000.0,-10876000.0,-14528000.0,-9253000.0,24125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,22208000.0,-14447000.0,-20838000.0,-7544000.0,5453000.0,12724000.0,-1913000.0,-1913000.0,3860000.0,3860000.0,-3470000.0,-3470000.0,13800000.0,-4258000.0,-11161000.0,2028000.0,-6882000.0,32716000.0,-11161000.0,-2574000.0,-11650000.0,-2574000.0,2150000.0,1247000.0,585000.0,-700000.0,-413000.0,4688000.0,-100000.0,2900000.0,-469000.0
,accountsPayables,-14897000.0,0.0,0.0,0.0,0.0,0.0,13458000.0,0.0,-6380000.0,0.0,-13361000.0,0.0,-24027000.0,0.0,3655000.0,0.0,7212000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,262444000.0,260310000.0,242313000.0,193090000.0,100139000.0,123843000.0,179076000.0,179076000.0,164432000.0,164432000.0,167250000.0,167250000.0,92426000.0,104743000.0,85794000.0,92426000.0,129042000.0,85794000.0,129054000.0,91317000.0,39469000.0,28125000.0,19400000.0,18807000.0,22776000.0,19843000.0,22678000.0,29959000.0,37100000.0,36300000.0,25612000.0
,otherNonCashItems,0.0,1823000.0,2116000.0,2126000.0,1856000.0,1211000.0,0.0,120169000.0,0.0,-2805000.0,0.0,654000.0,0.0,0.0,0.0,758000.0,0.0,68040000.0,-432000.0,-188000.0,-3098000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0
,netCashProvidedByOperatingActivites,107675000.0,41307000.0,35840000.0,12544000.0,48006000.0,97989000.0,98672000.0,98672000.0,82198000.0,82198000.0,51206000.0,51206000.0,51575000.0,25828000.0,18458000.0,23908000.0,13476000.0,51575000.0,18458000.0,-1423000.0,-15000.0,-1235000.0,5127000.0,6923000.0,2497000.0,7139000.0,-323000.0,10528000.0,5700000.0,100000.0,453000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6672000.0,-22120000.0,-9323000.0,-2811000.0,-4868000.0,-13992000.0,-11104000.0,-11104000.0,-7745000.0,-7745000.0,-14110000.0,-14110000.0,-1593000.0,-4096000.0,-116000.0,-1184000.0,-8000.0,-1593000.0,-5134000.0,-572000.0,-2363000.0,-6641000.0,-1866000.0,-419000.0,-379000.0,-691000.0,-1232000.0,-2226000.0,-16300000.0,-800000.0,-2271000.0
,acquisitionsNet,0.0,0.0,-11000000.0,0.0,31000000.0,-16000000.0,-16000000.0,-301000000.0,-301000000.0,-61000000.0,-61000000.0,-145000000.0,-145000000.0,-18000000.0,-18000000.0,-18000000.0,-18000000.0,0.0,-74000000.0,-126000000.0,-12000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-68000.0,-68000.0,-105000.0,-105000.0,-0.0,-1572000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172000.0,0.0,0.0,0.0,-5200000.0,-14000.0
