Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,10873714.0,10122724.0,8872563.0,8410177.0,5619070.0
Revenue Growth,0.0742,0.1409,0.055,0.4967,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,10873714.0,10122724.0,8872563.0,8410177.0,5619070.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,6166543.0,6065553.0,5319801.0,5678776.0,3331275.0
Operating Expenses,8200192.0,7775838.0,7008410.0,7337085.0,4450240.0
Operating Income,2673522.0,2346886.0,1864153.0,1073092.0,1168830.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,2673522.0,2317773.0,1860892.0,1016767.0,1151596.0
Income Tax Expense,679216.0,1503749.0,599794.0,245805.0,347279.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,1994306.0,814024.0,1261098.0,770962.0,804317.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,1994306.0,814024.0,1261098.0,770962.0,804317.0
EPS,0.62,0.25,0.43,0.27,0.39
EPS Diluted,0.62,0.25,0.42,0.27,0.38
Weighted Average Shs Out,3385057.0,3469402.0,3456111.0,3450000.0,
Weighted Average Shs Out (Dil),3385057.0,3469402.0,3456111.0,,
Dividend per Share,0.265,0.16,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.274,0.261,0.247,0.162,0.238
EBIT Margin,0.2459,0.229,0.2097,0.1209,0.2049
Profit Margin,0.183,0.08,0.142,0.092,0.143
Free Cash Flow margin,0.3022,0.2832,0.2635,0.2755,0.3887
EBITDA,2977284.0,2637431.0,2191385.0,1358554.0,1335756.0
EBIT,2673522.0,2317773.0,1860892.0,1016767.0,1151596.0
Consolidated Income,1994306.0,814024.0,1261098.0,770962.0,804317.0
Earnings Before Tax Margin,0.2459,0.229,0.2097,0.1209,0.2049
Net Profit Margin,0.1834,0.0804,0.1421,0.0917,0.1431
