date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,4883600000.0,4868000000.0,4309400000.0,3644700000.0,3595200000.0,3326800000.0,3112500000.0,2936300000.0,2914600000.0,3280600000.0,3003700000.0,2612800000.0,2561019000.0,1756101000.0,1089947000.0,977296000.0,752802000.0,536041000.0,469079000.0,396630000.0,226552000.0
,costOfRevenue,856500000.0,898700000.0,672200000.0,586800000.0,567800000.0,581500000.0,584100000.0,554200000.0,536800000.0,696200000.0,640700000.0,529300000.0,429504000.0,357298000.0,300062000.0,67886000.0,51445000.0,46583000.0,39857000.0,35070000.0,0.0
,grossProfit,4027100000.0,3969300000.0,3637200000.0,3057900000.0,3027400000.0,2745300000.0,2528400000.0,2382100000.0,2377800000.0,2584400000.0,2363000000.0,2083500000.0,2131515000.0,1398803000.0,789885000.0,909410000.0,701357000.0,489458000.0,429222000.0,361560000.0,0.0
,grossProfitRatio,0.824617085756409,0.81538619556286,0.844015408177472,0.838999094575685,0.842067200712061,0.825207406516773,0.81233734939759,0.811259067533971,0.8158237837096,0.787782722672682,0.786696407763758,0.797420391916718,0.832291755742538,0.796539037333274,0.724700375339351,0.930536910004748,0.931661977518657,0.913098065259933,0.915031369982455,0.91158006202254,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,634700000.0,547800000.0,453900000.0,421400000.0,437700000.0,403600000.0,398200000.0,360100000.0,337100000.0,162400000.0,157500000.0,165500000.0,213591000.0,136995000.0,79507000.0,279336000.0,261280000.0,230317000.0,204342000.0,200079000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16740000.0,0.0,0.0,0.0,0.0,0.0,5219000.0
,otherExpenses,-122400000.0,-534900000.0,-570000000.0,-329600000.0,-43600000.0,-42800000.0,1800000.0,0.0,64300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1389700000.0,1381500000.0,1029600000.0,745900000.0,824700000.0,756600000.0,760000000.0,745100000.0,685800000.0,422900000.0,532500000.0,489100000.0,544481000.0,322251000.0,169030000.0,344253000.0,314688000.0,283333000.0,252851000.0,237718000.0,234635000.0
