date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-10-12_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY
,revenue,1016048000.0,918155000.0,871922000.0,770157000.0,664755000.0,565004000.0,488749000.0,425026000.0,386490000.0,321651000.0,273952000.0,260050000.0,249374000.0,219044000.0,192179000.0,197402000.0,197402000.0,169993000.0,129257000.0,119994000.0,48995000.0,40988000.0,50100000.0,40000000.0,35000000.0,29800000.0,31100000.0,29300000.0,28600000.0,42600000.0,38000000.0
,costOfRevenue,580075000.0,490701000.0,457951000.0,402997000.0,355569000.0,311537000.0,275450000.0,241550000.0,222323000.0,198868000.0,162981000.0,160571000.0,161748000.0,140032000.0,122963000.0,121162000.0,121162000.0,107537000.0,81063000.0,73518000.0,29468000.0,24197000.0,34000000.0,26200000.0,23000000.0,19100000.0,21000000.0,19700000.0,19400000.0,27600000.0,23900000.0
,grossProfit,435973000.0,427454000.0,413971000.0,367160000.0,309186000.0,253467000.0,213299000.0,183476000.0,164167000.0,122783000.0,110971000.0,99479000.0,87626000.0,79012000.0,69216000.0,76240000.0,76240000.0,62456000.0,48194000.0,46476000.0,19527000.0,16791000.0,16100000.0,13800000.0,12000000.0,10700000.0,10100000.0,9600000.0,9200000.0,15000000.0,14100000.0
,grossProfitRatio,0.429087011637245,0.465557558364328,0.474779854161267,0.476733964633185,0.465112710697926,0.448610983285074,0.436418284231784,0.431681826523554,0.424763900747755,0.381727400194621,0.405074611610793,0.382537973466641,0.351383865198457,0.36071291612644,0.360164221897294,0.386216958288163,0.386216958288163,0.367403363667916,0.372854081403715,0.387319365968298,0.398550872538014,0.409656484824827,0.321357285429142,0.345,0.342857142857143,0.359060402684564,0.32475884244373,0.327645051194539,0.321678321678322,0.352112676056338,0.371052631578947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,32372000.0,31320000.0,24646000.0,18367000.0,15410000.0,14022000.0,10813000.0,9320000.0,9254000.0,6648000.0,5169000.0,4632000.0,4010000.0,4848000.0,5117000.0,4099000.0,4099000.0,4212000.0,4528000.0,3851000.0,949000.0,836000.0,800000.0,800000.0,600000.0,400000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,197562000.0,172383000.0,138019000.0,122270000.0,97463000.0,77897000.0,65039000.0,53182000.0,47623000.0,40655000.0,37045000.0,36998000.0,65649000.0,57325000.0,48755000.0,-81000.0,45951000.0,39348000.0,30125000.0,29319000.0,11613000.0,10264000.0,11400000.0,9400000.0,8400000.0,8700000.0,7500000.0,6900000.0,7100000.0,11600000.0,11300000.0
,SellingAndMarketingExpenses,157732000.0,140232000.0,129642000.0,116113000.0,99062000.0,80787000.0,66519000.0,57786000.0,55166000.0,44144000.0,36092000.0,30398000.0,0.0,0.0,0.0,23016000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,387666000.0,343935000.0,292307000.0,256750000.0,211935000.0,172706000.0,142371000.0,120288000.0,112043000.0,91447000.0,78306000.0,72028000.0,69659000.0,62173000.0,53872000.0,50050000.0,50050000.0,43560000.0,34653000.0,33170000.0,12562000.0,11650000.0,12700000.0,10500000.0,9300000.0,9500000.0,7600000.0,7000000.0,7300000.0,11800000.0,11600000.0
,costAndExpenses,967741000.0,834636000.0,750258000.0,659747000.0,567504000.0,484243000.0,417821000.0,361838000.0,334366000.0,290315000.0,241287000.0,232599000.0,231407000.0,202205000.0,176835000.0,171212000.0,171212000.0,151097000.0,115716000.0,106688000.0,42030000.0,35847000.0,46700000.0,36700000.0,32300000.0,28600000.0,28600000.0,26700000.0,26700000.0,39400000.0,35500000.0
,interestExpense,41355000.0,9505000.0,5289000.0,4303000.0,3408000.0,2432000.0,2380000.0,2895000.0,3732000.0,960000.0,1169000.0,2639000.0,0.0,0.0,0.0,-1564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,74344000.0,42359000.0,34830000.0,33452000.0,25084000.0,23957000.0,18886000.0,17263000.0,15925000.0,12446000.0,11438000.0,11369000.0,11732000.0,10589000.0,10540000.0,4566000.0,5119000.0,4694000.0,4029000.0,3918000.0,553000.0,550000.0,500000.0,300000.0,300000.0,400000.0,100000.0,100000.0,200000.0,200000.0,300000.0
,EBITDA,122651000.0,127183000.0,157632000.0,143988000.0,122423000.0,102580000.0,89877000.0,80512000.0,67526000.0,43868000.0,44162000.0,38964000.0,25583000.0,25033000.0,39535000.0,30756000.0,30251000.0,22008000.0,16244000.0,15048000.0,7785000.0,5319000.0,3600000.0,3300000.0,2800000.0,1300000.0,2100000.0,4200000.0,1500000.0,3100000.0,1800000.0
,EBITDARatio,0.120713785175504,0.138520184500438,0.180786813499373,0.186959282328149,0.184162586215974,0.181556236770005,0.183891936351788,0.189428411438359,0.17471603405004,0.136383844601758,0.161203422497372,0.149832724476062,0.102588882561935,0.114282975110024,0.205719667601559,0.155803892564412,0.153245661138185,0.129464154406358,0.12567211060136,0.125406270313516,0.158893764669864,0.129769688689372,0.0718562874251497,0.0825,0.08,0.0436241610738255,0.067524115755627,0.143344709897611,0.0524475524475524,0.0727699530516432,0.0473684210526316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,48307000.0,83519000.0,121664000.0,110410000.0,97251000.0,80761000.0,70928000.0,63188000.0,52124000.0,31336000.0,32665000.0,27451000.0,17967000.0,16839000.0,15344000.0,26190000.0,26190000.0,18896000.0,13541000.0,13306000.0,6965000.0,5141000.0,3400000.0,3300000.0,2700000.0,1200000.0,2500000.0,2600000.0,1900000.0,3200000.0,2500000.0
,operatingIncomeRatio,0.0475440136686456,0.0909639439963841,0.139535417158874,0.143360379766723,0.14629600379087,0.142938811052665,0.145121524545319,0.148668552041522,0.134865067660224,0.0974223615036173,0.119236216563486,0.10556046914055,0.0720484092166786,0.0768749657603039,0.0798422304205975,0.132673427827479,0.132673427827479,0.111157518250751,0.104760283775734,0.110888877777222,0.142157362996224,0.125426954230506,0.0678642714570858,0.0825,0.0771428571428571,0.0402684563758389,0.0803858520900322,0.0887372013651877,0.0664335664335664,0.0751173708920188,0.0657894736842105
,totalOtherIncomeExpensesNet,41355000.0,8200000.0,4151000.0,4177000.0,3320000.0,4570000.0,2317000.0,2834000.0,4255000.0,874000.0,1110000.0,2495000.0,4116000.0,2737000.0,3393000.0,0.0,1058000.0,1582000.0,1326000.0,2176000.0,-42000.0,225000.0,300000.0,300000.0,200000.0,300000.0,500000.0,300000.0,600000.0,300000.0,1200000.0
,incomeBeforeTax,6952000.0,75319000.0,117513000.0,106233000.0,93931000.0,76191000.0,68611000.0,60354000.0,47869000.0,30462000.0,31555000.0,24956000.0,13851000.0,14102000.0,11951000.0,26190000.0,25132000.0,17314000.0,12215000.0,11130000.0,7007000.0,4916000.0,3100000.0,3000000.0,2500000.0,900000.0,2000000.0,2300000.0,1300000.0,2900000.0,1300000.0
,incomeBeforeTaxRatio,0.00684219643166465,0.0820329900724823,0.134774670211326,0.137936810286734,0.141301682574783,0.134850372740724,0.140380849884092,0.14200072466155,0.123855727185697,0.094705130716211,0.115184411867772,0.0959661603537781,0.0555430798719995,0.0643797593177626,0.062186815416877,0.132673427827479,0.127313806344414,0.101851252698641,0.0945016517480678,0.0927546377318866,0.14301459332585,0.119937542695423,0.06187624750499,0.075,0.0714285714285714,0.0302013422818792,0.0643086816720257,0.0784982935153584,0.0454545454545455,0.068075117370892,0.0342105263157895
,incomeTaxExpense,-6756000.0,20277000.0,26472000.0,34855000.0,33978000.0,28238000.0,25346000.0,21115000.0,16532000.0,10037000.0,11614000.0,9387000.0,5158000.0,5998000.0,5298000.0,0.0,9627000.0,6660000.0,4305000.0,3978000.0,2851000.0,2085000.0,1700000.0,1300000.0,1400000.0,500000.0,1000000.0,1100000.0,1200000.0,1100000.0,900000.0
,netIncome,13708000.0,55042000.0,91041000.0,71378000.0,59953000.0,47953000.0,43265000.0,39239000.0,31337000.0,20425000.0,19941000.0,15569000.0,8693000.0,8446000.0,23697000.0,15505000.0,15505000.0,10654000.0,7910000.0,7152000.0,4381000.0,2684000.0,1400000.0,1700000.0,1100000.0,400000.0,1000000.0,3000000.0,100000.0,1800000.0,600000.0
,netIncomeRatio,0.0134914885910902,0.0599484836438292,0.104414156312147,0.0926798042477053,0.0901881144180939,0.0848719655082088,0.0885219202494532,0.0923214109254493,0.0810810111516469,0.0635005020969933,0.0727901238173111,0.0598692559123246,0.0348592876562914,0.0385584631398258,0.123306916988849,0.0785453034923658,0.0785453034923658,0.0626731688951898,0.0611959120202387,0.0596029801490075,0.0894172874783141,0.0654825802673953,0.0279441117764471,0.0425,0.0314285714285714,0.0134228187919463,0.0321543408360129,0.102389078498294,0.0034965034965035,0.0422535211267606,0.0157894736842105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.324993462434544,1.317701,2.182919,1.710516,1.44,1.152596,1.05,0.953835,0.770877,0.525534,0.525466,0.425658656807301,0.24,0.24,0.68,1.05000004740407,0.466667,0.334815,0.251852,0.24,0.19358,0.120494,0.061235,0.079012,0.049383,0.019753,0.06321,0.079092,-0.048334,0.036909,0.009667
,EPSDiluted,0.32,1.317701,2.18,1.71,1.436654,1.15,1.04,0.95,0.766667,0.524444,0.524444,0.419850467541748,0.235556,0.231111,0.648889,0.960000039625929,0.426667,0.311111,0.237037,0.219259,0.175802,0.118519,0.059259,0.075062,0.049383,0.019753,0.06321,0.078213,-0.048334,0.032515,0.008788
,weightedAverageShsOut,42179310.0,41771228.0,41706084.0,41728934.0,41634028.0,41604359.0,40751629.0,41138121.0,40651093.0,38865219.0,37098240.0,36576256.0,36261000.0,35191667.0,34848529.0,14766666.0,33225000.0,31820575.0,31407353.0,29800000.0,22631441.0,22275000.0,22862903.0,21515625.0,22275000.0,20250000.0,15820312.0,13832102.0,12471648.0,9427072.0,10040526.0
