date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,1289578000.0,1430485000.0,1191599000.0,1171550000.0,1128910000.0,1080448000.0,1060685000.0,1031267000.0,1010814000.0,998300000.0,974711000.0,937427000.0,834818000.0,887005000.0,873807000.0,869412000.0,878349000.0,853748000.0,771874000.0,804490000.0,781204000.0,775426000.0,779443000.0,746980000.0,703757000.0,740600000.0,711900000.0,707600000.0,704300000.0,657200000.0,629000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1310441000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.01617816060758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139936000.0,142852000.0,141246000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348300000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,237827000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1126000000.0,1150000000.0,1159000000.0,1071000000.0,1003000000.0,936000000.0,900000000.0,863000000.0,847000000.0,889000000.0,851000000.0,820000000.0,820000000.0,756000000.0,732000000.0,777000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1129995000.0,1194036000.0,1172062000.0,1082863000.0,1014678000.0,950996000.0,914572000.0,877201000.0,861641000.0,903422000.0,863420000.0,833920000.0,834640000.0,769934000.0,733514000.0,775368000.0,808592000.0,834569000.0,764209000.0,776148000.0,771483000.0,682072000.0,662662000.0,627342000.0,603138000.0,54100000.0,51100000.0,123900000.0,145900000.0,147500000.0,525900000.0
,interestExpense,15215000.0,15577000.0,13001000.0,11948000.0,11808000.0,13122000.0,14198000.0,14236000.0,14249000.0,14007000.0,13953000.0,13971000.0,14455000.0,141307000.0,135621000.0,124742000.0,115487000.0,109309000.0,106897000.0,105752000.0,102765000.0,101351000.0,104263000.0,106643000.0,105839000.0,11600000.0,9500000.0,88100000.0,111900000.0,147500000.0,145000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,14381000.0,8790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577000.0,8318000.0,223000.0,5329000.0,5379000.0,6078000.0,5141000.0,5990000.0,5027000.0,5734000.0,5774000.0,8769000.0,215000.0,6921000.0,10662000.0,11205000.0,15600000.0,19700000.0,0.0,20400000.0,0.0,0.0
,EBITDA,1086995000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.842907524787178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1072614000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.831755814692869,0.165292890173612,0.0163956163105206,0.0757005676240878,0.101187871486655,0.119813262646606,0.137753432923064,0.149394870581527,0.147577101227328,0.0950395672643494,0.114178459050939,0.110416064397548,0.000213220127021698,0.131984599861331,0.160553760727483,0.108169659494003,0.0794183177757361,0.0224644742945225,0.00993037723773569,0.035229772899601,0.0124436126799146,0.120390598200215,0.149826222058573,0.160162253340116,0.142974066332555,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,24437000.0,14127000.0,10302000.0,6623000.0,4455000.0,3255000.0,4193000.0,4474000.0,6986000.0,5208000.0,6213000.0,4693000.0,9876000.0,12404000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207800000.0,185100000.0,211800000.0,222500000.0,202000000.0,185400000.0
