date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-110861000.0,-196620000.0,-139311000.0,-157945000.0,-208444000.0,-227163000.0,-30061000.0,17600000.0,25000000.0,-113700000.0,-45540000.0,-39626000.0,130505000.0,166979000.0,9445000.0,3818000.0,-73916000.0,-102384561.0,-106897747.0,-61354969.0,-16869315.0,-68047338.0,-41056370.0,-9771131.0,-18797818.0,-13700000.0,-11900000.0,-17300000.0,-40100000.0,-8100000.0
,depreciationAndAmortization,81854000.0,80413000.0,103660000.0,98523000.0,94256000.0,85596000.0,98087000.0,70800000.0,73800000.0,93700000.0,8652000.0,25026000.0,10265000.0,12138000.0,11991000.0,10879000.0,10618000.0,10914392.0,9322344.0,10501303.0,7697662.0,6430934.0,21624715.0,2651007.0,2566624.0,2400000.0,2200000.0,2800000.0,1500000.0,600000.0
,deferredIncomeTax,9985000.0,-319000.0,10623000.0,7234000.0,-9689000.0,-37580000.0,-19192000.0,-15400000.0,-2100000.0,-14600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,90164000.0,100977000.0,105357000.0,83917000.0,94396000.0,97341000.0,59579000.0,33409000.0,34716000.0,28826000.0,19832000.0,13921000.0,14810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,101855000.0,-72620000.0,125756000.0,-60963000.0,59930000.0,-227456000.0,277011000.0,146500000.0,72700000.0,45097000.0,-42235000.0,-59918000.0,-64082000.0,323000.0,148583000.0,18172000.0,85353251.0,24613749.0,-39656933.0,-106794206.0,-82809851.0,182690430.0,-43355486.0,102351629.0,53767417.0,7800000.0,-1200000.0,-8600000.0,-15200000.0,-38500000.0
,accountsReceivables,-18050000.0,35136000.0,-58632000.0,-42489000.0,-35616000.0,-16455000.0,-17397000.0,-9534000.0,-28239000.0,-14014000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-22933000.0,-13077000.0,-2665000.0,-30191000.0,-26381000.0,19618000.0,-31237000.0,-6345000.0,-6577000.0,-4879000.0,5211000.0,-4037000.0,-5140000.0,-1450000.0,-12142000.0,-3777000.0,-3071000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,50600000.0,34847000.0,46739000.0,72658000.0,45870000.0,76155000.0,56896000.0,16126000.0,19406000.0,11217000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,672713000.0,570858000.0,643478000.0,517722000.0,578685000.0,518755000.0,746211000.0,469200000.0,322700000.0,250000000.0,204903000.0,247138000.0,307056000.0,371138000.0,370815000.0,222232000.0,204060000.0,118706749.0,94093000.0,133749933.0,240544139.0,323353990.0,140663560.0,184019046.0,81667417.0,27900000.0,20100000.0,21300000.0,29900000.0,45100000.0
,otherNonCashItems,-1431000.0,123197000.0,131729000.0,76259000.0,87278000.0,56806000.0,-48555000.0,16300000.0,45400000.0,33200000.0,1861000.0,3739000.0,-1733000.0,34807000.0,31470000.0,5693000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-100000.0,-100000.0,800000.0
,netCashProvidedByOperatingActivites,82842000.0,72077000.0,99281000.0,19190000.0,-63802000.0,-40360000.0,11139000.0,92200000.0,126600000.0,-2500000.0,-5906000.0,-12247000.0,34590000.0,42424000.0,83727000.0,116530000.0,-74255000.0,-98249224.0,-48747503.0,-42681466.0,-17988239.0,-33029959.0,-14249342.0,-1136687.0,-17175019.0,-5500000.0,-9100000.0,-12300000.0,-6000000.0,-45200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-42219000.0,-90942000.0,-69431000.0,-51300000.0,-43657000.0,-52877000.0,-33651000.0,-19054000.0,-22217000.0,-16988000.0,-9401000.0,-15787000.0,-5502000.0,-21890000.0,-36305000.0,-28660000.0,-17817000.0,-15101170.0,-46271574.0,-33384402.0,-10019024.0,-5756987.0,-24064521.0,-7994273.0,-2243476.0,-5600000.0,-600000.0,-1900000.0,-2500000.0,-800000.0
,acquisitionsNet,0.0,-8875000.0,0.0,0.0,0.0,50000000.0,0.0,0.0,0.0,-494774000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-229543000.0,-277518000.0,-397727000.0,-431712000.0,-375099000.0,-508683000.0,-642455000.0,-135643000.0,-303945000.0,-228229000.0,-370876000.0,-465387000.0,-609741000.0,-639582000.0,-329234000.0,-661671000.0,-178925000.0,-220061979.0,-142544263.0,-195442462.0,-211525724.0,-188621871.0,-5013341.0,-108058959.0,-54562227.0,-11700000.0,0.0,0.0,-2000000.0,-6600000.0
,salesMaturitiesOfInvestments,253001000.0,224602000.0,444456000.0,464494000.0,560805000.0,467573000.0,341154000.0,90470000.0,258937000.0,323028000.0,385511000.0,516935000.0,652886000.0,723437000.0,322989000.0,552161000.0,157682000.0,153598592.0,214675793.0,370839758.0,243257780.0,0.0,36253678.0,1943565.0,0.0,3000000.0,5000000.0,7300000.0,10500000.0,0.0
,otherInvestingActivites,0.0,10900000.0,507000.0,162000.0,-14806000.0,50501000.0,71555000.0,167562000.0,82678000.0,-196000.0,0.0,0.0,0.0,0.0,-98000.0,176000.0,30000.0,-98491.0,-118942.0,-100310000.0,-521456.0,-131823.0,-2638025.0,-17320.0,10500.0,2400000.0,1000000.0,2900000.0,-4400000.0,-1500000.0
