date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-740000000.0,865000000.0,-378000000.0,-2939000000.0,1119000000.0,1159000000.0
,depreciationAndAmortization,0.0,18000000.0,17000000.0,17000000.0,26000000.0,32000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2783000000.0,4988000000.0,3709000000.0,2053000000.0,5116000000.0,5861000000.0
,accountsReceivables,-629000000.0,-207000000.0,197000000.0,40000000.0,-394000000.0,-1076000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-316000000.0,1082000000.0,-117000000.0,-2084000000.0,731000000.0,796000000.0
,otherNonCashItems,-3505000000.0,-3725000000.0,-3769000000.0,-3650000000.0,-3981000000.0,-4341000000.0
,netCashProvidedByOperatingActivites,1828000000.0,3062000000.0,3396000000.0,3736000000.0,4631000000.0,5361000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-21518000000.0,-19421000000.0,-22628000000.0,-42510000000.0,-45542000000.0,-31139000000.0
,salesMaturitiesOfInvestments,16281000000.0,17956000000.0,20206000000.0,47687000000.0,39420000000.0,27830000000.0
,otherInvestingActivites,0.0,0.0,2000000.0,-2056000000.0,0.0,-1203000000.0
,netCashUsedForInvestingActivites,-7341000000.0,-4538000000.0,-3915000000.0,4674000000.0,-7042000000.0,-467000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-602000000.0,-9000000.0,-2810000000.0,-26000000.0,-235000000.0,-1379000000.0
,commonStockIssued,0.0,0.0,0.0,1833000000.0,0.0,476000000.0
,commonStockRepurchased,-442000000.0,-105000000.0,0.0,-634000000.0,0.0,-1727000000.0
,dividendsPaid,-21000000.0,0.0,-1798000000.0,0.0,0.0,0.0
,otherFinancingActivites,4564000000.0,2615000000.0,1315000000.0,-1479000000.0,-686000000.0,-3999000000.0
,netCashUsedProvidedByFinancingActivities,4245000000.0,3764000000.0,-2852000000.0,-4752000000.0,2380000000.0,-4668000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,-2000000.0,-45000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1268000000.0,2288000000.0,-3371000000.0,3658000000.0,-33000000.0,181000000.0
,cashAtEndOfPeriod,2877000000.0,4145000000.0,1857000000.0,5228000000.0,1570000000.0,1603000000.0
,cashAtBeginningOfPeriod,4145000000.0,1857000000.0,5228000000.0,1570000000.0,1603000000.0,1422000000.0
,operatingCashFlow,1828000000.0,3062000000.0,3396000000.0,3736000000.0,4631000000.0,5361000000.0
,capitalExpenditure,0.0,0.0,-191000000.0,375000000.0,403000000.0,-181000000.0
,freeCashFlow,1828000000.0,3062000000.0,3396000000.0,3736000000.0,4631000000.0,5361000000.0
