date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY
,revenue,1631284000.0,1864439000.0,1780858000.0,1779822000.0,1088377000.0,704602000.0,712877000.0,660848000.0,595946000.0,521302000.0,431147000.0,365954000.0,333528000.0,388450000.0,269722000.0,207775000.0,179813000.0,145468000.0,118793000.0,110427000.0,105858000.0,97751000.0,34100000.0,59000000.0,49400000.0,38000000.0,32200000.0,20600000.0,15800000.0,8800000.0,2100000.0,1400000.0
,costOfRevenue,720145000.0,846092000.0,814091000.0,832316000.0,483574000.0,313418000.0,312004000.0,291274000.0,257284000.0,226552000.0,176942000.0,152474000.0,130764000.0,193113000.0,106132000.0,75768000.0,63867000.0,103036000.0,86980000.0,83280000.0,82222000.0,36260000.0,13200000.0,45100000.0,38300000.0,29300000.0,24300000.0,15600000.0,11700000.0,6400000.0,800000.0,600000.0
,grossProfit,911139000.0,1018347000.0,966767000.0,947506000.0,604803000.0,391184000.0,400873000.0,369574000.0,338662000.0,294750000.0,254205000.0,213480000.0,202764000.0,195337000.0,163590000.0,132007000.0,115946000.0,42432000.0,31813000.0,27147000.0,23636000.0,61491000.0,20900000.0,13900000.0,11100000.0,8700000.0,7900000.0,5000000.0,4100000.0,2400000.0,1300000.0,800000.0
,grossProfitRatio,0.558541002057275,0.546194860759724,0.542865854548762,0.532359977570791,0.555692558736541,0.555184345204811,0.562331229651118,0.55924206474106,0.568276320337749,0.565411220367464,0.589601690374745,0.583352005989824,0.607936964812549,0.50286265928691,0.606513373028526,0.63533630128745,0.64481433489236,0.291693018395798,0.267801974863839,0.245836616044989,0.223280243344858,0.629057503248049,0.612903225806452,0.235593220338983,0.224696356275304,0.228947368421053,0.245341614906832,0.242718446601942,0.259493670886076,0.272727272727273,0.619047619047619,0.571428571428571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,110931000.0,122334000.0,120042000.0,122473000.0,96537000.0,54758000.0,54586000.0,49530000.0,50099000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9420000.0,8387000.0,46110000.0,14600000.0,4100000.0,3800000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,562158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,715194000.0,759777000.0,726324000.0,729580000.0,456416000.0,280269000.0,271048000.0,246212000.0,214779000.0,186690000.0,169282000.0,145928000.0,141403000.0,141547000.0,113801000.0,92646000.0,83073000.0,17826000.0,14128000.0,13233000.0,12870000.0,49200000.0,15600000.0,5800000.0,5200000.0,4300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1435339000.0,1605869000.0,1540415000.0,1561896000.0,939990000.0,593687000.0,583052000.0,537486000.0,472063000.0,413242000.0,346224000.0,298402000.0,272167000.0,334660000.0,219933000.0,168414000.0,146940000.0,120862000.0,101108000.0,96513000.0,95092000.0,85460000.0,28800000.0,50900000.0,43500000.0,33600000.0,28300000.0,18100000.0,13500000.0,7200000.0,1900000.0,1200000.0
,interestExpense,29344000.0,34035000.0,29173000.0,24035000.0,20320000.0,16887000.0,13527000.0,3492000.0,1488000.0,135000.0,391000.0,765000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2602000.0,-1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,42105000.0,41904000.0,42961000.0,55233000.0,31865000.0,17939000.0,17476000.0,15361000.0,12949000.0,11014000.0,10506000.0,10073000.0,11114000.0,10803000.0,8041000.0,5804000.0,4173000.0,3019000.0,2548000.0,3813000.0,4483000.0,3090000.0,1000000.0,1700000.0,1400000.0,1100000.0,1000000.0,700000.0,600000.0,200000.0,100000.0,0.0
,EBITDA,238050000.0,300474000.0,283404000.0,273159000.0,180252000.0,128854000.0,147301000.0,138723000.0,136832000.0,119074000.0,95429000.0,77625000.0,72475000.0,64593000.0,57830000.0,45165000.0,37046000.0,27625000.0,20233000.0,17727000.0,15249000.0,15381000.0,6300000.0,9800000.0,7300000.0,5500000.0,4900000.0,3200000.0,2900000.0,1800000.0,300000.0,200000.0
,EBITDARatio,0.145927992918462,0.16116054212554,0.159139021752436,0.153475459905541,0.165615407161305,0.182874871203885,0.20662891354329,0.209916652543399,0.229604695727465,0.228416541659153,0.221337502058463,0.212116823425895,0.21729809791082,0.166283949028189,0.214405943897791,0.217374563831067,0.206025148348562,0.189904308851431,0.1703214835891,0.160531391779184,0.144051465170322,0.157348773925586,0.18475073313783,0.166101694915254,0.147773279352227,0.144736842105263,0.152173913043478,0.155339805825243,0.183544303797468,0.204545454545455,0.142857142857143,0.142857142857143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,195945000.0,258570000.0,240443000.0,217926000.0,148387000.0,110915000.0,129825000.0,123362000.0,123883000.0,108060000.0,84923000.0,67552000.0,61361000.0,53790000.0,49789000.0,39361000.0,32873000.0,24606000.0,17685000.0,13914000.0,10766000.0,12291000.0,5300000.0,8100000.0,5900000.0,4400000.0,3900000.0,2500000.0,2300000.0,1600000.0,200000.0,200000.0
,operatingIncomeRatio,0.120117036641075,0.138685148723021,0.135015256690876,0.122442581336785,0.136337868220295,0.157415108103582,0.182114165557312,0.186672275621626,0.207876216972679,0.207288673360164,0.196969942966088,0.184591506036278,0.183975558273968,0.138473420002574,0.184593766915565,0.189440500541451,0.182817705060257,0.16915060356917,0.148872408306887,0.126001793039746,0.101702280413384,0.125737844114127,0.155425219941349,0.13728813559322,0.119433198380567,0.115789473684211,0.12111801242236,0.121359223300971,0.145569620253165,0.181818181818182,0.0952380952380952,0.142857142857143
,totalOtherIncomeExpensesNet,-24442000.0,-979000.0,-8405000.0,-23176000.0,-35371000.0,-7913000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,143699000.0,224611000.0,205309000.0,172312000.0,93447000.0,87681000.0,116980000.0,120192000.0,122611000.0,108203000.0,84629000.0,66854000.0,60623000.0,51430000.0,49600000.0,39678000.0,32867000.0,24729000.0,17391000.0,12519000.0,7907000.0,9689000.0,4200000.0,6100000.0,3600000.0,2300000.0,1700000.0,1600000.0,1800000.0,1200000.0,0.0,0.0
,incomeBeforeTaxRatio,0.0880895049543795,0.120471090767786,0.115286564116847,0.0968141757996024,0.0858590359774233,0.124440464262094,0.164095629400303,0.181875408565964,0.20574179539757,0.207562986522208,0.196288040969785,0.182684162490368,0.181762850495311,0.132397992019565,0.183893045431963,0.190966189387559,0.18278433706128,0.169996150356092,0.146397515005093,0.113369013013122,0.0746944019346672,0.0991191905965156,0.12316715542522,0.103389830508475,0.0728744939271255,0.0605263157894737,0.0527950310559006,0.0776699029126214,0.113924050632911,0.136363636363636,0.0,0.0
,incomeTaxExpense,37120000.0,59993000.0,52103000.0,28420000.0,33320000.0,26971000.0,31542000.0,35713000.0,41506000.0,37338000.0,30374000.0,25003000.0,22503000.0,18720000.0,17856000.0,14295000.0,12161000.0,9397000.0,6451000.0,4507000.0,3005000.0,3211000.0,1600000.0,2300000.0,1300000.0,900000.0,600000.0,500000.0,800000.0,500000.0,0.0,0.0
,netIncome,106579000.0,164618000.0,153206000.0,143892000.0,60127000.0,60710000.0,85166000.0,83846000.0,80359000.0,77782000.0,57658000.0,49764000.0,-21536000.0,35288000.0,31744000.0,25383000.0,20706000.0,14975000.0,10940000.0,7870000.0,2615000.0,6478000.0,2600000.0,3800000.0,2300000.0,1400000.0,1100000.0,1100000.0,1000000.0,700000.0,0.0,100000.0
,netIncomeRatio,0.0653344236809777,0.0882935832172573,0.0860293184521169,0.0808462868758786,0.0552446440893183,0.0861621170533152,0.119468014818826,0.126876377018619,0.134842754209274,0.149207177413476,0.133731650689904,0.135984304038212,-0.0645702909500852,0.0908430943493371,0.117691549076457,0.122165804355673,0.115152964468642,0.102943602716749,0.0920929684409014,0.0712688020140002,0.024702903890117,0.0662704217859664,0.0762463343108504,0.0644067796610169,0.0465587044534413,0.0368421052631579,0.0341614906832298,0.0533980582524272,0.0632911392405063,0.0795454545454545,0.0,0.0714285714285714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.57,3.83,3.42,3.01,1.7180615481327,2.16,2.97,2.89,2.78,2.53,1.9,1.68,-0.728182586644125,1.12,1.01,0.81,0.655,0.536667,0.413333,0.3,0.1,0.25,0.09886,0.246667,0.173333,0.127191787044608,0.10005,0.090045,0.10005,0.130065,0.01334,-0.06003
,EPSDiluted,2.56,3.81,3.41,3.0,1.71771797508856,2.14,2.93,2.84,2.7,2.47,1.86,1.65,-0.712734974847763,1.08,0.97,0.76,0.61,0.476667,0.38,0.283333,0.096667,0.233333,0.09886,0.196667,0.156667,0.12309181312834,0.10005,0.090045,0.10005,0.130065,0.01334,-0.06003
,weightedAverageShsOut,41440000.0,43020000.0,44777000.0,47854000.0,34997000.0,28138000.0,28671000.0,29079000.0,28912000.0,30706000.0,30266000.0,29559000.0,29575000.0,31507143.0,31429703.0,31337037.0,31612214.0,27903727.0,26467742.0,26233333.0,26150000.0,25968000.0,26300000.0,13721953.0,13269231.0,11007000.0,10994503.0,11105558.0,9995002.0,5381924.0,4797602.0,4797602.0
,weightedAverageShsOutDil,41440000.0,43208000.0,44884000.0,47888000.0,35004000.0,28326000.0,29070000.0,29574000.0,29713000.0,31498000.0,31058000.0,30191000.0,30216000.0,32674074.0,32725773.0,33398684.0,33944262.0,31416084.0,28789474.0,27776471.0,27051724.0,27801000.0,26300000.0,19322034.0,14680851.0,11373624.0,10994503.0,11105558.0,9995002.0,5381924.0,4797602.0,4797602.0
