Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,204255000.0,161945000.0,125121000.0,401200000.0
Stock-based compensation,11825000.0,39977000.0,5562000.0,4128000.0
Operating Cash Flow,310897000.0,65268000.0,311070000.0,515536000.0
Capital Expenditure,-369053000.0,-446471000.0,-269643000.0,-490612000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-401710000.0,-435311000.0,-278900000.0,-512757000.0
Issuance (repayment) of debt,104000000.0,-507838000.0,369000000.0,12000000.0
Issuance (buybacks) of shares,-2378000.0,564193000.0,-379000.0,-2514000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,91849000.0,-16737000.0,368621000.0,-7557000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,1036000.0,-386780000.0,400791000.0,-4778000.0
Free Cash Flow,-58156000.0,-381203000.0,41427000.0,24924000.0
Net Cash/Marketcap,-14.5085,-1.13,-1.1894,-1.1894
