date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,227128000.0,314963000.0,238334000.0,122695000.0,85071000.0,-3465000.0,44869000.0,29734000.0,9915000.0,14656000.0,13289000.0,18693000.0,24623000.0,15951000.0,12410000.0,6457000.0,24985000.0,100000.0,-4784000.0,-20161329.0,-49654949.0,-12300000.0,-3200000.0,-3300000.0
,depreciationAndAmortization,116944000.0,81165000.0,77743000.0,63643000.0,70165000.0,78532000.0,70372000.0,40058000.0,32752000.0,12852000.0,13649000.0,14676000.0,16801000.0,16147000.0,11810000.0,11714000.0,13010000.0,13166000.0,11787000.0,19249867.0,18808836.0,4900000.0,1100000.0,800000.0
,deferredIncomeTax,-11530000.0,8220000.0,3666000.0,-2903000.0,15635000.0,-5792000.0,-1366000.0,-12740000.0,13643000.0,-17104000.0,1675000.0,-2428000.0,2148000.0,9946000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2045014.0,0.0,0.0,0.0
,stockBasedCompensation,53450000.0,52255000.0,41214000.0,39030000.0,36349000.0,34537000.0,28267000.0,41549000.0,12282000.0,8103000.0,8306000.0,6460000.0,4940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2565553000.0,-67030000.0,-82130000.0,668724000.0,135093000.0,-143069000.0,283608000.0,98988000.0,-423476000.0,337154000.0,-19413000.0,20313000.0,15906000.0,12835000.0,30105000.0,16626000.0,19668000.0,51214000.0,3677953.0,-2286613.0,-53598340.0,72300000.0,18500000.0,-100000.0
,accountsReceivables,-36118000.0,-5014000.0,-27819000.0,-17524000.0,-16044000.0,-3999000.0,-12353000.0,-6607000.0,1295000.0,-4573000.0,-1776000.0,-1610000.0,-6196000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,100846000.0,17751000.0,-14132000.0,11525000.0,-1520000.0,9938000.0,6078000.0,-3882000.0,1827000.0,4030000.0,6690000.0,2655000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3557662000.0,992109000.0,1059139000.0,1141269000.0,472545000.0,337452000.0,480521000.0,196913000.0,97925000.0,521401000.0,184247000.0,203660000.0,183347000.0,167441000.0,154606000.0,124501000.0,107875000.0,88207000.0,36993000.0,33315047.0,35601660.0,89200000.0,16900000.0,-1600000.0
,otherNonCashItems,88788000.0,77045000.0,49189000.0,2303000.0,3227000.0,3311000.0,3312000.0,3014000.0,1989000.0,-579000.0,2145000.0,4775000.0,4042000.0,7904000.0,5968000.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,0.0,200000.0
,netCashProvidedByOperatingActivites,486106000.0,457780000.0,335458000.0,234703000.0,195944000.0,131245000.0,143909000.0,108298000.0,86126000.0,25685000.0,39269000.0,39569000.0,40908000.0,51799000.0,32751000.0,22919000.0,24723000.0,13550000.0,5574000.0,-4547712.0,-26846265.0,-7500000.0,-300000.0,-2200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-48347000.0,-46197000.0,-29632000.0,-24499000.0,-18766000.0,-35061000.0,-27444000.0,-19042000.0,-14834000.0,-15013000.0,-57358000.0,-10544000.0,-3656000.0,-14271000.0,-12959000.0,-8393000.0,-9032000.0,-3880000.0,-4016000.0,-2098354.0,-11493570.0,-14200000.0,-1300000.0,-1100000.0
,acquisitionsNet,0.0,-438000000.0,-418000000.0,-48000000.0,-10000000.0,-182000000.0,-584000000.0,0.0,-641000000.0,-15000000.0,0.0,-3000000.0,-3000000.0,-17000000.0,-2000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4839000.0,-116676000.0,-109040000.0,-250272000.0,-90588000.0,-60231000.0,0.0,-8080068.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,10259000.0,0.0,0.0,0.0,5950000.0,1900000.0,5675000.0,76000.0,15365000.0,4911000.0,16854000.0,17159000.0,63949000.0,107286000.0,95393000.0,224234000.0,71944000.0,0.0,9658000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16009000.0,-16807000.0,-169904.0,-3133033.0,-2300000.0,-1000000.0,-600000.0
,netCashUsedForInvestingActivites,-464163000.0,-483753000.0,-448001000.0,-72267000.0,-23259000.0,-215502000.0,-605987000.0,-18966000.0,-640398000.0,58366000.0,-40504000.0,3408000.0,52430000.0,-40398000.0,-28493000.0,-38732000.0,-29946000.0,-65521000.0,-11470000.0,-10348326.0,-17697603.0,-16500000.0,-2300000.0,-1700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-745000000.0,0.0,0.0,-345000000.0,-20000000.0,-20000000.0,-318125000.0,-17500000.0,-4375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,1689971000.0,0.0,0.0,833911000.0,0.0,0.0,529360000.0,0.0,0.0,247924000.0,0.0,0.0,6158000.0,8161000.0,5582000.0,7412000.0,6297000.0,61759000.0,696000.0,1716930.0,2101983.0,98300000.0,22800000.0,0.0
