Date,2017-08-27,2017-08,2016-08-28,2016-08,2015-08-30,2015-08,2014-08-31,2014-08,2013-08-25,2013-08,2012-08-26
Revenue,30641082.0,31000000.0,35215984.0,35000000.0,42982937.0,43000000.0,42714240.0,43000000.0,33965272.0,34000000.0,32455953.0
Revenue Growth,-0.011578,-0.119717909912726,0.00617097142857143,-0.185723395309167,-0.000396813953488372,0.00669004060472573,-0.00664558139534884,0.265998988614017,-0.00102141176470588,0.0475736146154759,0.0
Cost of Revenue,28195168.0,28000000.0,32291726.0,32000000.0,340696.0,39000000.0,404761.0,37000000.0,343974.0,30000000.0,301317.0
Gross Profit,2445914.0,2000000.0,2924258.0,3000000.0,42642241.0,4000000.0,42309479.0,5000000.0,33621298.0,4000000.0,32154636.0
R&D Expenses,999000.0,,0.0,,0.0,,0.0,,0.0,,0.0
SG&A Expense,3345802.0,3000000.0,3011651.0,3000000.0,2971576.0,3000000.0,3076663.0,3000000.0,2695723.0,3000000.0,3160092.0
Operating Expenses,4344802.0,3000000.0,3298506.0,3000000.0,2971576.0,3000000.0,3076663.0,3000000.0,2695723.0,3000000.0,3160092.0
Operating Income,-814297.0,-1000000.0,173048.0,-0000000.0,997068.0,1000000.0,1224124.0,2000000.0,729687.0,1000000.0,1473362.0
Interest Expense,275494.0,0000000.0,308461.0,0000000.0,346297.0,0000000.0,410165.0,0000000.0,353079.0,0000000.0,315694.0
Earnings before Tax,-1304329.0,-1000000.0,-374248.0,-0000000.0,1011784.0,1000000.0,1912835.0,2000000.0,1140136.0,1000000.0,2302131.0
Income Tax Expense,-490032.0,-0000000.0,-547296.0,-1000000.0,14716.0,0000000.0,688711.0,1000000.0,410449.0,0000000.0,828769.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-814297.0,-1000000.0,173048.0,0000000.0,997068.0,1000000.0,1224124.0,1000000.0,729687.0,1000000.0,1473362.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,-814297.0,-1000000.0,173048.0,0000000.0,997068.0,1000000.0,1224124.0,1000000.0,729687.0,1000000.0,1473362.0
EPS,-0.28,-0.28,0.06,0.06,0.34,0.34,0.42,0.42,0.25,0.25,0.52
EPS Diluted,-0.28,-0.28,0.06,0.06,0.34,0.34,0.41,0.41,0.25,0.25,0.51
Weighted Average Shs Out,2930580.0,3000000.0,2919500.0,3000000.0,2910426.0,3000000.0,2899576.0,3000000.0,2882949.0,3000000.0,2849066.0
Weighted Average Shs Out (Dil),2930580.0,3000000.0,2928126.0,3000000.0,2960398.0,3000000.0,2964384.0,3000000.0,2942827.0,3000000.0,2902903.0
Dividend per Share,0.0,,0.0797643270816,,0.157187310625,,0.156448017531,,0.156937869606,,0.157112035779
Gross Margin,0.0798246615443,0.064516129032258,0.0830378046514,0.085714285714286,0.99207369194,0.093023255813953,0.990523979825,0.11627906976744,0.989872773579,0.11764705882353,0.990716125328
EBITDA Margin,0.0324142274088,0.032258064516129,0.0570607937577,0.057142857142857,0.069506441591,0.069767441860465,0.080818036327,0.11627906976744,0.0764208512742,0.088235294117647,0.0903679827242
EBIT Margin,-0.0265753343828,-0.032258064516129,0.00491390500405,-0.028571428571429,0.0231968327339,0.023255813953488,0.0286584520759,0.046511627906977,0.0214833256745,0.029411764705882,0.0453957398817
Profit Margin,-0.0265753343828,-0.032258064516129,0.00491390500405,0,0.0231968327339,0.023255813953488,0.0286584520759,0.023255813953488,0.0214833256745,0.029411764705882,0.0453957398817
Free Cash Flow margin,0.0758101166271,,0.0734217734765,,0.0709281685428,,0.0865559354445,,-0.0647776646688,,0.0494643309349
EBITDA,993207.0,1000000.0,2009452.0,2000000.0,2987591.0,3000000.0,3452081.0,5000000.0,2595655.0,3000000.0,2932979.0
EBIT,-814297.0,-1000000,173048.0,-1000000,997068.0,1000000,1224124.0,2000000,729687.0,1000000,1473362.0
Consolidated Income,-814297.0,-1000000.0,173048.0,0000000.0,997068.0,1000000.0,1224124.0,1000000.0,729687.0,1000000.0,1473362.0
Earnings Before Tax Margin,-0.0425679811176,-0.032258064516129,-0.0106272197307,-0,0.0235392011486,0.023255813953488,0.0447821382284,0.046511627906977,0.0335676982066,0.029411764705882,0.0709309321467
Net Profit Margin,-0.0265753343828,-0.032258064516129,0.00491390500405,0,0.0231968327339,0.023255813953488,0.0286584520759,0.023255813953488,0.0214833256745,0.029411764705882,0.0453957398817
