date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,37369000000.0,37631000000.0,35677000000.0,36204000000.0,34708000000.0,34861000000.0,34109000000.0,33306000000.0,35957000000.0,35058000000.0,32035000000.0,30749000000.0,28817000000.0,29253041370.0,29489294800.0,28491240950.0,15031705360.0,8033995540.0,7455084310.0,6488000000.0,5963000000.0,5350000000.0
,costOfRevenue,12157000000.0,11976000000.0,11435000000.0,11611000000.0,10702000000.0,10919000000.0,11029000000.0,10990000000.0,11118000000.0,10902000000.0,8717000000.0,7880000000.0,7337000000.0,7582978720.0,7586749970.0,7559951740.0,3750365120.0,1425283850.0,1378947590.0,1253000000.0,1442000000.0,1492000000.0
,grossProfit,25212000000.0,25655000000.0,24242000000.0,24593000000.0,24006000000.0,23942000000.0,23080000000.0,22316000000.0,24839000000.0,24156000000.0,23318000000.0,22869000000.0,21480000000.0,21670062650.0,21902544830.0,20931289210.0,11281340240.0,6608711690.0,6076136720.0,5235000000.0,4521000000.0,3858000000.0
,grossProfitRatio,0.674676871203404,0.681751747229678,0.67948538273958,0.679289581261739,0.691656102339518,0.686784659074611,0.676654255475095,0.670029424127785,0.690797341268738,0.689029608078042,0.727891368815358,0.743731503463527,0.745393344206545,0.740779817589271,0.742728674203494,0.734656986220181,0.750503018108652,0.822593397904724,0.81503259619072,0.806874229346486,0.758175415059534,0.721121495327103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5529000000.0,6018000000.0,5894000000.0,5472000000.0,5172000000.0,5082000000.0,4824000000.0,4770000000.0,4922000000.0,4811000000.0,4401000000.0,4583000000.0,4575000000.0,4543888750.0,4430213430.0,4040867660.0,7449830320.0,1313325620.0,1218848630.0,1031000000.0,945000000.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7873101730.0,8020148650.0,8243842840.0,4496897280.0,2472609420.0,2430073500.0,2306000000.0,2016000000.0,1892000000.0
,SellingAndMarketingExpenses,9390000000.0,9883000000.0,9859000000.0,10058000000.0,9486000000.0,9382000000.0,9107000000.0,8602000000.0,8947000000.0,8536000000.0,7567000000.0,7325000000.0,7168000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,136000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,18429000000.0,17987000000.0,17392000000.0,16477000000.0,16809000000.0,16249000000.0,15837000000.0,17052000000.0,16969000000.0,15985000000.0,15051000000.0,15579000000.0,15612458810.0,15898609270.0,15211088960.0,11586002080.0,3538991710.0,0.0,0.0,0.0,0.0
,costAndExpenses,29476000000.0,30405000000.0,29422000000.0,29003000000.0,27179000000.0,27728000000.0,27278000000.0,26827000000.0,28170000000.0,27871000000.0,24702000000.0,22931000000.0,22916000000.0,23195437530.0,23485359240.0,22771040700.0,15336367200.0,4964275560.0,4838228690.0,4382000000.0,4386000000.0,4379000000.0
,interestExpense,436000000.0,444000000.0,435000000.0,420000000.0,924000000.0,559000000.0,605000000.0,612000000.0,553000000.0,552000000.0,467000000.0,324000000.0,335000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1681000000.0,2146000000.0,2170000000.0,1866000000.0,1692000000.0,2137000000.0,2482000000.0,2914000000.0,3291000000.0,3314000000.0,3962000000.0,3528000000.0,3483000000.0,3659802320.0,3998330130.0,4034113180.0,1853789840.0,136573160.0,137227680.0,68000000.0,35000000.0,236000000.0
,EBITDA,9574000000.0,9372000000.0,8425000000.0,9067000000.0,9221000000.0,9270000000.0,9313000000.0,9393000000.0,11078000000.0,10501000000.0,11295000000.0,11346000000.0,9384000000.0,9717406160.0,10002265690.0,9754313430.0,1549128000.0,3206293140.0,2754083300.0,2174000000.0,1612000000.0,1207000000.0
,EBITDARatio,0.256201664481255,0.249049985384391,0.236146536984612,0.250441940117114,0.265673619914717,0.265913198129715,0.273036441994781,0.282021257431094,0.308090218872542,0.299532203776599,0.352583112221008,0.36898760935315,0.325641114619842,0.332184473986542,0.339182939362795,0.342361831382427,0.103057368601855,0.399090729393161,0.369423494822958,0.335080147965475,0.270333724635251,0.225607476635514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,7893000000.0,7226000000.0,6255000000.0,7201000000.0,7529000000.0,7133000000.0,6831000000.0,6479000000.0,7787000000.0,7187000000.0,7333000000.0,7818000000.0,5901000000.0,6057603840.0,6003935560.0,5720200250.0,-304661840.0,3069719980.0,2616855620.0,2106000000.0,1577000000.0,971000000.0
,operatingIncomeRatio,0.21121785437127,0.192022534612421,0.17532303725089,0.198900673958679,0.216924052091737,0.204612604342962,0.200269723533378,0.194529514201645,0.216564229496343,0.205003137657596,0.228905884189168,0.254252170802303,0.204774959225457,0.20707603573187,0.203597122302158,0.200770484516225,-0.0202679491583648,0.38209132239573,0.35101623418126,0.324599260172626,0.26446419587456,0.181495327102804
,totalOtherIncomeExpensesNet,6248000000.0,-4101000000.0,-1579000000.0,-1398000000.0,-995000000.0,-1509000000.0,-688000000.0,-1373000000.0,-1450000000.0,-1456000000.0,-1372000000.0,-1452000000.0,-695000000.0,925238630.0,106076600.0,-1299393090.0,-303186480.0,291409010.0,221089040.0,0.0,0.0,0.0
,incomeBeforeTax,13804000000.0,2822000000.0,4405000000.0,5530000000.0,5678000000.0,5243000000.0,5731000000.0,4603000000.0,5877000000.0,5319000000.0,5599000000.0,6066000000.0,4162000000.0,5781198230.0,4747685540.0,2641001680.0,-1841986960.0,3128478200.0,2507264070.0,2140000000.0,1560000000.0,0.0
