date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,1182445000.0,1856534000.0,1681030000.0,1615616000.0,1452427000.0,1352135000.0,1291616000.0,1256137000.0,1230221000.0
,costOfRevenue,501299000.0,949941000.0,794063000.0,735298000.0,635289000.0,582244000.0,573139000.0,571083000.0,602040000.0
,grossProfit,681146000.0,906593000.0,886967000.0,880318000.0,817138000.0,769891000.0,718477000.0,685054000.0,628181000.0
,grossProfitRatio,0.576048780281535,0.488325557194212,0.52763305830354,0.544880714229124,0.562601769314396,0.569389151231201,0.55626207789312,0.545365672693345,0.510624513806869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,324644000.0,416355000.0,390492000.0,379246000.0,325694000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-333000.0,-315000.0,-354000.0,-8937000.0,-5419000.0,-895000.0,49787000.0,16065000.0,96242000.0
,operatingExpenses,556020000.0,638469000.0,480109000.0,418163000.0,483093000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1057319000.0,1588410000.0,1274172000.0,1153461000.0,1118382000.0,1049131000.0,1021860000.0,1028083000.0,1039776000.0
,interestExpense,128465000.0,156679000.0,143099000.0,131442000.0,140189000.0,144489000.0,151702000.0,165220000.0,189781000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,231391000.0,222211000.0,180255000.0,178217000.0,156668000.0,137865000.0,127961000.0,128958000.0,129267000.0
,EBITDA,356517000.0,490335000.0,587113000.0,640372000.0,490713000.0,440869000.0,397717000.0,357012000.0,319712000.0
,EBITDARatio,0.301508315397333,0.264113126934384,0.349257895456952,0.396363987482174,0.337857255476523,0.326053981296246,0.307922013973193,0.284214221856374,0.259881761081952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,125126000.0,268124000.0,406858000.0,462155000.0,334045000.0,303004000.0,269756000.0,228054000.0,190445000.0
,operatingIncomeRatio,0.105819721001822,0.144421809673294,0.2420289941286,0.286054978410711,0.229990904878524,0.224093008464392,0.208851547209078,0.181551853022401,0.154805518683228
,totalOtherIncomeExpensesNet,-57123000.0,-119916000.0,-20404000.0,-132919000.0,-29869000.0,-15097000.0,13081000.0,-141923000.0,31848000.0
,incomeBeforeTax,-60462000.0,-8471000.0,243355000.0,197794000.0,163987000.0,143418000.0,131135000.0,-79089000.0,32512000.0
,incomeBeforeTaxRatio,-0.0511330336717564,-0.0045628035899154,0.144765411682123,0.122426368642054,0.112905502307517,0.106067811276241,0.101527853479672,-0.0629620813653288,0.0264277719206549
,incomeTaxExpense,114081000.0,-1734000.0,23875000.0,134755000.0,8212000.0,0.0,0.0,0.0,0.0
,netIncome,-150397000.0,-3351000.0,157541000.0,35152000.0,35292000.0,137658000.0,100542000.0,-94998000.0,21115000.0
,netIncomeRatio,-0.127191539564208,-0.00180497636994529,0.093716947347757,0.0217576453810807,0.0242986394496935,0.101807881609455,0.0778420211579912,-0.0756271011840269,0.017163582803415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.16196363113635,-0.05,2.28,0.52,1.03371313083975,1.188194,0.867828,-0.819975,0.182254
,EPSDiluted,-2.16196363113635,-0.05,1.77,0.42,1.02937144523844,1.188194,0.867828,-0.819975,0.182254
,weightedAverageShsOut,69565000.0,69565000.0,69115000.0,67397000.0,34141000.0,115854794.0,115854794.0,115854794.0,115854794.0
,weightedAverageShsOutDil,69565000.0,69565000.0,116859000.0,115930000.0,34285000.0,115854794.0,115854794.0,115854794.0,115854794.0
