Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,2243902.0,4611428.0,7842774.0,1666946.0,57530.0,521015.0,2939152.0,0.0
Stock-based compensation,20422.0,329967.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-624715.0,8359549.0,-14922444.0,-1780917.0,-1355215.0,-1767751.0,-2959422.0,0.0
Capital Expenditure,89653.0,227040.0,0.0,2549.0,73849.0,15283.0,16658.0,0.0
Acquisitions and disposals,-20000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-1615998.0,851555.0,-1250000.0,-2549.0,-73849.0,-15283.0,-16658.0,0.0
Issuance (repayment) of debt,-1514786.0,-10963615.0,-1204093.0,-3267000.0,-2096856.0,-238000.0,-0.0,-0.0
Issuance (buybacks) of shares,1206932.0,-4796873.0,6837454.0,-2259504.0,-198470.0,0.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,3218480.0,-4576777.0,14442305.0,3844500.0,920893.0,2207000.0,3240000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,977767.0,4634327.0,-1730139.0,2061034.0,-508171.0,423966.0,263920.0,0.0
Free Cash Flow,-714368.0,8132509.0,-14922444.0,-1783466.0,-1429064.0,-1783034.0,-2976080.0,0.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
