Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,3699135.8995,3190476.1905,330977.585,566251.2909,609764.0977,
Stock-based compensation,2556952.0817,2745535.7143,1956977.585,1989030.9811,299701.1278,
Operating Cash Flow,-28831902.5607,-21239591.5161,-17002976.1905,-13230738.9732,-6409697.074,-2333327.0677
Capital Expenditure,-59432.0933,-369992.1445,-2206845.2381,-542575.5604,-149400.1721,-31970.8647
Acquisitions and disposals,0.0,-7124255.9524,0.0,0.0,-609018.797,
Investment purchases and sales,-44771406.1273,0.0,0.0,453182.4441,97849.6241,
Investing Cash flow,22475603.4926,-45141398.2718,-9331101.1905,-542575.5604,303782.2719,-543140.0376
Issuance (repayment) of debt,-84378.8979,-98193.2443,-78125.0,-49718.7274,-98993.9759,12484.9624
Issuance (buybacks) of shares,0.0,49257659.0731,267113.0952,53164694.8662,831680.7229,31982944.5489
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-84378.8979,49155538.099,255952.381,53248723.0658,691586.0585,32088394.7368
Effect of forex changes on cash,-144540.4556,-929315.4762,4346345.6255,0.0,0.0,
Net cash flow / Change in cash,-17369992.1445,-27007440.4762,43821754.1576,-5414328.7435,29211927.6316,
Free Cash Flow,-21609583.6606,-19209821.4286,-13773314.5336,-6559097.2461,-2365297.9323,
Net Cash/Marketcap,,,,,,
