date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,194601000.0,216135000.0,238340000.0,239127000.0,252887000.0,252203000.0,272180000.0,272482000.0,243703000.0,205501000.0,152935000.0,110676000.0,100280000.0
,costOfRevenue,137041000.0,153155000.0,164693000.0,163709000.0,165069000.0,171369000.0,194009000.0,162449000.0,136321000.0,113406000.0,90048000.0,58877000.0,56965000.0
,grossProfit,57560000.0,62980000.0,73647000.0,75418000.0,87818000.0,80834000.0,78171000.0,110033000.0,107382000.0,92095000.0,62887000.0,51799000.0,43315000.0
,grossProfitRatio,0.2957847081978,0.29139195410276,0.30899974825879,0.315388893767747,0.347261820496902,0.320511651328493,0.287203321331472,0.403817499871551,0.440626500289287,0.448148670809388,0.411200836956877,0.468023781126893,0.431940566414041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5602000.0,4848000.0,6436000.0,5729000.0,8344000.0,16480000.0,25802000.0,23855000.0,19255000.0,13073000.0,7188000.0,2054000.0,1160000.0
,GeneralAndAdministrativeExpenses,41970000.0,43208000.0,47288000.0,53087000.0,52995000.0,46299000.0,47808000.0,44913000.0,41135000.0,33647000.0,19378000.0,13777000.0,10571000.0
,SellingAndMarketingExpenses,24999000.0,30009000.0,35600000.0,33001000.0,41972000.0,44086000.0,59988000.0,58826000.0,56925000.0,48520000.0,35119000.0,23182000.0,20486000.0
,otherExpenses,1542000.0,0.0,805000.0,0.0,2326000.0,1077000.0,-1122000.0,-666000.0,-538000.0,0.0,0.0,0.0,0.0
,operatingExpenses,74113000.0,78065000.0,89324000.0,91817000.0,103311000.0,106865000.0,133598000.0,127594000.0,117315000.0,95240000.0,0.0,0.0,0.0
,costAndExpenses,211154000.0,231220000.0,254017000.0,255526000.0,268380000.0,278234000.0,327607000.0,290043000.0,253636000.0,208646000.0,151733000.0,97958000.0,90039000.0
,interestExpense,1279000.0,1226000.0,7396000.0,9886000.0,11030000.0,10393000.0,9886000.0,3754000.0,236000.0,503000.0,1271000.0,1116000.0,2209000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13925000.0,23164000.0,16495000.0,22588000.0,16052000.0,13736000.0,13219000.0,11652000.0,10003000.0,9372000.0,6137000.0,68000.0,857000.0
,EBITDA,-2628000.0,8079000.0,818000.0,6189000.0,559000.0,-12295000.0,-42208000.0,-5909000.0,70000.0,6227000.0,7339000.0,12786000.0,11098000.0
,EBITDARatio,-0.0135045554750489,0.0373794156430009,0.0034320718301586,0.0258816444818026,0.00221047345256972,-0.0487504113749638,-0.155073848188699,-0.021685836128625,0.000287234871954797,0.0303015557101912,0.0479877071958675,0.115526401387835,0.110670123653769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-16553000.0,-15085000.0,-15677000.0,-16399000.0,-15493000.0,-26031000.0,-55427000.0,-17561000.0,-9933000.0,-3145000.0,1202000.0,12718000.0,10241000.0
,operatingIncomeRatio,-0.0850612278456945,-0.0697943414995258,-0.0657757824955945,-0.0685786214020165,-0.0612645173536006,-0.103214474054631,-0.20364097288559,-0.0644482938322531,-0.0407586283303858,-0.0153040617807213,0.00785954817406088,0.114911995373884,0.102124052652573
,totalOtherIncomeExpensesNet,0.0,-1929000.0,-1362000.0,-5208000.0,-2174000.0,-2585000.0,-29544000.0,-666000.0,-538000.0,-624000.0,-351000.0,639000.0,-2058000.0
,incomeBeforeTax,-17832000.0,-18240000.0,-24435000.0,-31493000.0,-28697000.0,-39009000.0,-94857000.0,-21981000.0,-10707000.0,-4272000.0,-420000.0,12241000.0,5974000.0
,incomeBeforeTaxRatio,-0.0916336503923413,-0.0843916996321743,-0.102521607787195,-0.131699891689353,-0.113477561124138,-0.154673021335987,-0.348508340069072,-0.0806695488142336,-0.0439346253431431,-0.0207882200086618,-0.00274626475299964,0.110602117893672,0.0595731950538492
,incomeTaxExpense,-709000.0,443000.0,450000.0,-1647000.0,3429000.0,1404000.0,302000.0,871000.0,32107000.0,-19383000.0,2147000.0,1866000.0,1153000.0
,netIncome,-18541000.0,-18683000.0,-24885000.0,-29846000.0,-32126000.0,-40413000.0,-95159000.0,-22852000.0,-42814000.0,15111000.0,-2567000.0,10375000.0,4821000.0
,netIncomeRatio,-0.0952770026875504,-0.0864413445300391,-0.104409666862465,-0.124812338213585,-0.127036976989723,-0.160239965424678,-0.349617899919171,-0.0838660902371533,-0.175681054398181,0.0735324888929981,-0.0167849086213097,0.0937420940402617,0.0480753889110491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.193564888763611,-0.2,-0.27,-0.33,-0.37,-0.47,-1.15,-0.29,-0.58,0.23,-0.04,0.181115,0.08416
,EPSDiluted,-0.193564888763611,-0.2,-0.27,-0.33,-0.37,-0.47,-1.15,-0.29,-0.58,0.21,-0.04,0.181115,0.08416
,weightedAverageShsOut,95787000.0,93882000.0,91636000.0,89234000.0,86318000.0,85417000.0,82872000.0,78408000.0,74270000.0,66656000.0,57284000.0,57284000.0,57284000.0
,weightedAverageShsOutDil,95787000.0,93882000.0,91636000.0,89234000.0,86318000.0,85417000.0,82872000.0,78408000.0,74270000.0,73585000.0,57284000.0,57284000.0,57284000.0
