date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-06-18_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY,1986-03-31_FY
,revenue,1975500000.0,2212700000.0,2103100000.0,1503000000.0,1352500000.0,1496400000.0,1477600000.0,1376000000.0,1577152000.0,1448235000.0,1163234000.0,1408714000.0,1849373000.0,1757472000.0,1628900000.0,1543930000.0,1199799000.0,0.0,1092075000.0,1074760000.0,1065395000.0,1139269000.0,1111400000.0,1040400000.0,999000000.0,990500000.0,913000000.0,669600000.0,570800000.0,526600000.0,482000000.0,436300000.0,423900000.0,395200000.0,349000000.0,312000000.0
,costOfRevenue,1668000000.0,1847200000.0,1746600000.0,1249700000.0,1129000000.0,1249900000.0,1239400000.0,1167400000.0,1320582000.0,1216868000.0,993025000.0,1221680000.0,1579778000.0,1475620000.0,1319294000.0,1193821000.0,906683000.0,0.0,819368000.0,810291000.0,786691000.0,772957000.0,757300000.0,697900000.0,680100000.0,695500000.0,610300000.0,438500000.0,379400000.0,349100000.0,324000000.0,291200000.0,286400000.0,263400000.0,233500000.0,209800000.0
,grossProfit,307500000.0,365500000.0,356500000.0,253300000.0,223500000.0,246500000.0,238200000.0,208600000.0,256570000.0,231367000.0,170209000.0,187034000.0,269595000.0,281852000.0,309606000.0,350109000.0,293116000.0,0.0,272707000.0,264469000.0,278704000.0,366312000.0,354100000.0,342500000.0,318900000.0,295000000.0,302700000.0,231100000.0,191400000.0,177500000.0,158000000.0,145100000.0,137500000.0,131800000.0,115500000.0,102200000.0
,grossProfitRatio,0.155656795747912,0.16518280833371,0.169511673244258,0.168529607451763,0.165249537892791,0.164728682170543,0.161207363291825,0.151598837209302,0.162679310554721,0.159757912217285,0.146323955455222,0.1327693201033,0.145776433418245,0.160373536534295,0.19007059979127,0.226764814466977,0.244304254295928,0.0,0.249714534258178,0.24607261155979,0.261596872521459,0.321532491448464,0.318607162137844,0.32920030757401,0.319219219219219,0.297829379101464,0.331544359255203,0.345131421744325,0.335318850735809,0.337067983289024,0.327800829875519,0.332569333027733,0.324368954942203,0.333502024291498,0.330945558739255,0.327564102564103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,252600000.0,247000000.0,249100000.0,205000000.0,204500000.0,184500000.0,181700000.0,166300000.0,189046000.0,185300000.0,157502000.0,199613000.0,235258000.0,237837000.0,220090000.0,264088000.0,243169000.0,0.0,221170000.0,221733000.0,217003000.0,218452000.0,196600000.0,183300000.0,176600000.0,161100000.0,156200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-4800000.0,-4100000.0,-3300000.0,-1400000.0,8700000.0,200000.0,-800000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,252600000.0,247000000.0,249100000.0,205000000.0,204500000.0,184500000.0,181700000.0,166300000.0,189046000.0,185300000.0,157502000.0,199613000.0,282678000.0,237837000.0,220090000.0,264088000.0,243169000.0,0.0,221170000.0,221733000.0,217003000.0,267274000.0,240800000.0,225100000.0,218100000.0,200700000.0,190700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1920600000.0,2094200000.0,1995700000.0,1454700000.0,1333500000.0,1434400000.0,1421100000.0,1333700000.0,1509628000.0,1402168000.0,1150527000.0,1421293000.0,1862456000.0,1713457000.0,1539384000.0,1457909000.0,1149852000.0,0.0,1040538000.0,1032024000.0,1003694000.0,1040231000.0,998100000.0,923000000.0,898200000.0,896200000.0,801000000.0,593300000.0,513300000.0,482400000.0,448500000.0,394900000.0,380200000.0,351600000.0,310100000.0,271900000.0
