Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,13239080459.7701,13279711884.7539,9613684210.5263,6871878393.051,7526634382.5666
Revenue Growth,-0.0030596616354643,0.381334314082582,0.398989280754426,-0.086991868640805,
Cost of Revenue,8114942528.7356,8129651860.7443,5877894736.8421,4361563517.9153,4826876513.3172
Gross Profit,5124137931.0345,5150060024.0096,3735789473.6842,2510314875.1357,2699757869.2494
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,3629885057.4713,3637454981.9928,2840000000.0,1686210640.608,1795399515.7385
Operating Expenses,3629885057.4713,3637454981.9928,2840000000.0,1686210640.608,1795399515.7385
Operating Income,1494252873.5632,1512605042.0168,895789473.6842,824104234.5277,904358353.5109
Interest Expense,160919540.2299,177671068.4274,162105263.1579,145494028.2302,148910411.6223
Earnings before Tax,1385057471.2644,1391356542.617,756842105.2632,699239956.5689,796610169.4915
Income Tax Expense,340229885.0575,565426170.4682,178947368.4211,142236699.24,210653753.0266
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,1044827586.2069,825930372.1489,577894736.8421,557003257.329,585956416.4649
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,1044827586.2069,825930372.1489,577894736.8421,557003257.329,585956416.4649
EPS,2.1609,1.7047,1.5263,2.4213,2.3729
EPS Diluted,2.1379,1.6927,1.4947,2.3779,2.3245
Weighted Average Shs Out,556995894.2529,579923644.6579,508501469.4737,227000000.0,
Weighted Average Shs Out (Dil),556995894.2529,579923644.6579,508501469.4737,,
Dividend per Share,1.4322,0.8631,0.2011,0.0,0.0
Gross Margin,0.387,0.3878,0.3886,0.3653,0.3587
EBITDA Margin,0.1805,0.1897,0.1389,0.1716,0.1937
EBIT Margin,0.1168,0.1182,0.0956,0.1229,0.1256
Profit Margin,0.0908,0.0744,0.0632,0.0879,0.0944
Free Cash Flow margin,0.1051,0.1026,0.0831,0.0981,0.0989
EBITDA,2075862068.9655,2100840336.1345,1269473684.2105,1084690553.7459,1203389830.5085
EBIT,1545977011.4943,1569027611.0444,918947368.4211,844733984.7991,945520581.1138
Consolidated Income,1044827586.2069,825930372.1489,577894736.8421,557003257.329,585956416.4649
Earnings Before Tax Margin,0.1046,0.1048,0.0787,0.1018,0.1058
Net Profit Margin,0.0789,0.0622,0.0601,0.0811,0.0779
