date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-77474000.0,-11453000.0,-782000.0,-3493000.0,-3398000.0,-1349000.0
,depreciationAndAmortization,30975000.0,16509000.0,12467000.0,3614000.0,4074000.0,3140000.0
,deferredIncomeTax,51511000.0,-3458000.0,-843000.0,3690000.0,0.0,0.0
,stockBasedCompensation,9170000.0,7355000.0,3812000.0,447000.0,0.0,0.0
,changeInWorkingCapital,-22962000.0,-31116000.0,52841000.0,-9934000.0,-974000.0,-9383000.0
,accountsReceivables,-31652000.0,-14123000.0,-14209000.0,-4313000.0,-2216000.0,-1907000.0
,inventory,-17846000.0,30448000.0,-36610000.0,-9718000.0,-542000.0,-10399000.0
,accountsPayables,17435000.0,-7595000.0,15701000.0,4152000.0,104000.0,6114000.0
,otherWorkingCapital,0.0,112409000.0,143525000.0,90684000.0,0.0,0.0
,otherNonCashItems,7965000.0,7725000.0,2946000.0,0.0,-645000.0,1449000.0
,netCashProvidedByOperatingActivites,-4601000.0,20833000.0,-12413000.0,5882000.0,-926000.0,-6415000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-22392000.0,-10276000.0,-7178000.0,-4131000.0,-2041000.0,-1550000.0
,acquisitionsNet,0.0,-185000000.0,-93000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-118022000.0,-195026000.0,-100001000.0,-4131000.0,-2040000.0,-1538000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-840038000.0,-678056000.0,-468166000.0,-326534000.0,-243945000.0,-218914000.0
,commonStockIssued,0.0,0.0,73914000.0,104010000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-55960000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,46209000.0,-7590000.0,-4235000.0,-2125000.0,6385000.0,-8260000.0
,netCashUsedProvidedByFinancingActivities,128764000.0,135059000.0,140970000.0,35371000.0,692000.0,9807000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,43000.0,46000.0,-92000.0,7000.0,-209000.0,26000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6184000.0,-39088000.0,28464000.0,37129000.0,-2483000.0,1880000.0
,cashAtEndOfPeriod,33456000.0,27272000.0,66360000.0,37896000.0,767000.0,3250000.0
,cashAtBeginningOfPeriod,27272000.0,66360000.0,37896000.0,767000.0,3250000.0,1370000.0
,operatingCashFlow,-4601000.0,20833000.0,-12413000.0,5882000.0,-926000.0,-6415000.0
,capitalExpenditure,-118464000.0,-10276000.0,-7178000.0,-4131000.0,-2041000.0,-1550000.0
,freeCashFlow,-123065000.0,10557000.0,-19591000.0,1751000.0,-2967000.0,-7965000.0
