date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-632193000.0,-424150000.0,-609155000.0,342627000.0,-536587000.0,-72844000.0,-18488000.0
,depreciationAndAmortization,1913767000.0,1989082000.0,1930929000.0,1863299000.0,1232967000.0,125198000.0,79650000.0
,deferredIncomeTax,-173415000.0,-117889000.0,-27338000.0,-776683000.0,-272512000.0,-29533000.0,2296000.0
,stockBasedCompensation,96013000.0,85626000.0,135012000.0,11276000.0,4625000.0,3040000.0,1913000.0
,changeInWorkingCapital,-254417000.0,-335772000.0,281893000.0,23817000.0,-433917000.0,-9784000.0,-25546000.0
,accountsReceivables,-84050000.0,-94449000.0,-60686000.0,-60113000.0,-34221000.0,-9236000.0,3331000.0
,inventory,-60797000.0,-14711000.0,-2602000.0,4944000.0,-8797000.0,-5853000.0,-7002000.0
,accountsPayables,65317000.0,19325000.0,9007000.0,-30695000.0,-9103000.0,-2423000.0,-1393000.0
,otherWorkingCapital,-33967000.0,-494245000.0,-158473000.0,-440366000.0,-464183000.0,-30266000.0,-20482000.0
,otherNonCashItems,116553000.0,110620000.0,1037000.0,48144000.0,128935000.0,32865000.0,18207000.0
,netCashProvidedByOperatingActivites,1366749000.0,1873117000.0,1787607000.0,1591930000.0,617523000.0,36310000.0,60825000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-575546000.0,-542305000.0,-576290000.0,-582723000.0,-468594000.0,-54083000.0,-48996000.0
,acquisitionsNet,0.0,388000000.0,-353000000.0,-64000000.0,-8502000000.0,-1988000000.0,-2000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-334866000.0,-664708000.0,-682302000.0,-625326000.0,-336234000.0,-39489000.0,1480000.0
,netCashUsedForInvestingActivites,-1137477000.0,-978177000.0,-1738210000.0,-1402191000.0,-9384869000.0,-2101660000.0,-58219000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3061540000.0,-3845195000.0,-699637000.0,-724999000.0,-1392549000.0,-12325000.0,-11220000.0
,commonStockIssued,447811000.0,0.0,1406019000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-4000.0,-149868000.0,-852769000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-109328000.0,-564767000.0,-79439000.0,-749999000.0,0.0,0.0,0.0
,otherFinancingActivites,-69717000.0,-57396000.0,-4048000.0,-12197000.0,3522754000.0,714515000.0,-4792000.0
,netCashUsedProvidedByFinancingActivities,-70261000.0,-1214204000.0,193001000.0,-143069000.0,8828775000.0,2069815000.0,83863000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,838000.0,-2018000.0,338000.0,-1297000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,159011000.0,-318426000.0,240380000.0,47008000.0,60132000.0,4465000.0,86469000.0
,cashAtEndOfPeriod,207747000.0,48736000.0,367162000.0,122899000.0,75891000.0,94299000.0,89834000.0
,cashAtBeginningOfPeriod,48736000.0,367162000.0,126782000.0,75891000.0,15759000.0,89834000.0,3365000.0
,operatingCashFlow,1366749000.0,1873117000.0,1787607000.0,1591930000.0,617523000.0,36310000.0,60825000.0
,capitalExpenditure,-575546000.0,-701151000.0,-703089000.0,-713347000.0,-547093000.0,-64668000.0,-57912000.0
,freeCashFlow,791203000.0,1171966000.0,1084518000.0,878583000.0,70430000.0,-28358000.0,2913000.0
