date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY
,revenue,2417266000000.0,2967473000000.0,3343891000000.0,2961083000000.0,3374197000000.0,3020170000000.0,3084981000000.0,2577479000000.0,2834503000000.0,2878245000000.0,2886269000000.0,2692063000000.0,3596185000000.0,3038559000000.0,3302093000000.0,3239483000000.0,3359261000000.0,3100885000000.0,3082226000000.0,1335772000000.0,1411548000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1246256000000.0,1463362000000.0,1556471000000.0,1480638000000.0,1426296000000.0,1369090000000.0,1293590000000.0,1220740000000.0,1234606000000.0,1162316000000.0,1096957000000.0,1063419000000.0,1417752000000.0,888561000000.0,853796000000.0,852715000000.0,866549000000.0,889237000000.0,935553000000.0,490621000000.0,487472000000.0
,SellingAndMarketingExpenses,73483000000.0,63669000000.0,80464000000.0,79570000000.0,79453000000.0,68481000000.0,56791000000.0,48979000000.0,132099000000.0,131230000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-38762000000.0,-12605000000.0,-22534000000.0,0.0,0.0,-77044000000.0,0.0,-196812000000.0,-284310000000.0,433928000000.0,0.0,1000000.0,97795000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,25420000000.0,30175000000.0,29615000000.0,25639000000.0,30346000000.0,22573000000.0,22530000000.0,24822000000.0,24697000000.0,35339000000.0,28685000000.0,35075000000.0,38029000000.0,26683000000.0,22314000000.0,34461000000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,1090730000000.0,1101875000000.0,733969000000.0,502338000000.0,431101000000.0,371107000000.0,320511000000.0,339520000000.0,313631000000.0,311056000000.0,346810000000.0,748892000000.0,935067000000.0,810474000000.0,500991000000.0,350383000000.0,310266000000.0,417401000000.0,726900000000.0,437839000000.0,745549000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,258516000000.0,168564000000.0,171043000000.0,172496000000.0,157672000000.0,146233000000.0,137742000000.0,130382000000.0,172953000000.0,163400000000.0,140716000000.0,131413000000.0,497641000000.0,419126000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.116971404884692,0.280336838785054,0.334632917161474,0.297307437852975,0.392893479544911,0.375113983649927,0.423400014457139,0.374610617584081,0.324286832647558,0.324045729255154,0.39314907931312,0.0109562814837543,0.258316799608474,0.265517306065145,0.315969901513979,-0.033503802921639,0.120530676240995,0.190563016687172,0.19607192983253,0.0988536965889388,0.0893621754272614
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,282751000000.0,831892000000.0,1118976000000.0,880352000000.0,1325700000000.0,1132908000000.0,1306181000000.0,965551000000.0,919192000000.0,932683000000.0,1134734000000.0,29495000000.0,928955000000.0,806790000000.0,1043362000000.0,-108535000000.0,404894000000.0,590914000000.0,604338000000.0,132046000000.0,126139000000.0
,incomeBeforeTaxRatio,0.116971404884692,0.280336838785054,0.334632917161474,0.297307437852975,0.392893479544911,0.375113983649927,0.423400014457139,0.374610617584081,0.324286832647558,0.324045729255154,0.39314907931312,0.0109562814837543,0.258316799608474,0.265517306065145,0.315969901513979,-0.033503802921639,0.120530676240995,0.190563016687172,0.19607192983253,0.0988536965889388,0.0893621754272614
,incomeTaxExpense,51768000000.0,184306000000.0,229378000000.0,139766000000.0,372878000000.0,409947000000.0,413997000000.0,274795000000.0,461194000000.0,361165000000.0,488041000000.0,334643000000.0,386438000000.0,306588000000.0,296719000000.0,74681000000.0,32882000000.0,159122000000.0,187445000000.0,77991000000.0,82078000000.0
