date,,2020-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,0.0,0.0,0.0,-1914970000.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,-1914970000.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,25295000.0,31579000.0,39818000.0,48656000.0,57615000.0,31287000.0
,operatingExpenses,0.0,25295000.0,31579000.0,39818000.0,48656000.0,57615000.0,31287000.0
,costAndExpenses,0.0,25295000.0,31579000.0,39818000.0,48656000.0,57615000.0,31287000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,-4075854334.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-4075854334.0,-25295000.0,-31579000.0,-1954788000.0,390140000.0,3070085000.0,234419000.0
,EBITDARatio,0.0,0.0,0.0,1.02079301503,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,-25295000.0,-31579000.0,-1954788000.0,390140000.0,3070085000.0,234419000.0
,operatingIncomeRatio,0.0,0.0,0.0,1.02079301503418,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,0.0,-699232000.0,-1233639000.0,-1954788000.0,390140000.0,3070085000.0,234419000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,1.02079301503418,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,0.0,-699232000.0,-1233639000.0,-1954788000.0,390140000.0,3070085000.0,234419000.0
,netIncomeRatio,0.0,0.0,0.0,1.02079301503418,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.921913789,-2.07137,-3.56825,-5.65462,1.20815,9.5071508672155,0.725926741162473
,EPSDiluted,0.921913789,-2.07137,-3.56825,-5.65462,1.20815,9.5071508672155,0.725926741162473
,weightedAverageShsOut,337569863.0,337569863.0,345726575.0,345697260.0,322923770.0,322923770.0,322923770.0
,weightedAverageShsOutDil,337569863.0,337569863.0,345726575.0,345697260.0,322923770.0,322923770.0,322923770.0
