date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,100000.0,280067000.0,406133000.0,373732000.0,259565000.0,273300000.0,278807000.0,168908000.0,234023000.0,254576000.0,301393000.0,299440000.0,248291000.0,195688000.0,208726000.0,94700000.0,72736000.0,37321000.0,28270000.0,27015000.0,11480000.0
,costOfRevenue,8000.0,8460000.0,13291000.0,6308000.0,551000.0,566000.0,1445000.0,4515000.0,40366000.0,23493000.0,21777000.0,16971000.0,16746000.0,17708000.0,19359000.0,13313000.0,9613000.0,6734000.0,4264000.0,5298000.0,7003000.0
,grossProfit,92000.0,271607000.0,392842000.0,367424000.0,259014000.0,272734000.0,277362000.0,164393000.0,193657000.0,231083000.0,279616000.0,282469000.0,231545000.0,177980000.0,189367000.0,81387000.0,63123000.0,30587000.0,24006000.0,21717000.0,4477000.0
,grossProfitRatio,0.92,0.969792942403068,0.967274267296674,0.983121595153747,0.997877217652611,0.997929015733626,0.994817203298339,0.973269472138679,0.82751268037757,0.907717145371127,0.927745501720345,0.943324205183008,0.932554945608178,0.909509014349372,0.907251612161398,0.859419218585005,0.867837109546854,0.819565392138474,0.849168730102582,0.80388672959467,0.389982578397213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,22000.0,112345000.0,106406000.0,105849000.0,44738000.0,32181000.0,37479000.0,86653000.0,100681000.0,75976000.0,74098000.0,65888000.0,61599000.0,37526000.0,20063000.0,7013000.0,7107000.0,7661000.0,6700000.0,8202000.0,9418000.0
,GeneralAndAdministrativeExpenses,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,30000.0,897000.0,2066000.0,1449000.0,3736000.0,3432000.0,1550000.0,1780000.0,5872000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,88000.0,343648000.0,356054000.0,368736000.0,149224000.0,96963000.0,98333000.0,173404000.0,238342000.0,182847000.0,175175000.0,155667000.0,147884000.0,129548000.0,109731000.0,49127000.0,37095000.0,26535000.0,20458000.0,35625000.0,54042000.0
,interestExpense,4000.0,23377000.0,25665000.0,28292000.0,2409000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17918000.0,99946000.0,108450000.0,111930000.0,31870000.0,20624000.0,20306000.0,38267000.0,40274000.0,27396000.0,26230000.0,21561000.0,18791000.0,13610000.0,7249000.0,1652000.0,962000.0,895000.0,927000.0,0.0,0.0
,EBITDA,17938000.0,36365000.0,158529000.0,116926000.0,142211000.0,196961000.0,200780000.0,33771000.0,35955000.0,99125000.0,152448000.0,165334000.0,119198000.0,79750000.0,106244000.0,47225000.0,36603000.0,11681000.0,8739000.0,-8610000.0,-42562000.0
,EBITDARatio,179.38,0.129843930202416,0.390337648011858,0.312860552481457,0.547882033402038,0.720676911818514,0.720139738241866,0.199937243943449,0.153638744909688,0.38937291810697,0.50581134930141,0.552144002137323,0.480073784390091,0.407536486652222,0.50901181453197,0.498680042238648,0.503230862296524,0.312987326170253,0.309126282278033,-0.318711826762909,-3.70749128919861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,20000.0,-63581000.0,50079000.0,4996000.0,110341000.0,176337000.0,180474000.0,-4496000.0,-4319000.0,71729000.0,126218000.0,143773000.0,100407000.0,66140000.0,98995000.0,45573000.0,35641000.0,10786000.0,7812000.0,-8610000.0,-42562000.0
,operatingIncomeRatio,0.2,-0.2270206771951,0.123306897001721,0.0133678678839382,0.425099686013137,0.645214050493963,0.647307994419078,-0.0266180405901437,-0.0184554509599484,0.281758688957325,0.418782121681658,0.480139593908629,0.404392426628432,0.33798699971383,0.47428207314853,0.481235480464625,0.490004949406071,0.28900618954476,0.276335337813937,-0.318711826762909,-3.70749128919861
,totalOtherIncomeExpensesNet,0.0,-4220000.0,-26250000.0,-35047000.0,-17217000.0,-10703000.0,-13228000.0,-128613000.0,-30670000.0,-81044000.0,-22793000.0,-20612000.0,-81221000.0,0.0,6499000.0,3555000.0,828000.0,194000.0,36000.0,0.0,0.0
,incomeBeforeTax,15000.0,-83057000.0,6910000.0,-58343000.0,90715000.0,165634000.0,167246000.0,-133109000.0,-34989000.0,-9315000.0,103425000.0,123161000.0,19186000.0,78081000.0,105494000.0,49128000.0,36469000.0,10981000.0,7857000.0,-8201000.0,-34259000.0
,incomeBeforeTaxRatio,0.15,-0.296561180003356,0.0170141308389124,-0.156109190542956,0.34948856741086,0.606051957555799,0.599862987658129,-0.788056219954058,-0.149510945505356,-0.0365902520268996,0.343156609476663,0.411304434945231,0.0772722329846833,0.399007603940967,0.505418587047134,0.518775079197466,0.501388583369996,0.294231129926851,0.277927131234524,-0.303572089579863,-2.98423344947735
,incomeTaxExpense,-1000.0,-19024000.0,8673000.0,-1785000.0,34626000.0,48517000.0,-7697000.0,24483000.0,-4764000.0,9985000.0,46079000.0,53365000.0,14544000.0,32943000.0,44143000.0,17679000.0,-22594000.0,1626000.0,1318000.0,0.0,0.0
,netIncome,16000.0,-62530000.0,-289000.0,-56558000.0,56089000.0,117016000.0,170454000.0,-185555000.0,-30225000.0,-19300000.0,57346000.0,69796000.0,4642000.0,45138000.0,61351000.0,31449000.0,59063000.0,9355000.0,6539000.0,-8201000.0,-34080000.0
,netIncomeRatio,0.16,-0.223268003727679,-0.00071158955317593,-0.151333040788586,0.216088455685474,0.428159531650201,0.611369155006869,-1.09855661069932,-0.129153972045483,-0.0758123310916976,0.190269847010382,0.233088431739247,0.0186958045196966,0.230663096357467,0.293930799229612,0.332090813093981,0.812018807743071,0.250663165510035,0.231305270604882,-0.303572089579863,-2.96864111498258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.000148838593847385,-1.27,-0.01,-1.15,1.14,2.26,3.23,-3.36,-0.56,-0.38,1.15,1.43,0.1,0.95,1.33,0.71,1.47,0.28,-0.94,-3.18,-8.45
,EPSDiluted,0.000148838593847385,-1.27,-0.01,-1.15,1.12,2.23,3.18,-3.36,-0.56,-0.38,1.14,1.42,0.1,0.93,1.27,0.66,1.27,0.22,-0.94,-3.18,-8.45
,weightedAverageShsOut,107499000.0,49120000.0,48823000.0,49251000.0,49187000.0,51802000.0,52819000.0,53346000.0,51977000.0,51082000.0,50070000.0,48826000.0,47963000.0,47566000.0,46102000.0,44003000.0,40077000.0,11141000.0,6784000.0,6278302.0,5409586.0
,weightedAverageShsOutDil,107499000.0,49120000.0,48823000.0,49251000.0,50190000.0,52586000.0,53563000.0,53346000.0,51977000.0,51082000.0,50450000.0,49265000.0,48358000.0,48637000.0,48385000.0,47733000.0,46622000.0,41653000.0,6784000.0,6278302.0,5409586.0
