date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY
,revenue,835424000.0,586067000.0,399254000.0,259990000.0,160326000.0,85907000.0,41010000.0
,costOfRevenue,217681000.0,159382000.0,113421000.0,80755000.0,55949000.0,36024000.0,18730000.0
,grossProfit,617743000.0,426685000.0,285833000.0,179235000.0,104377000.0,49883000.0,22280000.0
,grossProfitRatio,0.739436501704524,0.72804815831637,0.715917686485295,0.68939189968845,0.651029776829709,0.580662809782672,0.543282126310656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,222826000.0,159269000.0,102385000.0,70821000.0,38659000.0,28761000.0,18370000.0
,GeneralAndAdministrativeExpenses,171726000.0,112892000.0,75110000.0,51803000.0,30099000.0,19195000.0,13596000.0
,SellingAndMarketingExpenses,427350000.0,340356000.0,227960000.0,172973000.0,118742000.0,77915000.0,49096000.0
,otherExpenses,0.0,0.0,9180000.0,1682000.0,39000.0,-19000.0,-199000.0
,operatingExpenses,821902000.0,612517000.0,405455000.0,295597000.0,0.0,0.0,0.0
,costAndExpenses,1039583000.0,771899000.0,518876000.0,376352000.0,243449000.0,161895000.0,99792000.0
,interestExpense,72660000.0,27017000.0,15072000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,36865000.0,17815000.0,8001000.0,7001000.0,4568000.0,2889000.0,1923000.0
,EBITDA,-167294000.0,-168017000.0,-111621000.0,-109361000.0,-78555000.0,-73099000.0,-56859000.0
,EBITDARatio,-0.200250411766959,-0.28668565198177,-0.279573905333447,-0.420635409054194,-0.489970435238202,-0.850908540631148,-1.38646671543526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-204159000.0,-185832000.0,-119622000.0,-116362000.0,-83123000.0,-75988000.0,-58782000.0
,operatingIncomeRatio,-0.244377705213161,-0.317083200384939,-0.299613779699139,-0.447563367821839,-0.518462382894852,-0.884537930552807,-1.43335771762985
,totalOtherIncomeExpensesNet,-2263000.0,-14572000.0,9180000.0,1682000.0,39000.0,-19000.0,-199000.0
,incomeBeforeTax,-266191000.0,-210332000.0,-125514000.0,-114680000.0,-83084000.0,-76007000.0,-58981000.0
,incomeBeforeTaxRatio,-0.318629821503811,-0.358887294456095,-0.314371302479124,-0.44109388822647,-0.518219128525629,-0.88475909995693,-1.43821019263594
,incomeTaxExpense,141000.0,-1419000.0,-17000.0,-321000.0,425000.0,295000.0,130000.0
,netIncome,-266332000.0,-208913000.0,-125497000.0,-114359000.0,-83509000.0,-76302000.0,-59111000.0
,netIncomeRatio,-0.318798598077144,-0.356466069579075,-0.314328723068523,-0.439859225354821,-0.520869977421005,-0.888193045968315,-1.44138015118264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.09,-1.78,-1.17,-1.38,-0.92,-0.840712,-0.651298
,EPSDiluted,-2.09,-1.78,-1.17,-1.38,-0.92,-0.840712,-0.651298
,weightedAverageShsOut,127212000.0,117221000.0,107504000.0,83004000.0,90758777.0,90758777.0,90758777.0
,weightedAverageShsOutDil,127212000.0,117221000.0,107504000.0,83004000.0,90758777.0,90758777.0,90758777.0
