Date,2003-12,2002-12,2001-12,2000-12,1999-12
Revenue,480000000.0,455000000.0,473000000.0,427000000.0,431000000.0
Revenue Growth,,,,,
Cost of Revenue,,,,,
Gross Profit,480000000.0,455000000.0,473000000.0,427000000.0,431000000.0
R&D Expenses,,,,,
SG&A Expense,23000000.0,23000000.0,23000000.0,27000000.0,52000000.0
Operating Expenses,353000000.0,331000000.0,391000000.0,357000000.0,383000000.0
Operating Income,127000000.0,125000000.0,82000000.0,71000000.0,47000000.0
Interest Expense,,,,,
Earnings before Tax,84000000.0,86000000.0,89000000.0,70000000.0,-20000000.0
Income Tax Expense,32000000.0,32000000.0,36000000.0,27000000.0,18000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,49000000.0,51000000.0,53000000.0,43000000.0,-37000000.0
Preferred Dividends,,,,,
Net Income Com,49000000.0,51000000.0,53000000.0,43000000.0,-37000000.0
EPS,0.93,0.98,1.03,0.85,-0.74
EPS Diluted,0.93,0.97,1.01,0.85,-0.74
Weighted Average Shs Out,52000000.0,52000000.0,51000000.0,51000000.0,51000000.0
Weighted Average Shs Out (Dil),53000000.0,52000000.0,52000000.0,51000000.0,51000000.0
Dividend per Share,,,,,
Gross Margin,1,1,1,1,1
EBITDA Margin,0.31041666666667,0.31428571428571,0.21775898520085,0.21545667447307,0.16241299303944
EBIT Margin,0.16875,0.18241758241758,0.18816067653277,0.16393442622951,-0.044083526682135
Profit Margin,0.10208333333333,0.11208791208791,0.11205073995772,0.10070257611241,-0.08584686774942
Free Cash Flow margin,,,,,
EBITDA,149000000.0,143000000.0,103000000.0,92000000.0,70000000.0
EBIT,81000000,83000000,89000000,70000000,-19000000
Consolidated Income,49000000.0,51000000.0,53000000.0,43000000.0,-37000000.0
Earnings Before Tax Margin,0.175,0.18901098901099,0.18816067653277,0.16393442622951,-0.046403712296984
Net Profit Margin,0.10208333333333,0.11208791208791,0.11205073995772,0.10070257611241,-0.08584686774942
