date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,774425000.0,624333000.0,316159000.0,286166000.0,322591000.0,357249000.0,343904000.0,232846000.0,216678000.0,149523000.0,61661000.0,20194000.0
,costOfRevenue,428444000.0,403088000.0,221714000.0,230123000.0,264583000.0,249032000.0,230861000.0,165430000.0,161390000.0,120454000.0,55159000.0,23223000.0
,grossProfit,345981000.0,221245000.0,94445000.0,56043000.0,58008000.0,108217000.0,113043000.0,67416000.0,55288000.0,29069000.0,6502000.0,-3029000.0
,grossProfitRatio,0.446758562804662,0.354370183860216,0.298726273805269,0.195840875575715,0.179819027809207,0.302917572897335,0.328705103749884,0.289530419247056,0.255162037678029,0.194411562100814,0.105447527610645,-0.14999504803407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,55921000.0,40381000.0,32587000.0,33157000.0,50703000.0,50819000.0,45386000.0,34524000.0,35601000.0,25099000.0,14296000.0,8411000.0
,GeneralAndAdministrativeExpenses,50694000.0,38808000.0,29086000.0,22221000.0,27418000.0,30830000.0,31083000.0,23970000.0,24875000.0,15228000.0,6365000.0,2603000.0
,SellingAndMarketingExpenses,52927000.0,36728000.0,27047000.0,23126000.0,38810000.0,45877000.0,41003000.0,31080000.0,25973000.0,17454000.0,6558000.0,2651000.0
,otherExpenses,-3836000.0,-5437000.0,-2190000.0,1973000.0,-514000.0,-893000.0,-994000.0,-837000.0,13000.0,0.0,0.0,0.0
,operatingExpenses,159542000.0,115917000.0,88720000.0,78504000.0,116931000.0,127526000.0,117472000.0,89574000.0,86449000.0,0.0,0.0,0.0
,costAndExpenses,587986000.0,519005000.0,310434000.0,308627000.0,381514000.0,376558000.0,348333000.0,255004000.0,247839000.0,178235000.0,82378000.0,36888000.0
,interestExpense,21001000.0,9691000.0,9635000.0,7936000.0,2773000.0,501000.0,1863000.0,2055000.0,6436000.0,3006000.0,914000.0,356000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,18103000.0,14119000.0,9667000.0,9004000.0,10638000.0,10539000.0,8259000.0,6981000.0,5568000.0,3032000.0,1550000.0,803000.0
,EBITDA,204542000.0,119447000.0,15392000.0,-13457000.0,-48285000.0,-8770000.0,3830000.0,-15177000.0,-25593000.0,-25680000.0,-19167000.0,-15891000.0
,EBITDARatio,0.264121122122865,0.191319376038108,0.0486843645127926,-0.047025153232739,-0.14967869531388,-0.024548704125134,0.0111368288824788,-0.0651804196765244,-0.118115360119625,-0.171746152765795,-0.310844780331166,-0.786916906011687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,186439000.0,105328000.0,5725000.0,-22461000.0,-58923000.0,-19309000.0,-4429000.0,-22158000.0,-31161000.0,-28712000.0,-20717000.0,-16694000.0
,operatingIncomeRatio,0.240745068922103,0.168704841807177,0.0181079773152116,-0.0784894082455638,-0.18265543676048,-0.0540491365966035,-0.0128785940262399,-0.0951616089604288,-0.143812477501177,-0.192023969556523,-0.335982225393685,-0.826681192433396
,totalOtherIncomeExpensesNet,-48184000.0,-8036000.0,-6319000.0,-14944000.0,-4291000.0,-893000.0,-994000.0,-837000.0,13000.0,-576000.0,-185000.0,0.0
,incomeBeforeTax,119410000.0,90114000.0,-10229000.0,-45341000.0,-65987000.0,-20703000.0,-7286000.0,-25050000.0,-37567000.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.154191819737224,0.144336435844333,-0.0323539737916681,-0.158443001614448,-0.204553133844404,-0.0579511769102223,-0.0211861449706895,-0.107581835204384,-0.173377084890944,0.0,0.0,0.0
,incomeTaxExpense,-14585000.0,-71034000.0,1398000.0,-149000.0,1475000.0,1379000.0,766000.0,863000.0,651000.0,0.0,0.0,0.0
,netIncome,133995000.0,161148000.0,-11627000.0,-45192000.0,-67462000.0,-22082000.0,-8052000.0,-25913000.0,-38218000.0,-32290000.0,-21777000.0,-16925000.0
,netIncomeRatio,0.173025147690222,0.258112257401098,-0.0367757995185967,-0.157922324804484,-0.209125487071865,-0.0618112297025324,-0.0234135107471853,-0.111288147530986,-0.176381543119283,-0.215953398473813,-0.35317299427515,-0.838120233732792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.14807262258703,1.38,-0.12,-0.54,-1.34,-0.49,-0.19,-0.62,-1.24,-0.821819,-19.271681,-14.977876
,EPSDiluted,1.14807262258703,1.23,-0.12,-0.54,-1.34,-0.49,-0.19,-0.62,-1.24,-0.821819,-19.271681,-14.977876
,weightedAverageShsOut,125561000.0,116713000.0,99619000.0,82939000.0,50519000.0,44632000.0,42903000.0,41647000.0,30740000.0,39290870.0,1130000.0,1130000.0
,weightedAverageShsOutDil,141918000.0,131644000.0,99619000.0,82939000.0,50519000.0,44632000.0,42903000.0,41647000.0,30740000.0,39290870.0,1130000.0,1130000.0
