Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2964000.0,2544000.0,2855000.0
Stock-based compensation,2382000.0,2298000.0,2341000.0
Operating Cash Flow,23275000.0,17250000.0,16407000.0
Capital Expenditure,-3603000.0,-3133000.0,-3473000.0
Acquisitions and disposals,-5318000.0,-11938000.0,-3320000.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-9477000.0,-16083000.0,-5189000.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,-13793000.0,-1161000.0,-11215000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,5000.0,6000.0,3000.0
Free Cash Flow,19672000.0,14117000.0,12934000.0
Net Cash/Marketcap,-0.5703,-0.5703,-0.5703
