date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-52140000.0,-67434000.0,-18123000.0,38771000.0,-39647000.0,-67681000.0,-73100000.0,-265900000.0,-9500000.0,-2100000.0,-8300000.0,16500000.0,-120100000.0,-36400000.0,64700000.0,-13500000.0,2600000.0,22000000.0,4900000.0,-20600000.0,-14900000.0,-24400000.0,-22200000.0,-26600000.0,-7800000.0
,depreciationAndAmortization,24241000.0,29608000.0,33975000.0,31823000.0,21173000.0,37372000.0,26300000.0,60000000.0,98900000.0,71500000.0,100800000.0,114000000.0,61400000.0,36200000.0,21500000.0,16000000.0,8100000.0,5000000.0,2500000.0,3400000.0,7300000.0,3000000.0,200000.0,800000.0,1200000.0
,deferredIncomeTax,48266000.0,0.0,0.0,-12944000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2995000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6111000.0,3385000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3709000.0,-13988000.0,-17172000.0,-7448000.0,-22208000.0,6711000.0,-677000.0,28918000.0,-11994000.0,-7853000.0,9332000.0,-18337000.0,29681000.0,-286000.0,-16480000.0,-1853000.0,2697000.0,-1457000.0,-1418000.0,6300000.0,-1300000.0,-1700000.0,-100000.0,500000.0,2000000.0
,accountsReceivables,0.0,-3290000.0,215000.0,3871000.0,-2185000.0,9686000.0,-6600000.0,3700000.0,-870000.0,1839000.0,-4900000.0,-2700000.0,4100000.0,400000.0,-2200000.0,-3000000.0,-2800000.0,1200000.0,-800000.0,-200000.0,1000000.0,-1500000.0,1700000.0,2900000.0,-900000.0
,inventory,-899000.0,-3664000.0,15457000.0,-6272000.0,-7687000.0,17606000.0,13400000.0,22500000.0,-11682000.0,-9030000.0,-12900000.0,-3100000.0,7600000.0,-11200000.0,-22300000.0,-7800000.0,-2700000.0,-4300000.0,-700000.0,3100000.0,-1900000.0,-8700000.0,200000.0,600000.0,100000.0
,accountsPayables,0.0,-1547000.0,1101000.0,4543000.0,22490000.0,8419000.0,-18300000.0,0.0,4559000.0,1907000.0,-6300000.0,15200000.0,-16900000.0,-7500000.0,-9900000.0,-2100000.0,-3700000.0,800000.0,300000.0,-1800000.0,-1400000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,611000.0,85195000.0,-287000.0,2786000.0,96047000.0,94475000.0,60300000.0,268700000.0,17400000.0,-39200000.0,13900000.0,-7200000.0,56900000.0,7500000.0,-65100000.0,200000.0,500000.0,3600000.0,-400000.0,13300000.0,11400000.0,23000000.0,14400000.0,16700000.0,-6100000.0
,netCashProvidedByOperatingActivites,60089000.0,22841000.0,-7555000.0,55176000.0,53249000.0,60148000.0,2400000.0,59100000.0,94300000.0,23600000.0,115200000.0,104600000.0,30000000.0,6700000.0,5400000.0,1100000.0,13900000.0,29100000.0,5800000.0,2400000.0,2500000.0,-100000.0,-7700000.0,-8600000.0,-10700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-45224000.0,-73381000.0,-44935000.0,-68872000.0,-84356000.0,-57051000.0,-32804000.0,-102867000.0,-88495000.0,-51353000.0,-30849000.0,-45307000.0,-67490000.0,-110316000.0,-162110000.0,-98482000.0,-31588000.0,-64666000.0,-12587000.0,-6192000.0,-6131000.0,-6270110.863828,-9766006.484628,-23200234.797556,-25973078.466421
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-2001000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23941000.0,-46204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-54700000.0,-67411000.0,-47951000.0,-67810000.0,-86493000.0,-56499000.0,-36561000.0,-101362000.0,-69054000.0,-97557000.0,-80137000.0,-49336000.0,-71066000.0,-101030000.0,-92122000.0,-67489000.0,-69598000.0,-68040000.0,-11276000.0,-5186000.0,-3289000.0,-11231077.701143,-7552378.348112,-19566463.082276,-23419545.471126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-11694000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58806000.0,-10397000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
