date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,211906000.0,203223000.0,191232000.0,161216000.0,153388000.0,109576000.0,49203000.0,19943000.0,16629000.0,8668000.0,5369.0
,costOfRevenue,91342000.0,87294000.0,83326000.0,70722000.0,67995000.0,49955000.0,23427000.0,9429000.0,8066000.0,4477000.0,0.0
,grossProfit,120564000.0,115929000.0,107906000.0,90494000.0,85393000.0,59621000.0,25776000.0,10514000.0,8563000.0,4191000.0,5369.0
,grossProfitRatio,0.56895038366068,0.570452163387018,0.564267486613119,0.561321456927352,0.556712389495919,0.544106373658465,0.523870495701482,0.527202527202527,0.514943772926815,0.483502538071066,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,15095000.0,12745000.0,10817000.0,9526000.0,10864000.0,7790000.0,2873000.0,920000.0,1208000.0,575000.0,440.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-260000.0,0.0,144000.0,89000.0,-44976000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,75782000.0,65560000.0,56038000.0,43727000.0,45688000.0,35884000.0,15393000.0,5333000.0,4674000.0,2346000.0,440.0
,costAndExpenses,167124000.0,152854000.0,139364000.0,114449000.0,113683000.0,85839000.0,38820000.0,14762000.0,12740000.0,6823000.0,440.0
,interestExpense,36488000.0,39226000.0,36006000.0,28702000.0,35539000.0,23553000.0,8496000.0,3659000.0,3305000.0,1727000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,60687000.0,52815000.0,45221000.0,34201000.0,34824000.0,28094000.0,12520000.0,4413000.0,3466000.0,1771000.0,0.0
,EBITDA,105469000.0,103184000.0,97089000.0,80968000.0,74529000.0,51831000.0,22903000.0,9594000.0,7355000.0,3616000.0,4929.0
,EBITDARatio,0.497715968401084,0.507737805268105,0.507702685742972,0.502233028979754,0.485885466920489,0.473014163685479,0.465479747169888,0.481071052499624,0.442299597089422,0.417166589755422,0.918048053641274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,44782000.0,50369000.0,51868000.0,46767000.0,39705000.0,23737000.0,10383000.0,5181000.0,3889000.0,1845000.0,4929.0
,operatingIncomeRatio,0.211329551782394,0.247850883020131,0.271230756358768,0.290089073044859,0.258853365321929,0.216625903482514,0.211023718065972,0.259790402647545,0.23386854290697,0.21285186894324,0.918048053641274
,totalOtherIncomeExpensesNet,6583000.0,35211000.0,10748000.0,13376000.0,-13721000.0,29953000.0,1040000.0,-248000.0,-157000.0,-488000.0,0.0
,incomeBeforeTax,14877000.0,46354000.0,26610000.0,31441000.0,-9555000.0,30156000.0,2944000.0,1274000.0,427000.0,-370000.0,4929.0
,incomeBeforeTaxRatio,0.0702056572253735,0.228094260984239,0.139150351405622,0.195024067090115,-0.0622930085795499,0.275206249543696,0.059833749974595,0.0638820638820639,0.025678032353118,-0.0426857406552838,0.918048053641274
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.0
,netIncome,14768000.0,45896000.0,26288000.0,30206000.0,-9801000.0,28242000.0,2940000.0,625000.0,-108000.0,-112000.0,3726.0
,netIncomeRatio,0.0696912782082622,0.225840579068314,0.137466532797858,0.187363537117904,-0.0638967846246121,0.257738920931591,0.0597524541186513,0.0313393170536028,-0.00649467797221721,-0.012921089063221,0.693983982119575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.164455738477425,0.511095650945279,0.301860498950556,0.411872559926769,-0.19,0.781165443411517,0.137925029583511,0.12,-0.013,-0.011614,0.000386
,EPSDiluted,0.164455738477425,0.507600930200603,0.300857235974171,0.410408339177886,-0.19,0.781022842913193,0.136536707406155,0.12,-0.013,-0.011614,0.000386
,weightedAverageShsOut,94846369.0,89799238.0,87086585.0,73338219.0,52182427.0,36153673.0,21315928.0,5330814.0,9643540.0,9643540.0,9643540.0
,weightedAverageShsOutDil,95876357.0,90417486.0,87376991.0,73599869.0,52182427.0,36160274.0,21532671.0,5330814.0,9643540.0,9643540.0,9643540.0
