Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,22551339.0,22413044.0,9395625.0,2999279.0,2070194.0,2293880.0,3863935.0,0.0
Revenue Growth,0.00617029083599711,1.38547664471496,2.13262787489927,0.448791272701979,-0.0975142553228591,-0.406335769105847,0.0,0.0
Cost of Revenue,2176968.0,4638710.0,10661241.0,2290645.0,159539.0,683032.0,3416145.0,0.0
Gross Profit,3000000.0,17774334.0,-1265616.0,708634.0,1910655.0,1610848.0,447790.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,4486023.0,3156097.0,1245689.0,2478794.0,1533211.0,2393940.0,1973029.0,0.0
Operating Expenses,26699916.0,23517970.0,1245689.0,2478794.0,1533211.0,2393940.0,1973029.0,0.0
Operating Income,-4148577.0,-1104926.0,-17702264.0,-3205925.0,-1252925.0,-1946923.0,-3391005.0,0.0
Interest Expense,1050478.0,1594940.0,4241841.0,940398.0,660580.0,562868.0,336249.0,0.0
Earnings before Tax,-4003935.0,7251391.0,0.0,0.0,0.0,0.0,0.0,0.0
Income Tax Expense,-1090614.0,338867.0,0.0,-1556482.0,0.0,-970364.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-2913321.0,6912524.0,-37189679.0,-4050021.0,-1873505.0,-2461650.0,-3385964.0,0.0
Preferred Dividends,158004.0,0.0,5247227.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-2913321.0,6912524.0,-37189679.0,-4050021.0,-1873505.0,-2461650.0,-3385964.0,0.0
EPS,-0.22,0.72,-4.83,-0.05,-0.02,-0.03,-0.04,0.0
EPS Diluted,-0.23,-0.2,-4.83,-0.05,-0.02,-0.03,-0.04,0.0
Weighted Average Shs Out,13773395.0,9586986.0,8778193.0,81892352.0,81892352.0,81892352.0,81892352.0,0.0
Weighted Average Shs Out (Dil),16159486.0,10608828.0,8778193.0,81892352.0,81892352.0,81892352.0,81892352.0,0.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.133029794816,0.79303525215,-0.134702694073,0.236268116437,0.922935241818,0.702237257398,0.115889630649,0.0
EBITDA Margin,-0.0844595081472,0.156449164156,-1.04937031863,-0.513116318955,-0.577431390488,-0.621614033864,-0.116941149372,0.0
EBIT Margin,-0.18396144903,-0.0492983460881,-1.88409648107,-1.06889855862,-0.605221056577,-0.848746665039,-0.877604048722,0.0
Profit Margin,-0.129186164955,0.308415224634,-3.95819107297,-1.35033152968,-0.904990063733,-1.07313808918,-0.876299420151,0.0
Free Cash Flow margin,-0.0316774094877,0.362847143833,-1.58823324686,-0.594631576456,-0.690304386932,-0.777300469074,-0.770219995937,0.0
EBITDA,-1904675.0,3506502.0,-9859490.0,-1538979.0,-1195395.0,-1425908.0,-451853.0,0.0
EBIT,-4148577.0,-1104926.0,-17702264.0,-3205925.0,-1252925.0,-1946923.0,-3391005.0,0.0
Consolidated Income,-2913321.0,6912524.0,-37189679.0,-4050021.0,-1873505.0,-2461650.0,-3385964.0,0.0
Earnings Before Tax Margin,-0.177547550502,0.323534411479,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,-0.129186164955,0.308415224634,-3.95819107297,-1.35033152968,-0.904990063733,-1.07313808918,-0.876299420151,0.0
