date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,66103000.0,49339000.0,-6293000.0,-31260000.0,-8177000.0,-6189000.0,10295000.0,-34361000.0,-2695000.0,16528000.0,34609000.0,17468000.0,4979000.0,7056000.0,2185000.0,331546.0,-1100.0,-1600000.0,13000000.0,6500000.0
,depreciationAndAmortization,38183000.0,37145000.0,50389000.0,60520000.0,63023000.0,64585000.0,50129000.0,46622000.0,40034000.0,42353000.0,34301000.0,33023000.0,30124000.0,29207000.0,28389000.0,0.0,0.0,16300000.0,15900000.0,15300000.0
,deferredIncomeTax,20508000.0,15134000.0,5760000.0,-34684000.0,-6109000.0,-2689000.0,-14504000.0,-304000.0,3100000.0,14332000.0,7405000.0,1401000.0,1596000.0,-918000.0,-6780000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6754000.0,6908000.0,4643000.0,2963000.0,2455000.0,4040000.0,2694000.0,3251000.0,3081000.0,1838000.0,2094000.0,1078000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,89627000.0,53202000.0,-68357000.0,-15458000.0,3349000.0,-17691000.0,-25420000.0,39414000.0,-67512000.0,105100000.0,-1135000.0,3568000.0,5425000.0,39346000.0,-8036809.0,50960909.0,23900.0,0.0,0.0,0.0
,accountsReceivables,-19205000.0,44994000.0,-8364000.0,12544000.0,41274000.0,-20190000.0,11012000.0,36260000.0,-16597000.0,-25659000.0,56603000.0,-33281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2383000.0,-1939000.0,-921000.0,-2237000.0,-6239000.0,-6612000.0,120000.0,-5144000.0,-2869000.0,-4667000.0,2630000.0,9836000.0,-16218000.0,-14038000.0,-6145000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-3328000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,186406000.0,96779000.0,43577000.0,111934000.0,127392000.0,124043000.0,141734000.0,167154000.0,127740000.0,195252000.0,90152000.0,91287000.0,87719000.0,82294000.0,42948000.0,50984809.0,23900.0,0.0,0.0,0.0
,otherNonCashItems,0.0,2746000.0,5841000.0,18958000.0,-6018000.0,-5678000.0,367000.0,1153000.0,1005000.0,513000.0,0.0,0.0,2357000.0,-1993000.0,0.0,0.0,0.0,3400000.0,12500000.0,4800000.0
,netCashProvidedByOperatingActivites,78947000.0,192549000.0,137653000.0,21518000.0,38670000.0,29122000.0,48802000.0,74823000.0,-1860000.0,24563000.0,123531000.0,53998000.0,14805000.0,-6284000.0,33899000.0,-788621.0,0.0,19700000.0,28400000.0,20100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-47621000.0,-49412000.0,-49422000.0,-68229000.0,-83798000.0,-74455000.0,-91910000.0,-66654000.0,-62485000.0,-33433000.0,-25258000.0,-24666000.0,-44484000.0,-110988000.0,-29762000.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-27000000.0,0.0,-2000000.0,0.0,-38000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,7035000.0,-7035000.0,0.0,-3100000.0,13600000.0,-2000000.0,0.0,0.0,0.0,782000.0,4626000.0,-5319000.0,-49336000.0,0.0,-145700000.0,-17200000.0,-29100000.0
,netCashUsedForInvestingActivites,-43171000.0,-43820000.0,-35542000.0,-51117000.0,-72576000.0,-73133000.0,-121990000.0,-46101000.0,-63443000.0,-16716000.0,-62696000.0,-24867000.0,-26257000.0,-77763000.0,-21510000.0,-49336000.0,0.0,-183400000.0,-17200000.0,-42900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-11500000.0,-112798000.0,-411786000.0,-251585000.0,-166144000.0,-272152000.0,-205047000.0,-3043000.0,-181675000.0,-27219000.0,-191244000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91769000.0,40000.0,55200000.0,25000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-1433000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000.0,0.0,-65000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18756000.0,-4747000.0,-4012000.0,-3992000.0,-3981000.0,-994000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-7396000.0,-1205000.0,-6094000.0,-7121000.0,-435000.0,-3028000.0,-157000.0,-2214000.0,-6198000.0,0.0,0.0,0.0,-2101000.0,48165000.0,-4281120.0,-83905.0,164900000.0,-12300000.0,24200000.0
,netCashUsedProvidedByFinancingActivities,-6261000.0,-14248000.0,-85456000.0,34169000.0,30810000.0,15903000.0,35128000.0,22464000.0,-23552000.0,57407000.0,-15607000.0,-36359000.0,13691000.0,88646000.0,-9350000.0,50848880.0,11095.0,164900000.0,-12300000.0,24200000.0
