date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,686310000.0,3283099000.0,3221735000.0,2991547000.0,2918765000.0,2852609000.0,2626990000.0,2682894000.0,2473531000.0,2279613000.0,2141144000.0,1976500000.0,1742287000.0,1682841000.0,1220594000.0,1020597000.0,790617000.0,950872000.0,935854000.0
,costOfRevenue,235457000.0,1210273000.0,1180729000.0,1132830000.0,1117124000.0,1120860000.0,1015037000.0,1055226000.0,968578000.0,910728000.0,1122899000.0,1038857000.0,698866000.0,1248090000.0,889805000.0,763973000.0,0.0,0.0,0.0
,grossProfit,450853000.0,2072826000.0,2041006000.0,1858717000.0,1801641000.0,1731749000.0,1611953000.0,1627668000.0,1504953000.0,1368885000.0,1018245000.0,937643000.0,1043421000.0,434751000.0,330789000.0,256624000.0,0.0,0.0,0.0
,grossProfitRatio,0.656923256254462,0.6313626241548,0.633511446472165,0.621323014480468,0.617261410219733,0.607075487737717,0.613612156879166,0.606683678147553,0.608422938705842,0.600490083185172,0.475561195323621,0.474395648874273,0.59888009265982,0.258343479865299,0.271006575487017,0.251444987590596,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,781899000.0,1404275000.0,1320419000.0,1191026000.0,1146340000.0,1102447000.0,1050865000.0,1048258000.0,958377000.0,890077000.0,569761000.0,522594000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,36834000.0,22150000.0,24688000.0,21568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1041675000.0,1665430000.0,1581581000.0,1428539000.0,1355411000.0,1291653000.0,1226521000.0,1212228000.0,1106052000.0,1044526000.0,712838000.0,675311000.0,983201000.0,321791000.0,203420000.0,193123000.0,0.0,44286000.0,0.0
,costAndExpenses,1277132000.0,2875703000.0,2762310000.0,2561369000.0,2472535000.0,2412513000.0,2241558000.0,2267454000.0,2074630000.0,1955254000.0,1835737000.0,1714168000.0,1682067000.0,1569881000.0,1093225000.0,957096000.0,0.0,44286000.0,0.0
,interestExpense,153466000.0,128565000.0,129718000.0,105918000.0,108313000.0,112741000.0,113698000.0,124714000.0,123665000.0,123102000.0,112444000.0,102505000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,259776000.0,261155000.0,261162000.0,237513000.0,209071000.0,189206000.0,175656000.0,163970000.0,147675000.0,154449000.0,143508000.0,149515000.0,158034000.0,151716000.0,102812000.0,88866000.0,0.0,0.0,0.0
,EBITDA,-331046000.0,668551000.0,720587000.0,667691000.0,655301000.0,629302000.0,561088000.0,579410000.0,546576000.0,478808000.0,448915000.0,411847000.0,218254000.0,264676000.0,230181000.0,152367000.0,790617000.0,906586000.0,935854000.0
