Date,2019-02-03,2018-01-28,2016-12-31,2015-12-31
Depreciation & Amortization,23210000.0,12536000.0,5043000.0,
Stock-based compensation,14351000.0,11209000.0,5229000.0,
Operating Cash Flow,-13415000.0,-79747000.0,7252000.0,
Capital Expenditure,-44160000.0,-40282000.0,-22272000.0,
Acquisitions and disposals,0.0,0.0,0.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,31838000.0,-195804000.0,-22272000.0,
Issuance (repayment) of debt,-159000.0,0.0,0.0,
Issuance (buybacks) of shares,0.0,0.0,0.0,
Dividend payments,0.0,0.0,0.0,
Financing Cash Flow,1141000.0,187849000.0,74731000.0,
Effect of forex changes on cash,0.0,0.0,0.0,
Net cash flow / Change in cash,19564000.0,-87702000.0,59711000.0,
Free Cash Flow,-57575000.0,-120029000.0,-15020000.0,
Net Cash/Marketcap,-0.0106,-0.0106,-0.0106,-0.0106
