date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,436190000.0,370114000.0,273628000.0,178638000.0,121915000.0,55513000.0,22208000.0,5560000.0,283629.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,2248000.0,0.0,0.0,0.0,0.0,0.0,0.0,22887476.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,215000000.0,162000000.0,139000000.0,130000000.0,112000000.0,81000000.0,71000000.0,62000000.0,0.0
,costAndExpenses,218084000.0,153461000.0,137667000.0,125846000.0,110463000.0,83306000.0,73500000.0,60744000.0,27775342.0
,interestExpense,24387000.0,12085000.0,14979000.0,13528000.0,14848000.0,2057000.0,0.0,0.0,1628635.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9930000.0,9299000.0,7811000.0,6663000.0,5660000.0,4861000.0,8080000.0,8116000.0,2917.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.500025218368142,0.585368291931675,0.496882628970719,0.295525028269461,0.0939342984866505,-0.500657503647794,-2.3096181556196,-9.92517985611511,-96.9284276290506
,totalOtherIncomeExpensesNet,3284000.0,2855000.0,233000.0,522000.0,276000.0,25000.0,0.0,0.0,0.0
,incomeBeforeTax,218106000.0,216653000.0,135961000.0,52792000.0,11452000.0,-27793000.0,-51292000.0,-55184000.0,-27491713.0
,incomeBeforeTaxRatio,0.500025218368142,0.585368291931675,0.496882628970719,0.295525028269461,0.0939342984866505,-0.500657503647794,-2.3096181556196,-9.92517985611511,-96.9284276290506
,incomeTaxExpense,46540000.0,44696000.0,28034000.0,30742000.0,-54389000.0,0.0,-2386000.0,0.0,0.0
,netIncome,171566000.0,171957000.0,107927000.0,22050000.0,65841000.0,-27793000.0,-48906000.0,-55184000.0,-27491713.0
,netIncomeRatio,0.393328595336894,0.46460549992705,0.394429663630915,0.123433983810835,0.540056596809252,-0.500657503647794,-2.20217939481268,-9.92517985611511,-96.9284276290506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.53897266659761,2.54,1.66,0.37,1.11,-0.47,-0.84,-0.99,-0.476
,EPSDiluted,2.53897266659761,2.47,1.6,0.35,1.08,-0.47,-0.84,-0.99,-0.476
,weightedAverageShsOut,67573000.0,67573000.0,65019000.0,59816000.0,59070948.0,58683194.0,58281425.0,56005326.0,57737480.0
,weightedAverageShsOutDil,67573000.0,69721000.0,67652000.0,62186000.0,60829372.0,58683194.0,58281425.0,56005326.0,57737480.0
