date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY
,revenue,87992066.0,168795577.0,16142321.0,31407709.0,158333.0,382000.0,175000.0,290266.0,146875.0,296139.0,620097.0,3773147.0,1303201.0,1208022.0,595458.0,590683.0,196306.0,0.0,2266.0,9312.0,24878.0,36998.0,60378.0,76590.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724088.0,0.0,0.0,0.0,0.0,87.0,6297.0,2094.0,2852.0,33785.0,36972.0
,grossProfit,87992066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146875.0,296139.0,620097.0,3773147.0,0.0,483934.0,0.0,0.0,0.0,0.0,2179.0,3015.0,22784.0,34146.0,26593.0,39618.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.400600320192844,0.0,0.0,0.0,0.0,0.961606354810238,0.323775773195876,0.915829246724013,0.922914752148765,0.440441882804995,0.517273795534665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,128874979.0,81048686.0,52968505.0,31690298.0,41454452.0,57410147.0,23138050.0,8705627.0,5391463.0,3277760.0,1111473.0,8974666.0,12144529.0,20930548.0,8582019.0,3793377.0,793354.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,52275890.0,26556257.0,19110051.0,32022880.0,40998209.0,34718089.0,24419536.0,11692804.0,14095648.0,5229916.0,7995048.0,14140022.0,0.0,0.0,0.0,0.0,0.0,0.0,143800.0,109280.0,132019.0,56182.0,12441.0,11281.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34180.0,38135.0,78477.0
,otherExpenses,-582524.0,0.0,7493.0,1312524.0,57352.0,417874.0,82092.0,-997975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,181150869.0,107604943.0,72078556.0,68403618.0,79850242.0,96355976.0,51278899.0,23571495.0,21236086.0,10126405.0,9422146.0,23501783.0,36305782.0,38433106.0,21836080.0,9953437.0,2965195.0,94438.0,1418393.0,109280.0,132019.0,90362.0,68889.0,198238.0
,costAndExpenses,181150869.0,107604943.0,72078556.0,68403618.0,79850242.0,96355976.0,51278899.0,23571495.0,21236086.0,10126405.0,9422146.0,23501783.0,36305782.0,39157194.0,21836080.0,9953437.0,2965195.0,94438.0,1418480.0,115577.0,134113.0,93214.0,102674.0,235210.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,5942264.0,4439144.0,4699275.0,4690440.0,3260045.0,2336207.0,1345655.0,1751412.0,1748975.0,241808.0,315625.0,387095.0,410408.0,415963.0,241760.0,167321.0,74740.0,90.0,9078.0,3526.0,7622.0,8120.0,18312.0,103787.0
,EBITDA,-87216539.0,65629778.0,-51236960.0,-32305469.0,-76431864.0,-93637769.0,-49758244.0,-21529817.0,-19340236.0,-9588458.0,-8486424.0,-19341541.0,-34592173.0,-37533209.0,-20998862.0,-9195433.0,-2694149.0,-94348.0,-1407136.0,-102739.0,-101613.0,-48096.0,-23984.0,-54833.0
,EBITDARatio,-0.991186398555524,0.388812190262545,-3.17407639211239,-1.02858406514146,-482.728578375954,-245.12504973822,-284.332822857143,-74.1727139933716,-131.678202553191,-32.3782345452642,-13.6856395047872,-5.12610322364859,-26.5440043400826,-31.0699714078055,-35.2650598362941,-15.5674583490637,-13.7242315568551,0.0,-620.977934686673,-11.0329682130584,-4.08445212637672,-1.29996216011676,-0.397230779422969,-0.715928972450712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-93158803.0,61190634.0,-55936235.0,-36995909.0,-79691909.0,-95973976.0,-51103899.0,-23281229.0,-21089211.0,-9830266.0,-8802049.0,-19728636.0,-35002581.0,-37949172.0,-21240622.0,-9362754.0,-2768889.0,-94438.0,-1416214.0,-106265.0,-109235.0,-56216.0,-42296.0,-158620.0
,operatingIncomeRatio,-1.05871821443538,0.362513254716384,-3.4651915917172,-1.17792447070877,-503.318379617641,-251.24077486911,-292.02228,-80.206531250646,-143.586117446809,-33.1947700235362,-14.1946324526647,-5.22869530394655,-26.8589273642362,-31.4143053686108,-35.6710666411401,-15.8507253467596,-14.104963679154,0.0,-624.984112974404,-11.4116194158076,-4.39082723691615,-1.51943348289097,-0.700520056974395,-2.07102754928842
,totalOtherIncomeExpensesNet,-582524.0,0.0,439634.0,2202886.0,-2294487.0,3306336.0,-8261706.0,-8323940.0,-1057398.0,958728.0,1465694.0,571075.0,-114729.0,329.0,-683384.0,2374869.0,-12113.0,0.0,52599.0,60264.0,93854.0,-206559.0,31762.0,-695916.0
,incomeBeforeTax,-84550826.0,68148402.0,-54448078.0,-34377895.0,-81720602.0,-91938482.0,-58720112.0,-31703079.0,-22110643.0,-8785008.0,0.0,0.0,0.0,0.0,0.0,0.0,-2496142.0,-94438.0,-246207.0,-185821.0,-137553.0,-368459.0,0.0,0.0
,incomeBeforeTaxRatio,-0.96089147401085,0.403733339529388,-3.37300181306022,-1.0945686933103,-516.131204486746,-240.676654450262,-335.543497142857,-109.22078024984,-150.540548085106,-29.6651504867647,0.0,0.0,0.0,0.0,0.0,0.0,-12.7155665135044,0.0,-108.652691968226,-19.9550042955326,-5.52910201784709,-9.95888966971188,0.0,0.0
