date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,2560000000.0,3662000000.0,4172000000.0,3646000000.0,3041000000.0,4528613000.0,5933212000.0,5230792000.0,5570858000.0,4832423000.0,3845536000.0,3661922000.0
,costOfRevenue,2129000000.0,3009000000.0,3483000000.0,3064000000.0,2573000000.0,3742548000.0,4915106000.0,4276033000.0,4557115000.0,4124271000.0,3327434000.0,3113928000.0
,grossProfit,431000000.0,653000000.0,689000000.0,582000000.0,468000000.0,786065000.0,1018106000.0,954759000.0,1013743000.0,708152000.0,518102000.0,547994000.0
,grossProfitRatio,0.168359375,0.178317859093392,0.165148609779482,0.159626988480527,0.153896744491943,0.173577428674077,0.171594407885644,0.182526661354533,0.181972507646039,0.14654180728798,0.134728162732061,0.149646551728846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,449000000.0,550000000.0,562000000.0,536000000.0,524000000.0,606503000.0,715958000.0,642994000.0,606753000.0,513563000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5000000.0,3000000.0,7000000.0,0.0,1000000.0,-9234000.0,-14450000.0,-13764000.0,685000.0,0.0,0.0,0.0
,operatingExpenses,449000000.0,550000000.0,562000000.0,536000000.0,524000000.0,606503000.0,715958000.0,642994000.0,606753000.0,513563000.0,0.0,0.0
,costAndExpenses,2578000000.0,3559000000.0,4045000000.0,3600000000.0,3097000000.0,4349051000.0,5631064000.0,4919027000.0,5163868000.0,4637834000.0,3775242000.0,3522492000.0
,interestExpense,28000000.0,40000000.0,38000000.0,31000000.0,35000000.0,47540000.0,61752000.0,60685000.0,112519000.0,136844000.0,139641000.0,116504000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,46000000.0,63000000.0,68000000.0,67000000.0,69000000.0,80572000.0,90258000.0,74410000.0,68051000.0,67698000.0,70431000.0,61091000.0
